Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Enzo Fernández,ar ARG,Chelsea,MF,24-113,33,29,2677,6,7,7,0,6.0,6.5,57,199,116,0.2,0.24,0.2,0.22,,,,,37.3,0.64,0.12,18.2,1429,80.0,7117,89.0,85.0,58.0,73,156,39,7,199,141,4.74,16,0.54,63,32,83,52,36,7,29,13,2070,36,327,1049,708,76,46,45.7,39.1,1135,2574,57,53,8,27,27,1520,116,47,48,1,105,147,14,28,33.3,3
Facundo Buonanotte,ar ARG,Leicester City,"FW,MF",20-138,29,14,1474,4,2,7,0,3.8,3.1,38,52,69,0.24,0.12,0.23,0.19,,,,,29.4,0.61,0.12,17.8,430,76.6,1709,85.7,81.9,48.6,24,40,13,2,52,50,3.05,4,0.24,53,32,67,46,32,6,26,11,850,26,127,436,300,36,79,32.9,62.0,465,1321,38,26,8,53,39,515,69,35,33,3,41,77,17,35,32.7,3
Idrissa Gana Gueye,sn SEN,Everton,MF,35-226,34,32,2794,0,3,8,0,1.1,1.7,26,134,24,0.0,0.1,0.03,0.05,,,,,18.5,0.16,0.0,25.2,1116,86.5,5021,90.9,90.7,71.8,19,136,10,3,134,56,1.8,3,0.1,124,74,90,36,45,9,36,44,1640,69,385,943,321,20,36,47.2,47.2,781,1611,26,27,4,32,33,943,24,51,41,0,7,180,23,15,60.5,3
Iliman Ndiaye,sn SEN,Everton,FW,25-065,30,27,2252,7,0,3,0,5.2,1.6,81,50,115,0.28,0.0,0.21,0.06,,,,,40.6,0.52,0.16,17.4,543,80.8,1660,86.1,86.1,68.0,17,35,14,5,50,59,2.36,5,0.2,48,25,45,26,27,5,22,17,1000,34,202,411,435,77,137,46.0,46.7,575,2221,81,41,30,49,43,612,115,24,47,5,38,163,6,19,24.0,3
Jack Harrison,eng ENG,Everton,FW,28-171,31,22,1900,1,0,0,0,3.3,3.7,64,45,116,0.05,0.0,0.16,0.17,,,,,22.2,0.28,0.04,16.3,379,63.1,2222,81.5,68.1,34.3,32,26,25,11,45,53,2.51,4,0.19,30,21,40,26,18,2,16,9,871,31,144,305,429,62,72,31.9,56.9,479,1491,64,34,14,50,37,562,116,13,26,4,118,65,4,26,13.3,3
Jacob Ramsey,eng ENG,Aston Villa,"FW,MF",23-347,27,18,1516,1,3,2,0,1.5,2.3,57,67,105,0.06,0.18,0.09,0.13,,,,,22.2,0.24,0.06,16.7,479,85.4,1519,91.5,84.9,75.0,20,31,21,1,67,51,3.03,8,0.47,30,15,20,10,21,3,18,7,726,12,136,259,344,67,42,57.1,23.8,474,1631,57,31,19,39,21,552,105,12,25,5,10,77,6,10,37.5,3
Jean-Ricner Bellegarde,fr FRA,Wolves,"MF,FW",26-317,32,19,1551,2,6,3,0,1.3,3.6,49,39,83,0.12,0.35,0.08,0.21,,,,,25.0,0.29,0.1,21.7,415,78.7,1283,89.2,80.9,56.4,26,27,17,8,39,53,3.08,10,0.58,37,22,19,6,19,3,16,10,756,24,139,339,295,45,60,23.3,51.7,464,1440,49,35,11,38,25,519,83,29,41,1,40,57,9,18,33.3,3
Joelinton,br BRA,Newcastle Utd,"MF,FW",28-269,29,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,,,,,28.9,0.49,0.09,14.0,863,82.7,3384,87.7,86.6,60.0,23,80,17,2,116,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,40,26,9,39,53,934,110,58,35,7,16,149,59,46,56.2,3
John McGinn,sct SCO,Aston Villa,"MF,FW",30-204,31,25,2052,1,4,7,0,2.9,3.4,31,96,72,0.04,0.18,0.13,0.15,,,,,19.2,0.22,0.04,16.2,658,82.5,2960,91.5,86.4,59.0,29,66,27,7,96,68,2.98,7,0.31,31,22,27,16,21,2,19,14,999,28,158,532,319,52,44,40.9,27.3,547,1194,31,16,6,33,25,700,72,43,67,3,54,94,16,11,59.3,3
João Gomes,br BRA,Wolves,MF,24-087,33,33,2781,3,1,10,1,2.7,1.2,53,148,68,0.1,0.03,0.09,0.04,,,,,21.2,0.23,0.09,18.1,1262,84.9,4482,91.0,85.6,60.7,22,107,22,1,148,62,2.01,3,0.1,105,62,102,60,42,4,38,25,1843,59,404,1014,451,42,57,45.6,43.9,957,2593,53,50,6,38,49,1230,68,67,41,1,27,178,9,24,27.3,3
Joško Gvardiol,hr CRO,Manchester City,DF,23-107,34,33,3007,5,0,2,0,4.4,2.0,81,251,98,0.15,0.0,0.13,0.06,,,,,29.7,0.33,0.14,13.0,2321,90.9,10350,94.4,93.2,68.9,25,237,20,1,251,69,2.07,7,0.21,51,34,37,18,40,20,20,38,2903,142,725,1474,727,85,40,57.5,35.0,1886,5715,81,92,13,25,16,2132,98,13,23,2,19,132,48,33,59.3,3
Jurriën Timber,nl NED,Arsenal,DF,23-327,30,27,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,,,,,28.6,0.15,0.07,14.1,1194,85.6,4642,91.0,86.0,52.9,17,107,17,2,146,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,57,27,11,33,24,1052,104,31,29,6,28,94,22,20,52.4,3
Keane Lewis-Potter,eng ENG,Brentford,"DF,FW",24-077,35,33,2839,1,3,6,0,2.6,3.0,92,90,144,0.03,0.1,0.08,0.1,,,,,51.9,0.44,0.04,20.5,900,77.3,4447,89.6,79.4,48.8,23,61,41,14,90,67,2.12,8,0.25,44,26,44,18,24,9,15,19,1473,94,450,573,469,69,97,40.2,50.5,783,2971,92,63,34,43,19,878,144,16,29,4,71,136,26,34,43.3,3
Kyle Walker-Peters,eng ENG,Southampton,DF,28-027,33,33,2918,0,2,5,0,0.8,2.8,114,139,144,0.0,0.06,0.03,0.09,,,,,30.0,0.19,0.0,18.3,1493,88.2,6584,93.9,90.0,60.2,24,119,30,4,139,63,1.94,7,0.22,44,29,35,19,27,15,12,19,2022,151,615,884,540,59,92,41.3,42.4,1271,4373,114,72,24,32,39,1433,144,28,52,2,51,135,11,21,34.4,3
Leif Davis,eng ENG,Ipswich Town,DF,25-118,31,30,2563,1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,,,,,14.3,0.07,0.07,20.4,854,71.5,5905,86.0,77.4,37.3,54,30,26,11,55,85,2.98,4,0.14,45,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,1940,48,27,10,36,14,770,117,25,30,3,148,111,33,22,60.0,3
Lewis Cook,eng ENG,Bournemouth,"MF,DF",28-096,34,30,2816,1,3,8,0,0.9,4.1,33,153,49,0.03,0.1,0.03,0.13,,,,,28.6,0.13,0.07,23.4,1158,76.8,6955,84.8,85.1,45.5,48,150,26,11,153,87,2.78,5,0.16,80,42,66,30,30,11,19,40,1814,85,427,954,453,19,18,61.1,38.9,791,2113,33,29,4,29,17,904,49,46,10,3,127,182,40,34,54.1,3
Lewis Hall,eng ENG,Newcastle Utd,DF,20-244,27,24,2189,0,4,3,0,0.4,4.3,41,123,80,0.0,0.16,0.02,0.18,,,,,9.1,0.04,0.0,18.8,1300,81.7,8891,91.3,85.1,51.5,34,114,17,5,123,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,41,22,13,33,20,1094,80,9,21,1,110,119,30,31,49.2,3
Lucas Digne,fr FRA,Aston Villa,DF,31-294,31,27,2261,0,4,4,0,0.8,4.4,23,55,140,0.0,0.16,0.03,0.17,,,,,23.1,0.12,0.0,22.7,932,75.2,4888,88.2,78.8,40.1,35,43,29,18,55,63,2.51,5,0.2,63,37,64,21,23,4,19,25,1485,93,520,449,526,28,19,47.4,47.4,672,1328,23,14,4,17,16,808,140,20,14,7,138,100,35,27,56.5,3
Lucas Paquetá,br BRA,West Ham,"MF,FW",27-256,31,27,2336,4,0,9,0,5.2,3.1,22,145,82,0.15,0.0,0.2,0.12,,,,,7.9,0.12,0.05,19.6,1088,77.3,5773,83.7,79.6,64.4,36,125,43,4,145,79,3.04,6,0.23,66,37,54,27,28,4,24,17,1738,62,360,957,435,57,43,41.9,46.5,891,1300,22,32,2,53,50,1220,82,52,62,6,28,146,48,57,45.7,3
Malo Gusto,fr FRA,Chelsea,DF,21-356,29,19,1832,0,1,4,0,1.7,1.3,49,119,84,0.0,0.05,0.08,0.06,,,,,18.2,0.2,0.0,21.3,1176,86.5,4818,93.2,88.3,61.3,21,109,18,6,119,57,2.8,4,0.2,43,28,47,23,29,8,21,23,1563,60,378,758,440,43,16,25.0,68.8,865,2195,49,35,8,16,17,1053,84,20,19,2,51,116,8,15,34.8,3
Marcus Tavernier,eng ENG,Bournemouth,"FW,MF",26-049,26,17,1670,3,5,5,0,5.3,2.8,41,102,106,0.16,0.27,0.29,0.15,,,,,30.0,0.81,0.06,20.2,553,72.5,2828,85.9,78.3,44.9,36,64,30,9,102,85,4.58,11,0.59,41,24,26,16,16,3,13,5,1000,18,114,385,523,51,57,42.1,49.1,567,1622,41,40,7,39,43,641,106,28,23,4,91,101,25,31,44.6,3
Mateo Kovačić,hr CRO,Manchester City,MF,31-004,29,23,2049,6,1,5,0,1.7,3.6,52,149,15,0.26,0.04,0.08,0.16,,,,,29.3,0.53,0.15,22.5,1604,92.6,6497,95.1,95.7,64.3,29,189,28,0,149,63,2.77,6,0.26,67,38,63,33,20,0,20,20,1959,51,287,1126,567,16,39,51.3,28.2,1332,3573,52,73,3,19,29,1590,15,23,23,0,0,110,9,8,52.9,3
Mateus Fernandes,pt POR,Southampton,MF,20-304,33,31,2640,2,3,8,0,3.8,2.6,73,131,102,0.07,0.1,0.13,0.09,,,,,35.9,0.48,0.05,18.5,1003,79.9,3950,87.9,85.6,55.3,31,91,21,4,131,71,2.42,6,0.2,86,46,64,31,40,6,34,21,1619,59,345,800,511,46,99,45.5,45.5,836,2981,73,66,8,52,33,1000,102,42,53,4,104,165,13,9,59.1,3
Matheus Nunes,pt POR,Manchester City,"DF,MF",26-256,24,17,1494,1,5,4,0,0.9,4.2,59,69,156,0.06,0.3,0.05,0.25,,,,,42.9,0.18,0.14,18.3,957,86.3,2604,91.3,88.2,64.9,21,45,25,7,69,39,2.35,6,0.36,32,21,34,19,14,3,11,13,1267,39,221,494,560,54,36,44.4,36.1,779,2131,59,31,22,29,13,916,156,28,17,6,39,60,13,16,44.8,3
Mikkel Damsgaard,dk DEN,Brentford,"MF,FW",24-311,35,31,2658,2,10,2,0,2.6,7.8,64,213,121,0.07,0.34,0.09,0.26,,,,,21.9,0.24,0.06,17.5,1011,72.7,6884,85.3,73.3,53.2,59,153,67,17,213,114,3.86,21,0.71,78,43,72,44,36,2,34,26,1713,34,310,785,640,72,93,52.7,35.5,972,2753,64,42,9,54,44,1131,121,18,27,6,130,159,12,25,32.4,3
Milos Kerkez,hu HUN,Bournemouth,DF,21-184,35,35,3077,2,5,4,0,0.5,3.7,96,144,169,0.06,0.15,0.02,0.11,,,,,29.4,0.15,0.12,20.4,1215,75.2,6370,89.4,77.4,37.4,32,80,36,23,144,76,2.22,9,0.26,50,26,37,14,36,11,25,42,1975,105,512,832,654,58,44,45.5,31.8,986,3394,96,67,15,45,19,1073,169,28,45,1,125,156,25,47,34.7,3
Moisés Caicedo,ec ECU,Chelsea,"MF,DF",23-189,35,35,3081,1,2,10,0,0.8,3.0,38,197,33,0.03,0.06,0.02,0.09,,,,,16.7,0.09,0.06,25.1,1827,89.7,8351,92.2,92.4,78.1,29,219,31,2,197,94,2.75,9,0.26,103,64,80,30,45,10,35,49,2394,89,521,1469,430,15,57,42.1,35.1,1323,3008,38,29,2,36,24,1666,33,62,55,0,9,203,33,15,68.8,3
Morgan Gibbs-White,eng ENG,Nott'ham Forest,MF,25-103,31,31,2541,5,7,11,1,4.7,4.5,64,153,118,0.18,0.25,0.17,0.16,,,,,34.0,0.64,0.09,17.0,897,78.0,4266,85.0,81.5,57.3,48,117,37,8,153,104,3.68,17,0.6,40,19,30,15,16,4,12,20,1484,34,175,752,581,86,75,40.0,45.3,829,2410,64,47,12,66,39,1109,118,34,37,7,39,118,39,48,44.8,3
Neco Williams,wls WAL,Nott'ham Forest,DF,24-027,32,25,2324,1,3,7,0,2.3,1.5,60,82,86,0.04,0.12,0.09,0.06,,,,,18.9,0.27,0.03,20.2,751,76.1,4558,90.6,72.3,38.9,16,64,19,8,82,46,1.78,6,0.23,75,45,73,28,40,9,31,25,1393,143,504,506,401,38,44,40.9,40.9,569,1970,60,28,15,29,17,654,86,23,39,1,46,96,36,29,55.4,3
Nélson Semedo,pt POR,Wolves,DF,31-175,31,30,2661,0,4,7,0,0.8,2.7,61,70,109,0.0,0.14,0.03,0.09,,,,,37.5,0.2,0.0,23.4,973,80.1,4410,91.1,82.8,46.6,21,63,25,11,70,52,1.76,6,0.2,58,34,53,23,28,10,18,23,1551,116,446,707,416,24,64,45.3,42.2,790,2320,61,36,9,40,19,882,109,44,28,4,58,121,27,41,39.7,3
Ola Aina,ng NGA,Nott'ham Forest,DF,28-214,32,32,2733,2,1,3,0,0.6,1.1,59,97,56,0.07,0.03,0.02,0.04,,,,,20.0,0.07,0.2,25.9,893,73.3,5721,88.4,73.7,36.4,15,78,20,9,97,58,1.91,3,0.1,54,41,63,28,32,12,20,31,1550,148,568,647,364,21,68,45.6,36.8,675,2524,59,40,10,40,22,737,56,21,34,2,47,173,13,18,41.9,3
Omari Hutchinson,eng ENG,Ipswich Town,"MF,FW",21-192,28,27,2313,3,2,5,0,2.4,2.7,74,71,135,0.12,0.08,0.09,0.11,,,,,43.2,0.62,0.08,21.0,604,78.4,1718,88.4,84.4,53.4,25,44,21,10,71,68,2.65,6,0.23,31,12,45,32,25,1,24,10,1100,14,178,464,480,76,117,39.3,47.9,671,2433,74,35,31,72,56,772,135,29,36,4,60,96,6,24,20.0,3
Pedro Porro,es ESP,Tottenham,DF,25-239,31,26,2463,2,6,4,0,1.5,4.0,63,147,106,0.07,0.22,0.06,0.15,,,,,21.6,0.29,0.05,23.1,1324,73.5,9131,87.5,79.3,44.2,54,120,55,26,147,104,3.8,8,0.29,63,46,73,31,44,17,27,34,2131,124,623,772,749,30,39,33.3,61.5,1132,2677,63,40,5,23,17,1229,106,24,30,1,191,148,11,22,33.3,3
Pervis Estupiñán,ec ECU,Brighton,DF,27-109,28,24,2222,1,1,5,0,1.1,2.1,55,116,107,0.04,0.04,0.04,0.08,,,,,30.4,0.28,0.04,24.5,1245,83.3,5726,93.5,83.3,49.0,24,97,32,18,116,52,2.11,4,0.16,58,39,46,15,16,2,14,34,1766,72,439,878,467,31,30,53.3,43.3,944,2388,55,55,9,31,27,1070,107,33,17,3,114,136,43,26,62.3,3
Rayan Aït-Nouri,dz ALG,Wolves,DF,23-338,34,34,2865,4,7,7,1,2.6,4.7,79,100,158,0.13,0.22,0.08,0.15,,,,,23.5,0.25,0.12,14.9,1309,83.9,5383,93.4,86.7,40.7,36,67,27,9,100,78,2.45,12,0.38,82,52,67,26,40,6,34,24,1944,86,535,827,605,84,116,48.3,39.7,1006,2850,79,54,24,43,44,1181,158,30,39,5,86,133,20,28,41.7,3
Ryan Christie,sct SCO,Bournemouth,MF,30-077,29,27,2117,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,,,,,36.4,0.51,0.06,19.6,837,79.3,4269,88.2,87.9,48.8,41,118,33,5,137,85,3.62,9,0.38,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,48,47.9,45.8,726,1773,34,40,8,44,25,777,44,43,31,1,48,182,20,28,41.7,3
Ryan Gravenberch,nl NED,Liverpool,MF,22-359,34,34,2921,0,4,5,0,1.0,2.9,65,168,54,0.0,0.12,0.03,0.09,,,,,27.8,0.15,0.0,24.7,1595,88.9,5935,92.5,91.7,60.8,25,140,32,1,168,65,2.0,6,0.18,65,34,51,21,34,10,24,57,2176,104,446,1274,485,23,75,48.0,37.3,1286,3408,65,71,9,48,21,1548,54,42,46,0,6,182,26,14,65.0,3
Sandro Tonali,it ITA,Newcastle Utd,MF,25-002,33,25,2360,3,2,5,0,3.7,1.4,33,116,48,0.11,0.08,0.14,0.05,,,,,31.3,0.38,0.09,19.6,1136,83.5,4534,89.8,87.0,61.8,20,91,26,4,116,61,2.32,8,0.3,47,30,44,22,32,10,22,33,1624,63,372,896,382,41,35,54.3,37.1,877,2014,33,34,5,27,23,1126,48,36,44,2,31,163,12,11,52.2,3
Stephy Mavididi,eng ENG,Leicester City,FW,26-344,30,16,1615,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.1,0.15,,,,,26.9,0.39,0.15,16.1,460,75.0,1429,91.1,67.4,41.9,22,32,26,7,57,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5,3
Thomas Partey,gh GHA,Arsenal,"MF,DF",31-331,32,28,2527,4,2,4,0,2.0,1.9,32,171,47,0.14,0.07,0.07,0.07,,,,,30.4,0.25,0.17,19.5,1525,87.3,6528,92.9,88.6,66.4,17,151,33,2,171,58,2.07,13,0.46,80,49,72,28,25,7,18,33,1989,66,418,1098,485,28,33,66.7,27.3,1125,3235,32,37,3,22,16,1416,47,40,28,1,12,123,26,22,54.2,3
