Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Evanilson,br BRA,Bournemouth,FW,25-216,28,25,2058,10,1,1,1,11.6,1.6,28,24,88,0.44,0.04,0.51,0.07,,,,,43.9,1.27,0.15,13.0,215,70.0,580,75.3,73.0,66.7,23,14,3,0,24,56,2.45,8,0.35,16,10,12,4,10,2,8,0,505,23,50,195,263,116,19,31.6,36.8,300,820,28,17,14,31,22,358,88,33,45,17,0,59,39,58,40.2,5
Georginio Rutter,fr FRA,Brighton,"MF,FW",23-020,28,19,1656,5,3,2,0,4.6,2.5,42,67,79,0.27,0.16,0.25,0.14,,,,,24.0,0.65,0.1,15.5,237,66.8,1174,77.0,66.7,62.5,19,30,16,1,67,64,3.47,8,0.43,39,15,36,22,20,3,17,10,641,20,83,246,326,79,71,38.0,47.9,361,1405,42,36,16,45,37,411,79,34,45,7,9,66,25,46,35.2,5
Jamie Vardy,eng ENG,Leicester City,FW,38-119,33,33,2655,8,3,5,0,10.7,2.9,27,20,110,0.27,0.1,0.36,0.1,,,,,42.3,0.75,0.13,12.4,243,66.8,387,74.0,77.7,68.4,18,10,9,1,20,44,1.49,9,0.3,18,13,13,9,8,4,4,5,555,29,57,255,248,105,21,42.9,47.6,264,645,27,11,14,34,12,356,110,22,21,25,11,35,49,51,49.0,5
Jean-Philippe Mateta,fr FRA,Crystal Palace,FW,27-316,34,31,2517,14,2,2,0,12.1,3.1,38,47,114,0.5,0.07,0.43,0.11,,,,,41.0,0.89,0.2,15.7,274,64.9,931,76.3,62.1,31.8,27,32,15,2,47,56,2.0,8,0.29,17,12,16,13,16,3,13,2,695,24,58,333,318,87,43,44.2,46.5,373,916,38,20,8,70,43,511,114,27,26,17,25,64,60,99,37.7,5
Jordan Ayew,gh GHA,Leicester City,"FW,MF",33-241,27,16,1425,5,0,5,0,3.0,1.0,42,37,77,0.32,0.0,0.19,0.06,,,,,28.6,0.51,0.14,18.8,353,72.9,1053,86.5,73.7,38.9,14,22,12,7,37,35,2.21,2,0.13,24,13,19,13,16,0,16,12,708,18,92,356,282,49,59,39.0,50.8,425,1281,42,31,9,52,34,474,77,29,48,6,57,87,33,54,37.9,5
Jørgen Strand Larsen,no NOR,Wolves,FW,25-093,32,29,2463,13,2,4,0,10.0,2.4,16,28,106,0.48,0.07,0.37,0.09,,,,,60.4,1.17,0.25,11.4,272,63.1,657,70.5,63.2,70.0,19,18,4,1,28,40,1.46,5,0.18,9,6,27,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,446,16,13,9,88,32,507,106,46,18,14,6,42,66,96,40.7,5
Kai Havertz,de GER,Arsenal,"FW,MF",25-333,21,21,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,,,,,40.4,1.03,0.17,11.7,401,78.5,1010,84.1,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9,5
Kevin Schade,de GER,Brentford,FW,23-164,35,23,2069,10,2,3,0,7.7,3.4,56,32,146,0.43,0.09,0.33,0.15,,,,,46.0,1.0,0.2,11.6,290,58.2,1252,68.4,60.1,42.9,20,29,9,3,32,50,2.18,9,0.39,35,23,20,8,17,2,15,5,804,37,135,221,463,129,81,35.8,56.8,399,1275,56,26,35,54,34,497,146,20,33,13,36,78,81,65,55.5,5
Liam Delap,eng ENG,Ipswich Town,FW,22-091,34,31,2491,12,2,10,0,9.3,1.9,60,30,105,0.43,0.07,0.34,0.07,,,,,43.8,1.01,0.16,16.0,211,61.2,647,70.7,63.5,39.1,21,16,6,0,30,62,2.24,7,0.25,10,7,14,12,8,0,8,2,659,29,78,277,326,89,84,46.4,42.9,436,1570,60,46,29,99,58,519,105,67,50,13,5,66,53,69,43.4,5
Mikel Merino,es ESP,Arsenal,"MF,FW",28-322,26,15,1418,6,2,2,0,4.4,1.9,9,62,88,0.38,0.13,0.28,0.12,,,,,37.5,0.76,0.19,10.5,422,78.0,1649,86.9,78.7,53.3,15,34,24,4,62,39,2.48,4,0.25,38,22,29,14,18,5,13,14,724,35,130,303,300,72,19,42.1,36.8,357,645,9,12,4,22,22,470,88,36,20,7,12,78,57,52,52.3,5
Nicolas Jackson,sn SEN,Chelsea,FW,23-324,29,27,2185,10,5,7,0,12.3,4.3,46,37,127,0.41,0.21,0.51,0.18,,,,,44.7,1.4,0.13,12.9,300,75.9,876,81.6,77.4,64.3,28,22,10,1,37,68,2.8,10,0.41,22,13,10,5,14,2,12,3,679,19,50,281,357,139,60,30.0,51.7,413,1304,46,25,30,69,41,507,127,33,29,23,3,48,19,36,34.5,5
Ollie Watkins,eng ENG,Aston Villa,FW,29-131,35,28,2333,15,7,2,0,14.7,3.0,52,29,148,0.58,0.27,0.57,0.12,,,,,42.3,1.27,0.17,12.2,284,74.2,594,79.3,81.5,75.0,23,12,12,0,29,51,1.97,11,0.42,9,6,11,8,11,3,8,8,636,18,48,229,368,155,38,23.7,65.8,375,1052,52,21,36,53,46,502,148,27,30,13,7,39,47,62,43.1,5
Paul Onuachu,ng NGA,Southampton,FW,30-347,24,11,1029,4,1,4,0,3.6,0.5,7,13,40,0.35,0.09,0.32,0.04,,,,,44.1,1.31,0.12,10.4,156,60.7,365,62.9,62.7,63.2,8,13,2,0,13,9,0.79,1,0.09,7,2,7,4,7,2,5,1,428,17,43,228,160,66,25,28.0,56.0,208,243,7,5,2,49,33,349,40,28,16,9,0,17,90,56,61.6,5
Rasmus Højlund,dk DEN,Manchester Utd,FW,22-095,29,20,1744,4,0,2,0,3.8,1.3,26,16,83,0.21,0.0,0.2,0.06,,,,,40.0,0.52,0.16,12.8,224,76.7,446,82.9,71.7,80.0,14,12,5,1,16,30,1.55,1,0.05,3,1,4,4,5,0,5,1,447,6,31,223,201,58,29,31.0,62.1,275,625,26,13,16,57,27,352,83,15,26,11,6,30,23,82,21.9,5
Raúl Jiménez,mx MEX,Fulham,FW,34-005,35,27,2224,10,3,4,0,11.2,3.2,32,56,119,0.4,0.12,0.45,0.13,,,,,32.1,1.09,0.08,14.4,423,71.0,1438,81.2,73.1,61.2,20,36,10,3,56,57,2.31,6,0.24,33,23,20,13,19,5,14,10,919,30,107,396,431,154,47,40.4,53.2,509,1000,32,21,17,64,42,677,119,37,37,14,22,74,78,90,46.4,5
Rodrigo Muniz,br BRA,Fulham,FW,24-006,31,8,964,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,,,,,48.7,1.77,0.21,12.0,92,64.8,528,67.6,68.9,84.6,7,13,3,0,27,17,1.59,2,0.19,10,5,4,0,9,2,7,5,311,14,27,161,127,55,18,33.3,50.0,157,187,6,4,3,47,24,237,31,11,31,3,1,14,67,63,51.5,5
Yoane Wissa,cd COD,Brentford,FW,28-249,32,31,2650,18,3,2,0,16.5,1.8,51,57,135,0.61,0.1,0.56,0.06,,,,,46.3,1.26,0.23,13.4,408,76.1,1412,85.1,75.3,57.8,23,41,9,1,57,61,2.07,8,0.27,22,12,27,16,29,8,21,8,850,32,130,348,387,147,45,28.9,51.1,497,1452,51,23,28,70,29,599,135,28,47,14,20,67,29,34,46.0,5
