Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Ricardo Pereira,pt POR,Leicester City,DF,31-216,8,4,342,0,0,1,0,0.1,0.0,3,14,5,0.0,0.0,0.02,0.0,,,,,50.0,0.26,0.0,17.0,178,82.4,821,86.7,83.7,85.7,0,18,0,0,14,3,0.79,0,0.0,11,6,12,6,6,2,4,2,255,14,78,141,37,5,8,62.5,25.0,132,147,3,3,2,2,0,143,5,4,6,0,3,16,4,2,66.7,0
Riccardo Calafiori,it ITA,Arsenal,DF,22-356,17,11,925,2,1,4,0,0.9,0.3,21,54,29,0.19,0.1,0.08,0.03,,,,,60.0,0.58,0.2,14.1,449,85.4,1644,91.6,85.7,67.9,6,40,9,1,54,13,1.26,2,0.19,26,18,29,11,12,6,6,9,628,30,161,249,222,29,13,69.2,23.1,291,839,21,12,3,11,5,377,29,16,6,3,11,30,22,13,62.9,0
Robert Sánchez,es ESP,Chelsea,GK,27-173,29,29,2610,0,0,5,0,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,1.1,76.3,27.6,20.0,,0.0,,,810,71.7,12888,99.5,96.4,38.5,2,25,1,0,1,7,0.24,2,0.07,0,0,1,1,0,0,0,2,1197,883,1186,11,0,0,0,,,805,2517,0,0,0,0,0,751,0,2,4,0,0,41,9,0,100.0,0
Robin Olsen,se SWE,Aston Villa,GK,35-122,3,1,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,55.6,100.0,,,0.0,,,54,71.1,983,100.0,100.0,37.1,0,2,0,0,0,2,1.0,1,0.5,1,0,1,0,0,0,0,0,83,73,82,1,0,0,0,,,44,109,0,0,0,0,0,41,0,0,0,0,0,2,0,0,,0
Roméo Lavia,be BEL,Chelsea,MF,21-124,13,10,684,0,1,4,0,0.2,0.7,3,24,7,0.0,0.13,0.02,0.1,,,,,0.0,0.0,0.0,16.0,325,91.3,1477,90.7,95.1,81.8,7,42,3,0,24,13,1.71,2,0.26,21,13,19,10,6,0,6,14,416,15,96,266,60,1,13,61.5,38.5,248,481,3,8,0,1,7,298,7,13,5,0,0,35,10,2,83.3,0
Ross Stewart,sct SCO,Southampton,FW,28-303,9,3,286,0,0,1,0,0.3,0.0,1,1,6,0.0,0.0,0.08,0.0,,,,,0.0,0.0,0.0,11.6,49,73.1,66,77.4,81.5,0.0,0,1,1,0,1,2,0.63,0,0.0,3,2,6,4,3,0,3,0,96,7,21,36,39,6,2,50.0,50.0,49,63,1,0,1,5,7,72,6,7,5,1,0,2,8,15,34.8,0
Ryan Fraser,sct SCO,Southampton,"FW,DF",31-075,8,4,306,0,0,0,1,0.0,0.1,10,8,18,0.0,0.0,0.01,0.03,,,,,100.0,0.29,0.0,31.6,77,74.8,208,93.5,70.0,30.0,2,3,1,0,8,5,1.47,0,0.0,6,2,6,2,1,1,0,1,131,12,45,50,37,3,3,66.7,33.3,74,252,10,5,2,4,2,94,18,1,4,1,12,10,2,3,40.0,0
Sam Johnstone,eng ENG,Wolves,GK,32-046,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.43,61.5,0.0,0.0,,0.0,,,184,66.2,4270,96.9,97.6,45.0,1,6,0,0,0,2,0.29,0,0.0,0,0,1,1,0,0,0,0,306,229,304,2,0,0,0,,,196,756,0,0,0,0,0,179,0,0,0,0,0,9,4,0,100.0,0
Sean Longstaff,eng ENG,Newcastle Utd,MF,27-192,24,8,797,0,0,2,0,0.6,0.2,4,40,22,0.0,0.0,0.07,0.02,,,,,16.7,0.11,0.0,13.5,294,84.5,1171,87.0,92.5,68.2,4,26,1,0,40,14,1.58,2,0.23,27,16,27,9,17,5,12,7,433,23,122,193,121,21,7,28.6,57.1,248,429,4,10,2,9,7,308,22,9,6,0,5,31,7,7,50.0,0
Sergio Reguilón,es ESP,Tottenham,DF,28-145,3,0,123,0,0,2,0,0.1,0.0,4,12,10,0.0,0.0,0.05,0.02,,,,,0.0,0.0,0.0,5.4,73,69.5,410,75.0,76.6,33.3,1,11,2,1,12,1,0.73,0,0.0,4,3,3,1,4,0,4,2,121,2,28,61,33,3,4,50.0,0.0,64,180,4,2,1,1,1,74,10,2,5,0,10,9,5,2,71.4,0
Stefan Ortega,de GER,Manchester City,GK,32-185,13,12,1100,0,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.47,68.0,25.0,0.0,,0.0,,,373,81.3,5597,97.1,96.9,51.3,0,6,0,0,0,0,0.0,0,0.0,0,0,1,1,0,0,0,0,492,383,489,3,0,0,0,,,323,864,0,0,0,0,0,309,0,1,2,0,0,8,2,0,100.0,0
Sven Botman,nl NED,Newcastle Utd,DF,25-118,5,3,233,0,0,1,0,0.0,0.0,0,3,0,0.0,0.0,0.01,0.0,,,,,0.0,0.0,0.0,11.7,119,88.1,812,85.1,98.1,70.0,0,9,0,0,3,0,0.0,0,0.0,6,4,3,1,2,1,1,4,168,24,70,93,6,5,3,33.3,33.3,85,178,0,1,0,1,1,107,0,4,2,0,0,8,11,6,64.7,0
Séamus Coleman,ie IRL,Everton,DF,36-211,3,2,197,0,0,1,0,0.6,0.0,1,8,2,0.0,0.0,0.26,0.0,,,,,100.0,0.46,0.0,10.5,57,72.2,504,93.1,77.4,37.5,0,6,0,0,8,2,0.91,1,0.46,2,1,3,1,5,3,2,1,100,11,39,43,19,2,5,80.0,20.0,43,109,1,1,0,1,1,51,2,0,1,0,3,7,1,1,50.0,0
Thiago,br BRA,Brentford,FW,23-318,5,1,142,0,0,0,0,0.1,0.1,3,2,4,0.0,0.0,0.06,0.04,,,,,0.0,0.0,0.0,14.7,31,70.5,59,69.6,76.9,75.0,2,1,1,0,2,2,1.27,0,0.0,3,2,1,1,2,0,2,2,64,6,12,26,27,3,4,75.0,25.0,35,42,3,2,1,5,1,39,4,3,3,1,1,10,6,4,60.0,0
Tim Iroegbunam,eng ENG,Everton,MF,21-314,17,5,567,0,1,4,0,0.2,0.2,8,14,9,0.0,0.16,0.04,0.03,,,,,0.0,0.0,0.0,22.5,110,71.9,589,72.5,84.0,68.4,3,10,1,0,14,10,1.59,1,0.16,28,13,23,9,17,4,13,15,260,21,82,124,60,12,20,40.0,40.0,122,360,8,10,2,10,18,110,9,15,12,0,1,48,11,4,73.3,0
Toby Collyer,eng ENG,Manchester Utd,MF,21-127,6,0,179,0,0,0,0,0.2,0.3,0,5,2,0.0,0.0,0.09,0.13,,,,,0.0,0.0,0.0,6.2,76,82.6,121,86.0,86.5,75.0,2,3,1,0,5,5,2.5,0,0.0,12,9,6,1,2,1,1,2,129,9,46,59,25,3,2,50.0,50.0,68,56,0,0,0,11,1,71,2,2,4,0,0,17,3,1,75.0,0
Tommy Doyle,eng ENG,Wolves,MF,23-205,24,3,488,0,1,1,0,0.6,0.5,6,40,4,0.0,0.18,0.1,0.09,,,,,22.2,0.37,0.0,24.5,321,81.9,2010,94.1,89.0,65.6,7,44,3,0,40,17,3.13,3,0.55,11,6,15,9,11,5,6,5,463,22,128,258,80,4,9,55.6,11.1,260,578,6,3,0,9,4,303,4,5,5,0,15,43,1,6,14.3,0
Tosin Adarabioyo,eng ENG,Chelsea,DF,27-228,20,13,1229,1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,,,,,16.7,0.15,0.08,12.5,988,91.4,6479,95.7,94.9,61.1,1,53,1,0,37,12,0.88,1,0.07,14,10,12,4,9,7,2,10,1198,160,570,603,26,13,5,80.0,0.0,713,1690,5,2,0,3,0,916,1,8,6,1,0,34,36,26,58.1,0
Trevoh Chalobah,eng ENG,Crystal Palace,DF,25-309,12,12,1060,3,0,1,0,1.2,0.4,11,34,6,0.25,0.0,0.1,0.03,,,,,36.4,0.34,0.27,15.1,349,79.0,2195,88.7,85.2,51.2,4,27,2,1,34,11,0.93,0,0.0,20,16,23,11,19,9,10,19,594,66,275,276,51,14,10,60.0,20.0,278,661,11,9,1,4,7,317,6,10,15,1,7,56,22,19,53.7,0
Trevoh Chalobah,eng ENG,Chelsea,DF,25-309,12,10,836,0,1,2,0,0.7,1.2,4,37,2,0.0,0.11,0.08,0.13,,,,,33.3,0.22,0.0,10.8,568,89.7,3124,94.8,95.2,53.0,3,40,3,0,37,12,1.29,3,0.32,10,6,7,1,5,2,3,9,725,68,310,366,54,11,4,25.0,25.0,395,728,4,4,1,3,2,539,2,8,7,0,3,26,23,11,67.6,0
Tyler Fredricson,eng ENG,Manchester Utd,DF,20-076,2,2,165,0,0,0,0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,,,,,,0.0,,,110,90.2,434,94.0,91.5,88.9,0,8,0,0,8,3,1.63,0,0.0,5,3,2,1,2,0,2,1,141,11,64,68,9,1,1,100.0,0.0,86,114,2,1,0,2,0,95,0,0,2,0,0,12,7,5,58.3,0
Tyrell Malacia,nl NED,Manchester Utd,DF,25-266,3,2,100,0,0,1,0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.03,,,,,,0.0,,,49,89.1,260,93.9,92.9,100.0,1,7,1,0,3,2,1.8,0,0.0,2,1,2,1,0,0,0,1,62,2,20,27,15,0,1,100.0,0.0,37,118,3,2,0,1,2,43,6,3,2,0,1,3,0,0,,0
Tyrone Mings,eng ENG,Aston Villa,DF,32-058,13,11,1051,0,0,1,0,0.8,0.2,6,39,0,0.0,0.0,0.07,0.02,,,,,11.1,0.09,0.0,11.8,581,88.6,3319,92.7,94.3,54.0,3,47,5,0,39,17,1.45,2,0.17,6,5,2,0,13,11,2,7,767,139,388,340,43,15,2,100.0,0.0,472,1333,6,12,0,3,1,523,0,3,9,0,1,33,26,21,55.3,0
Victor Lindelöf,se SWE,Manchester Utd,DF,30-297,13,4,485,0,0,1,0,0.0,0.1,1,10,1,0.0,0.0,0.0,0.01,,,,,,0.0,,,205,93.2,881,92.3,96.5,66.7,3,7,2,1,10,4,0.75,0,0.0,5,1,3,1,4,2,2,7,276,41,161,106,9,3,0,,,148,282,1,1,0,1,0,181,1,7,1,0,1,12,10,13,43.5,0
Vladimír Coufal,cz CZE,West Ham,DF,32-261,19,9,876,0,0,4,0,0.2,0.6,15,33,25,0.0,0.0,0.02,0.06,,,,,25.0,0.1,0.0,16.7,370,77.6,2289,89.1,80.1,41.9,6,35,12,7,33,13,1.34,1,0.1,17,11,18,11,13,11,2,8,589,56,226,248,118,10,7,28.6,28.6,232,633,15,5,2,10,6,318,25,20,14,0,21,29,18,12,60.0,0
Wataru Endo,jp JPN,Liverpool,MF,32-090,18,1,237,0,0,0,0,0.0,0.1,0,14,5,0.0,0.0,0.0,0.02,,,,,,0.0,,,148,93.1,527,93.8,95.1,100.0,2,14,1,0,14,6,2.26,0,0.0,11,8,10,4,7,1,6,3,196,7,49,110,38,3,2,100.0,0.0,88,84,0,0,1,6,3,138,5,14,6,0,0,12,2,3,40.0,0
Welington,br BRA,Southampton,"DF,MF",24-080,7,3,215,0,0,1,0,0.0,0.0,3,6,10,0.0,0.0,0.02,0.01,,,,,0.0,0.0,0.0,31.3,69,77.5,318,82.9,78.0,75.0,2,5,5,4,6,6,2.51,1,0.42,13,5,12,5,3,1,2,3,131,11,46,48,40,2,4,75.0,0.0,47,116,3,3,1,6,0,55,10,3,5,0,10,10,0,2,0.0,0
Wesley Fofana,fr FRA,Chelsea,DF,24-144,14,14,1172,0,0,7,0,0.4,0.4,19,32,4,0.0,0.0,0.03,0.03,,,,,0.0,0.0,0.0,10.6,724,90.2,3415,93.9,92.5,61.9,6,54,1,0,32,15,1.15,0,0.0,13,12,14,8,14,9,5,14,933,81,370,523,55,10,15,53.3,20.0,557,1614,19,12,1,16,5,665,4,24,16,0,1,54,27,12,69.2,0
William Smallbone,ie IRL,Southampton,MF,25-078,15,6,646,1,0,1,0,0.4,0.6,5,25,23,0.14,0.0,0.06,0.09,,,,,16.7,0.14,0.17,19.3,257,77.6,1158,87.1,85.0,38.8,9,11,3,2,25,15,2.09,0,0.0,18,11,21,14,8,0,8,2,401,15,76,198,131,14,6,66.7,33.3,182,391,5,9,1,11,5,243,23,11,3,0,34,23,4,2,66.7,0
Willian,br BRA,Fulham,"FW,MF",36-274,9,2,241,0,0,0,0,0.3,0.5,9,38,31,0.0,0.0,0.1,0.17,,,,,0.0,0.0,0.0,22.1,163,85.8,811,94.2,86.1,73.7,5,18,10,2,38,15,5.6,0,0.0,3,1,5,4,0,0,0,1,211,1,17,76,122,6,6,16.7,50.0,138,460,9,9,2,3,1,168,31,1,0,0,13,14,1,2,33.3,0
Willy Boly,ci CIV,Nott'ham Forest,DF,34-096,6,1,150,0,0,1,0,0.1,0.0,0,2,0,0.0,0.0,0.04,0.0,,,,,100.0,0.6,0.0,10.2,55,78.6,477,90.9,93.8,26.7,0,3,0,0,2,0,0.0,0,0.0,6,1,4,0,4,2,2,3,97,22,63,32,2,1,0,,,35,45,0,0,0,1,0,46,0,1,0,0,0,5,6,2,75.0,0
Woyo Coulibaly,fr FRA,Leicester City,DF,25-355,4,1,109,0,0,1,0,0.0,0.0,4,3,2,0.0,0.0,0.04,0.0,,,,,50.0,0.83,0.0,19.4,48,84.2,314,82.4,84.2,100.0,0,3,0,0,3,0,0.0,0,0.0,6,4,2,0,3,1,2,5,76,8,27,31,20,4,1,0.0,100.0,48,169,4,2,1,4,0,36,2,2,1,0,0,14,0,3,0.0,0
Yerson Mosquera,co COL,Wolves,DF,24-008,5,5,441,0,0,2,0,0.3,0.1,0,7,0,0.0,0.0,0.07,0.02,,,,,0.0,0.0,0.0,12.4,205,85.4,1184,90.4,93.5,62.9,2,16,1,1,7,5,1.02,0,0.0,11,7,14,5,13,10,3,10,294,43,170,115,12,7,0,,,168,322,0,1,0,4,1,182,0,6,7,1,2,24,11,6,64.7,0
Łukasz Fabiański,pl POL,West Ham,GK,40-022,13,12,1070,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.68,74.6,16.7,0.0,,0.0,,,304,67.0,6129,100.0,99.3,41.3,0,4,0,0,0,3,0.25,0,0.0,0,0,1,1,0,0,0,0,488,382,483,5,0,0,2,100.0,0.0,258,845,0,0,0,0,0,227,0,2,1,0,0,5,2,1,66.7,0
