Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
David Brooks,wls WAL,Bournemouth,"FW,MF",27-306,26,8,832,2,0,3,0,2.2,1.7,25,27,75,0.22,0.0,0.24,0.18,,,,,45.5,1.08,0.09,16.8,245,74.2,1131,84.8,76.2,51.4,16,15,15,5,27,35,3.79,2,0.22,11,4,14,13,16,2,14,5,451,13,54,164,241,32,31,25.8,64.5,278,812,25,22,8,27,11,306,75,8,15,0,44,44,7,10,41.2,4
Donyell Malen,nl NED,Aston Villa,FW,26-121,12,2,293,3,0,0,0,2.2,0.1,11,5,25,0.92,0.0,0.66,0.02,,,,,60.0,2.76,0.2,15.2,48,69.6,124,83.3,72.2,50.0,2,2,1,0,5,5,1.53,0,0.0,7,4,4,3,1,0,1,0,120,2,8,32,86,23,10,30.0,50.0,71,312,11,6,7,8,6,79,25,1,4,2,7,8,4,4,50.0,4
Dwight McNeil,eng ENG,Everton,"MF,FW",25-169,18,14,1262,4,4,1,0,1.1,3.8,35,63,74,0.29,0.29,0.08,0.27,,,,,40.0,0.71,0.16,21.9,420,73.7,2568,86.7,81.8,52.3,33,38,33,10,63,63,4.49,7,0.5,11,6,19,11,7,0,7,5,688,4,67,298,339,24,40,52.5,45.0,406,1041,35,30,5,24,29,468,74,6,14,1,97,71,3,15,16.7,4
Eddie Nketiah,eng ENG,Crystal Palace,"FW,MF",25-345,26,8,895,1,1,6,1,4.5,1.6,38,17,68,0.1,0.1,0.45,0.16,,,,,31.6,1.21,0.03,14.2,166,74.4,511,79.5,80.9,70.6,12,11,4,0,17,27,2.71,2,0.2,13,6,12,6,10,1,9,2,368,10,40,155,180,61,19,52.6,31.6,217,815,38,22,13,30,16,264,68,26,24,4,5,22,18,32,36.0,4
Emi Buendía,ar ARG,Aston Villa,"MF,FW",28-136,12,0,98,0,0,1,0,0.7,0.0,3,7,6,0.0,0.0,0.6,0.02,,,,,0.0,0.0,0.0,19.1,49,81.7,166,91.7,85.7,20.0,1,4,1,0,7,3,2.76,0,0.0,6,6,5,5,5,1,4,0,82,0,17,35,31,3,2,0.0,100.0,53,119,3,5,0,4,3,64,6,4,6,0,0,8,0,2,0.0,4
Enes Ünal,tr TUR,Bournemouth,"FW,MF",28-000,17,2,345,2,1,2,0,2.7,0.4,4,12,22,0.52,0.26,0.72,0.1,,,,,35.0,1.83,0.1,14.6,63,63.6,192,76.9,60.7,0.0,4,4,4,0,12,9,2.35,3,0.78,1,0,3,3,1,0,1,0,172,6,14,63,95,26,12,8.3,83.3,91,95,4,3,1,17,13,133,22,6,9,1,4,16,24,22,52.2,4
Ethan Nwaneri,eng ENG,Arsenal,"FW,MF",18-050,25,10,821,4,2,1,0,1.1,1.0,44,30,102,0.44,0.22,0.12,0.11,,,,,36.4,0.88,0.18,18.2,307,80.2,1147,91.9,76.9,51.4,12,16,13,6,30,22,2.41,3,0.33,11,7,18,11,8,2,6,2,496,3,43,160,298,40,55,58.2,30.9,334,1243,44,23,16,21,17,362,102,8,5,6,51,33,4,7,36.4,4
Evan Ferguson,ie IRL,West Ham,FW,20-203,8,1,156,0,0,0,0,0.6,0.3,1,1,7,0.0,0.0,0.32,0.17,,,,,20.0,0.58,0.0,17.2,28,75.7,21,80.8,71.4,50.0,2,1,0,0,1,4,2.31,0,0.0,3,1,0,0,2,1,1,1,66,1,6,30,31,10,5,60.0,40.0,31,41,1,1,1,8,5,42,7,1,2,0,0,8,5,10,33.3,4
Evan Ferguson,ie IRL,Brighton,FW,20-203,13,2,246,1,0,0,0,0.5,0.4,2,1,9,0.37,0.0,0.2,0.15,,,,,28.6,0.73,0.14,19.2,43,74.1,44,86.1,72.7,25.0,3,1,0,0,1,4,1.47,0,0.0,4,3,5,3,3,1,2,0,88,7,13,50,26,9,2,50.0,50.0,42,56,2,1,2,5,6,52,9,3,1,0,0,10,4,9,30.8,4
Fabio Carvalho,pt POR,Brentford,"FW,MF",22-253,19,3,455,2,1,1,0,2.5,0.7,9,17,23,0.4,0.2,0.49,0.13,,,,,41.7,0.99,0.17,14.7,126,70.8,442,83.0,71.1,38.9,4,11,5,1,17,10,1.97,1,0.2,13,9,13,7,6,1,5,3,247,4,44,91,113,22,14,14.3,71.4,137,356,9,3,0,13,8,145,23,5,10,1,10,30,2,6,25.0,4
Gabriel Jesus,br BRA,Arsenal,FW,28-037,17,6,608,3,0,4,0,3.0,0.7,15,19,57,0.44,0.0,0.44,0.1,,,,,35.0,1.04,0.15,11.1,156,76.8,378,80.5,87.2,66.7,8,10,9,1,19,18,2.66,4,0.59,10,6,9,5,10,1,9,4,299,9,28,108,165,48,22,40.9,45.5,179,432,15,6,11,13,13,217,57,14,10,9,7,28,9,18,33.3,4
George Hirst,sct SCO,Ipswich Town,FW,26-084,23,3,493,3,1,2,0,1.6,0.3,9,13,29,0.55,0.18,0.28,0.06,,,,,50.0,0.91,0.3,11.1,58,55.8,188,66.7,50.0,50.0,4,1,4,0,13,8,1.45,3,0.54,3,3,3,2,1,1,0,2,162,11,23,54,87,23,5,40.0,40.0,89,199,9,2,6,21,13,138,29,12,10,2,3,8,30,20,60.0,4
Gonçalo Guedes,pt POR,Wolves,"MF,FW",28-162,26,7,783,2,4,1,0,2.2,1.1,32,31,60,0.23,0.46,0.26,0.13,,,,,36.8,0.8,0.11,20.0,192,72.7,816,83.8,76.0,44.8,11,13,17,5,31,23,2.64,8,0.92,14,4,15,12,9,0,9,5,375,4,43,165,180,28,20,25.0,55.0,230,904,32,21,5,33,14,255,60,14,15,3,17,34,3,11,21.4,4
Harrison Reed,eng ENG,Fulham,MF,30-103,12,0,109,0,0,2,0,0.2,0.1,1,4,7,0.0,0.0,0.21,0.07,,,,,66.7,1.65,0.0,21.7,39,70.9,138,87.5,76.5,40.0,1,1,1,0,4,1,0.89,0,0.0,6,3,3,2,1,0,1,1,78,2,11,28,40,5,2,0.0,50.0,31,27,1,1,0,2,2,38,7,6,2,0,6,10,1,2,33.3,4
Harry Wilson,wls WAL,Fulham,"FW,MF",28-049,22,10,1003,5,1,2,0,3.7,1.1,17,48,83,0.45,0.09,0.33,0.1,,,,,34.4,0.99,0.16,17.3,297,73.9,1248,85.4,78.5,42.9,19,25,13,1,48,37,3.32,3,0.27,14,9,15,6,13,1,12,5,516,9,67,185,273,48,24,37.5,41.7,299,693,17,18,8,14,5,342,83,10,20,1,38,50,4,18,18.2,4
Harvey Elliott,eng ENG,Liverpool,"MF,FW",22-036,15,1,267,0,1,1,0,0.8,0.9,8,29,25,0.0,0.34,0.28,0.29,,,,,15.4,0.67,0.0,18.0,181,81.5,724,91.6,81.1,68.0,6,18,4,0,29,15,5.06,2,0.67,4,3,5,4,5,1,4,1,257,2,21,115,122,18,6,50.0,50.0,147,301,8,9,5,4,4,193,25,0,0,1,10,10,1,2,33.3,4
Hwang Hee-chan,kr KOR,Wolves,"MF,FW",29-104,20,5,651,2,0,0,0,0.8,0.1,15,12,41,0.28,0.0,0.11,0.02,,,,,60.0,0.41,0.4,17.4,159,81.5,395,87.0,85.1,80.0,3,7,4,2,12,9,1.24,1,0.14,6,4,6,4,9,0,9,2,262,9,41,99,124,24,14,14.3,85.7,151,426,15,5,7,14,10,174,41,6,8,0,8,27,3,9,25.0,4
Ian Maatsen,nl NED,Aston Villa,DF,23-061,26,8,957,1,2,2,0,0.8,2.7,27,40,91,0.09,0.19,0.07,0.25,,,,,29.4,0.47,0.06,22.3,530,81.8,2218,88.4,86.5,54.3,18,20,15,3,40,49,4.6,7,0.66,27,15,22,6,11,0,11,15,797,47,216,294,297,41,23,47.8,52.2,429,1037,27,15,11,20,21,486,91,9,9,3,48,61,8,6,57.1,4
Jack Clarke,eng ENG,Ipswich Town,"FW,MF",24-168,29,11,1056,0,4,2,0,1.0,2.0,32,35,47,0.0,0.34,0.08,0.17,,,,,14.3,0.17,0.0,19.4,266,76.4,1093,86.8,86.0,48.3,23,25,6,0,35,40,3.41,5,0.43,28,17,32,16,6,0,6,7,486,22,115,198,187,32,42,52.4,33.3,272,1015,32,18,9,20,18,293,47,15,21,3,13,67,7,14,33.3,4
Jack Grealish,eng ENG,Manchester City,"FW,MF",29-242,19,7,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,,,,,33.3,0.62,0.07,16.3,381,87.6,986,93.2,87.8,69.2,24,23,16,0,52,47,5.87,2,0.25,9,5,5,3,12,2,10,2,519,14,40,162,324,71,29,44.8,31.0,375,1714,69,23,46,10,16,422,118,5,25,0,20,26,1,7,12.5,4
Jack Hinshelwood,eng ENG,Brighton,"DF,MF",20-029,23,21,1744,2,2,5,0,1.5,1.3,18,63,47,0.1,0.1,0.08,0.07,,,,,42.9,0.31,0.14,14.3,828,83.4,2952,91.4,84.1,52.9,15,33,9,2,63,33,1.7,3,0.15,26,18,27,16,8,3,5,15,1137,50,316,528,299,27,11,18.2,72.7,565,1142,18,20,2,16,3,714,47,16,7,0,26,58,19,15,55.9,4
Jaden Philogene Bidace,eng ENG,Ipswich Town,"FW,DF",23-091,10,5,474,2,0,1,0,2.0,0.2,13,10,36,0.38,0.0,0.37,0.05,,,,,41.7,0.95,0.17,16.4,95,72.5,414,84.4,73.2,50.0,5,7,4,3,10,9,1.71,0,0.0,14,7,15,7,11,1,10,10,220,10,53,68,101,18,18,27.8,61.1,127,305,13,3,5,11,10,133,36,8,10,1,13,23,5,3,62.5,4
James Garner,eng ENG,Everton,"MF,DF",24-058,18,14,1324,0,1,3,0,0.3,1.3,12,46,22,0.0,0.07,0.02,0.09,,,,,28.6,0.14,0.0,24.1,504,75.0,2757,85.2,83.5,46.5,12,50,6,3,46,33,2.24,5,0.34,41,27,35,16,15,3,12,17,819,36,196,417,213,9,16,37.5,62.5,399,684,12,15,1,12,7,451,22,18,14,0,52,64,10,8,55.6,4
James Mcatee,eng ENG,Manchester City,"MF,FW",22-204,14,2,304,3,0,1,0,2.8,0.3,7,6,26,0.89,0.0,0.83,0.1,,,,,33.3,1.18,0.25,14.3,86,78.9,226,85.5,88.1,33.3,2,7,2,0,6,3,0.89,1,0.3,4,2,7,6,8,0,8,2,151,2,17,60,75,20,7,28.6,71.4,83,189,7,5,1,5,1,108,26,5,3,0,5,8,2,3,40.0,4
Jeffrey Schlupp,gh GHA,Crystal Palace,"MF,DF",32-138,12,0,103,0,0,0,0,0.2,0.2,4,5,9,0.0,0.0,0.14,0.14,,,,,50.0,1.75,0.0,17.7,39,78.0,144,84.2,78.3,50.0,3,4,2,0,5,7,6.06,0,0.0,2,0,3,3,6,0,6,0,79,2,9,31,41,6,1,100.0,0.0,30,67,4,1,1,7,0,41,9,1,0,0,4,6,3,4,42.9,4
Jesper Lindstrøm,dk DEN,Everton,FW,25-070,25,15,1239,0,1,2,0,2.1,2.0,30,25,81,0.0,0.07,0.15,0.15,,,,,35.7,0.73,0.0,21.0,297,69.4,1335,86.2,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,15,10,1,71,70,6,12,33.3,4
Joe Willock,eng ENG,Newcastle Utd,"MF,FW",25-263,30,11,1026,0,2,3,0,1.6,1.9,36,38,82,0.0,0.18,0.14,0.17,,,,,17.6,0.26,0.0,15.4,281,82.4,852,88.6,87.0,45.5,21,25,8,0,38,44,3.86,4,0.35,28,16,29,11,24,6,18,6,503,12,73,214,227,51,34,35.3,47.1,302,984,36,27,14,35,23,347,82,22,13,3,16,40,5,14,26.3,4
Joshua Zirkzee,nl NED,Manchester Utd,"FW,MF",23-353,32,14,1402,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.1,,,,,39.3,0.71,0.11,13.1,292,71.2,901,78.1,74.4,50.0,12,26,6,0,44,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,523,14,21,4,41,30,418,69,9,13,3,4,57,21,54,28.0,4
Jota Silva,pt POR,Nott'ham Forest,"FW,MF",25-282,28,5,844,3,1,5,0,2.0,2.9,20,18,58,0.32,0.11,0.22,0.31,,,,,31.8,0.75,0.14,14.5,115,60.5,467,77.4,60.3,35.3,14,4,9,3,18,29,3.09,3,0.32,25,13,25,20,9,1,8,12,347,19,82,98,178,45,33,30.3,42.4,172,610,20,12,8,24,12,198,58,24,23,8,21,42,21,27,43.8,4
João Félix,pt POR,Chelsea,"FW,MF",25-181,12,3,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,,,,,25.0,1.22,0.05,15.9,171,85.9,663,90.5,91.2,66.7,6,22,8,0,26,18,4.38,3,0.73,8,3,9,4,2,0,2,3,272,2,26,128,125,30,31,32.3,45.2,193,712,21,13,5,6,4,218,30,6,17,1,0,22,4,5,44.4,4
Julio Enciso,py PAR,Ipswich Town,"FW,MF",21-107,11,10,709,2,3,3,0,1.5,1.2,16,22,33,0.25,0.38,0.19,0.16,,,,,38.5,1.27,0.08,22.7,148,70.8,712,78.0,75.3,50.0,10,13,7,1,22,23,2.92,4,0.51,11,8,9,5,3,0,3,1,330,4,46,168,128,16,49,46.9,42.9,164,591,16,18,6,17,27,212,33,8,16,0,15,39,7,16,30.4,4
Julio Enciso,py PAR,Brighton,"MF,FW",21-107,12,2,294,0,0,0,0,1.0,0.2,11,14,17,0.0,0.0,0.31,0.07,,,,,55.0,3.37,0.0,21.3,99,66.0,392,81.3,72.5,22.7,5,13,4,1,14,12,3.69,0,0.0,0,0,2,2,2,0,2,0,202,2,17,72,116,20,21,47.6,38.1,114,386,11,10,4,7,9,141,17,3,7,0,20,15,6,5,54.5,4
Justin Devenny,nir NIR,Crystal Palace,MF,21-211,20,4,429,1,0,1,0,0.7,0.4,4,16,12,0.21,0.0,0.14,0.09,,,,,50.0,0.84,0.13,21.2,120,70.6,518,80.5,69.0,38.1,6,15,4,1,16,11,2.3,0,0.0,14,9,14,7,3,0,3,0,232,7,42,115,80,7,4,50.0,50.0,109,274,4,5,1,16,2,140,12,7,0,1,17,21,2,13,13.3,4
Jáder Durán,co COL,Aston Villa,FW,21-148,20,4,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.0,0.69,0.03,,,,,48.4,2.12,0.23,15.6,115,70.6,307,81.0,68.0,45.5,4,10,1,0,13,18,2.54,1,0.14,8,7,4,3,5,0,5,0,263,13,36,110,122,47,14,21.4,64.3,133,267,7,7,2,16,15,192,44,14,15,5,3,19,19,19,50.0,4
Kamaldeen Sulemana,gh GHA,Southampton,"FW,MF",23-084,23,14,1178,1,1,2,0,1.4,1.0,57,26,76,0.08,0.08,0.1,0.08,,,,,30.8,0.61,0.04,18.8,253,79.8,572,89.4,82.4,44.4,10,6,13,7,26,28,2.14,3,0.23,16,14,13,5,9,0,9,6,509,13,65,190,272,50,92,35.9,55.4,331,1409,57,34,23,37,22,358,76,19,10,2,25,52,9,21,30.0,4
Kasey McAteer,ie IRL,Leicester City,"FW,MF",23-169,15,6,612,0,1,2,0,0.7,0.6,16,11,52,0.0,0.15,0.1,0.09,,,,,44.4,0.59,0.0,16.5,143,71.5,473,84.7,73.2,45.5,8,8,6,2,11,18,2.65,2,0.29,14,11,21,12,13,1,12,3,288,17,54,112,128,21,16,12.5,62.5,174,473,16,9,8,14,10,193,52,15,14,2,16,33,10,16,38.5,4
Kiernan Dewsbury-Hall,eng ENG,Chelsea,"MF,FW",26-246,12,2,259,0,1,0,0,0.2,1.1,5,14,11,0.0,0.35,0.08,0.37,,,,,0.0,0.0,0.0,7.8,127,83.6,319,91.5,83.9,50.0,3,12,3,0,14,5,1.73,1,0.35,8,5,6,2,2,0,2,1,181,4,28,95,58,6,4,50.0,50.0,93,221,5,1,0,1,3,137,11,4,6,0,2,9,0,1,0.0,4
Kostas Tsimikas,gr GRE,Liverpool,DF,28-363,17,8,747,0,1,2,0,0.4,2.1,16,71,42,0.0,0.12,0.05,0.26,,,,,50.0,0.24,0.0,16.1,507,83.8,2827,94.6,88.1,50.0,16,41,11,4,71,28,3.37,2,0.24,29,18,20,7,5,2,3,10,689,29,169,307,218,12,11,36.4,45.5,342,746,16,6,2,5,4,438,42,9,6,1,61,27,5,6,45.5,4
Leon Bailey,jm JAM,Aston Villa,"FW,MF",27-274,23,14,1138,1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,,,,,21.4,0.47,0.04,17.3,273,70.7,1048,81.4,81.1,47.4,16,16,20,2,35,38,3.01,4,0.32,6,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,1334,57,22,33,35,25,386,121,12,18,3,34,59,6,9,40.0,4
