Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Luis Sinisterra,co COL,Bournemouth,"FW,MF",25-327,12,1,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,,,,,46.2,2.29,0.08,14.8,73,78.5,200,91.7,68.8,100.0,9,6,2,2,6,14,5.29,1,0.38,7,2,4,4,3,0,3,1,155,7,18,41,96,23,20,40.0,50.0,95,393,19,6,10,6,3,102,38,4,2,1,7,17,3,7,30.0,4
Mads Roerslev,dk DEN,Brentford,DF,25-320,19,11,1101,0,2,2,0,0.2,3.0,17,51,54,0.0,0.16,0.02,0.24,,,,,40.0,0.16,0.0,20.8,422,78.7,2249,88.0,79.9,55.1,14,37,11,4,51,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,17,13,0,9,6,407,54,6,10,0,31,39,10,14,41.7,4
Marco Asensio,es ESP,Aston Villa,"MF,FW",29-109,10,6,540,3,1,1,0,4.2,0.8,16,34,26,0.5,0.17,0.7,0.14,,,,,47.1,1.33,0.18,18.9,185,80.4,774,90.7,84.4,29.4,13,15,8,2,34,27,4.5,3,0.5,7,5,9,6,2,0,2,1,287,4,26,119,147,24,14,50.0,35.7,177,500,16,18,4,6,8,200,26,8,7,2,23,22,0,1,0.0,4
Marcus Rashford,eng ENG,Manchester Utd,"FW,MF",27-191,15,12,978,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,,,,,56.3,0.83,0.25,16.4,253,73.8,868,83.6,65.9,50.0,15,13,16,8,21,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,728,20,19,12,14,6,341,79,8,7,7,27,24,5,7,41.7,4
Marcus Rashford,eng ENG,Aston Villa,FW,27-191,10,4,444,2,2,0,0,3.1,2.3,22,13,42,0.41,0.41,0.62,0.46,,,,,27.8,1.01,0.06,19.4,117,71.3,447,87.0,76.6,36.0,13,2,9,2,13,27,5.49,3,0.61,10,7,6,2,2,0,2,1,227,2,14,58,159,30,22,40.9,59.1,127,471,22,10,15,8,1,149,42,1,3,1,28,14,1,8,11.1,4
Marshall Munetsi,zw ZIM,Wolves,"MF,FW",28-322,11,10,878,1,1,0,0,3.0,1.5,7,8,26,0.1,0.1,0.31,0.15,,,,,33.3,0.51,0.07,14.8,125,72.7,323,79.6,75.0,33.3,7,4,2,1,8,16,1.64,1,0.1,21,10,20,8,12,1,11,6,302,17,50,161,94,24,10,20.0,70.0,119,159,7,3,3,28,12,150,26,15,10,3,6,31,24,18,57.1,4
Mason Mount,eng ENG,Manchester Utd,"MF,FW",26-120,14,5,430,1,0,3,0,2.3,0.2,11,21,23,0.21,0.0,0.48,0.04,,,,,38.5,1.05,0.08,15.7,142,80.2,444,85.6,80.8,54.5,5,11,4,1,21,15,3.14,0,0.0,10,4,10,2,8,1,7,3,233,6,31,119,86,20,5,0.0,80.0,149,328,11,9,2,9,9,172,23,14,7,0,9,15,4,6,40.0,4
Mathias Jensen,dk DEN,Brentford,MF,29-129,21,8,816,0,2,2,0,0.2,1.6,6,56,26,0.0,0.22,0.03,0.18,,,,,16.7,0.11,0.0,23.1,342,75.5,2265,87.9,78.9,55.0,15,39,18,2,56,38,4.19,5,0.55,13,9,15,8,13,4,9,8,531,25,120,223,191,9,15,60.0,26.7,278,543,6,8,0,8,6,326,26,7,10,0,31,45,8,5,61.5,4
Mathys Tel,fr FRA,Tottenham,FW,20-013,10,8,649,2,1,1,0,2.3,1.4,18,16,57,0.28,0.14,0.32,0.19,,,,,35.0,0.97,0.05,16.2,148,70.8,550,83.3,70.4,62.1,10,9,12,4,16,20,2.78,1,0.14,8,3,9,7,6,0,6,0,315,2,33,117,173,32,38,23.7,63.2,208,597,18,18,7,19,11,221,57,8,8,0,29,29,4,3,57.1,4
Mats Wieffer,nl NED,Brighton,"MF,DF",25-175,22,7,745,1,3,5,0,0.7,1.5,13,52,18,0.12,0.36,0.09,0.18,,,,,50.0,0.48,0.13,12.9,469,85.6,2052,90.5,88.4,72.1,13,46,6,1,52,26,3.14,4,0.48,37,22,31,12,13,1,12,13,668,34,157,358,162,14,13,46.2,46.2,393,824,13,15,1,14,8,427,18,20,6,1,7,57,25,19,56.8,4
Matt O'Riley,dk DEN,Brighton,MF,24-170,18,10,847,1,1,1,0,2.0,1.7,19,34,47,0.11,0.11,0.21,0.18,,,,,30.0,0.64,0.05,16.8,285,77.9,1222,90.1,80.3,50.0,17,28,7,0,34,35,3.72,4,0.43,15,9,12,8,7,3,4,13,468,17,68,212,190,40,12,58.3,33.3,243,493,19,11,7,16,3,275,47,13,12,1,43,24,5,7,41.7,4
Michael Kayode,it ITA,Brentford,DF,20-304,9,3,291,0,1,1,0,0.1,1.0,8,5,16,0.0,0.31,0.02,0.3,,,,,0.0,0.0,0.0,18.5,95,73.6,587,84.0,75.4,43.8,4,5,1,1,5,10,3.09,3,0.93,13,8,7,0,0,0,0,4,171,15,66,53,55,10,12,58.3,33.3,72,269,8,4,3,8,2,70,16,5,2,0,7,22,2,1,66.7,4
Michail Antonio,jm JAM,West Ham,FW,35-043,14,11,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,,,,,21.1,0.43,0.05,12.6,114,60.6,424,72.2,59.7,71.0,9,11,6,2,18,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,29,13,9,35,19,221,59,12,7,4,25,22,17,22,43.6,4
Miguel Almirón,py PAR,Newcastle Utd,FW,31-089,9,1,157,0,0,0,0,0.5,0.3,3,6,18,0.0,0.0,0.3,0.15,,,,,33.3,1.15,0.0,14.2,54,81.8,219,92.9,81.3,33.3,3,3,1,0,6,8,4.59,0,0.0,3,2,3,1,2,0,2,0,81,1,10,35,36,9,2,50.0,50.0,54,93,3,3,2,0,2,59,18,1,3,2,0,4,0,2,0.0,4
Mikey Moore,eng ENG,Tottenham,FW,17-272,8,2,208,0,1,0,0,0.2,0.3,9,7,31,0.0,0.43,0.09,0.15,,,,,0.0,0.0,0.0,19.5,52,70.3,186,96.9,62.5,16.7,3,1,5,1,7,10,4.33,2,0.87,0,0,1,1,1,0,1,1,105,1,11,27,68,12,12,8.3,75.0,76,263,9,3,4,6,5,79,31,3,5,3,14,8,1,4,20.0,4
Mykhailo Mudryk,ua UKR,Chelsea,FW,24-125,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.0,0.0,0.15,0.58,,,,,100.0,0.6,0.0,11.6,28,66.7,165,70.8,66.7,50.0,2,2,2,1,5,6,3.6,0,0.0,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,7,8,0,3,7,42,12,2,2,1,7,9,2,4,33.3,4
Nathan Broadhead,wls WAL,Ipswich Town,"MF,FW",27-035,16,6,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.0,0.22,0.1,,,,,60.0,0.89,0.1,15.4,149,76.0,415,87.5,79.7,25.0,6,10,4,0,12,19,2.83,2,0.3,7,3,9,6,6,1,5,4,276,7,38,139,109,19,32,50.0,43.8,152,502,17,14,4,18,11,191,27,4,13,2,9,30,1,9,10.0,4
Niclas Füllkrug,de GER,West Ham,FW,32-090,15,5,668,3,2,2,0,2.0,1.9,6,11,25,0.4,0.27,0.27,0.25,,,,,35.7,0.67,0.21,10.2,102,65.4,252,75.9,58.7,44.4,13,10,4,0,11,19,2.56,2,0.27,2,2,3,1,1,0,1,0,217,14,19,111,88,35,5,20.0,60.0,87,172,6,3,2,14,5,159,25,17,5,9,1,12,31,45,40.8,4
Nico O’Reilly,eng ENG,Manchester City,DF,20-050,8,6,513,2,0,0,0,1.3,0.4,16,17,25,0.35,0.0,0.23,0.06,,,,,37.5,0.53,0.25,15.4,304,86.9,780,92.5,81.3,50.0,4,28,1,1,17,12,2.11,2,0.35,9,4,8,4,5,1,4,4,416,14,70,221,130,18,15,60.0,40.0,246,574,16,14,0,14,12,296,25,6,4,1,8,29,5,7,41.7,4
Odsonne Édouard,fr FRA,Crystal Palace,"MF,FW",27-114,2,1,115,0,0,0,0,0.4,0.0,2,4,7,0.0,0.0,0.31,0.04,,,,,20.0,0.78,0.0,20.9,17,60.7,46,68.8,57.1,100.0,1,2,0,0,4,1,0.78,0,0.0,1,0,2,2,1,0,1,0,45,1,4,23,18,8,1,0.0,100.0,23,50,2,1,2,4,1,26,7,4,0,2,1,5,1,4,20.0,4
Omar Marmoush,eg EGY,Manchester City,"FW,MF",26-092,13,12,998,6,0,0,0,4.8,1.7,21,29,68,0.54,0.0,0.43,0.15,,,,,42.1,1.44,0.16,18.0,203,78.1,722,83.6,79.7,50.0,13,8,24,4,29,33,2.98,1,0.09,11,6,15,8,15,1,14,5,416,3,29,121,271,56,39,41.0,46.2,262,760,21,15,11,37,15,295,68,13,17,9,25,32,5,8,38.5,4
Pablo Sarabia,es ESP,Wolves,"MF,FW",32-364,21,6,716,3,2,3,0,2.9,1.6,12,51,52,0.38,0.25,0.36,0.2,,,,,47.1,1.01,0.18,18.9,260,70.1,1692,86.8,77.8,49.3,13,36,17,2,51,25,3.14,4,0.5,15,8,14,5,10,0,10,4,465,4,53,227,188,23,13,46.2,38.5,272,615,12,14,0,16,12,321,52,14,15,5,40,29,4,12,25.0,4
Patson Daka,zm ZAM,Leicester City,"FW,MF",26-213,21,5,653,1,0,0,0,1.3,0.1,10,8,34,0.14,0.0,0.17,0.01,,,,,26.7,0.55,0.07,14.8,101,71.6,254,80.3,72.1,100.0,1,6,1,0,8,10,1.38,1,0.14,17,9,17,10,7,1,6,1,239,9,41,109,94,28,15,13.3,66.7,134,309,10,7,5,19,10,158,34,12,17,3,3,18,10,27,27.0,4
Philip Billing,dk DEN,Bournemouth,MF,28-333,10,1,184,0,0,1,0,0.6,1.1,3,15,13,0.0,0.0,0.28,0.54,,,,,20.0,0.49,0.0,17.9,70,68.6,400,84.3,70.4,26.7,9,9,7,2,15,16,7.83,0,0.0,14,5,4,1,3,0,3,5,148,5,20,72,57,12,3,33.3,0.0,58,163,3,1,1,7,4,75,13,3,2,0,10,14,6,4,60.0,4
Raheem Sterling,eng ENG,Arsenal,"FW,MF",30-153,16,6,437,0,2,1,0,1.3,0.5,25,17,73,0.0,0.41,0.27,0.1,,,,,0.0,0.0,0.0,15.0,141,77.0,352,86.9,74.5,66.7,8,4,9,2,17,18,3.71,3,0.62,8,4,8,4,3,0,3,1,247,2,8,52,190,37,25,36.0,36.0,178,690,25,9,15,11,14,188,73,12,4,4,14,14,1,3,25.0,4
Ramón Sosa,py PAR,Nott'ham Forest,"FW,MF",25-252,19,1,295,1,0,1,0,1.0,0.5,12,6,17,0.31,0.0,0.31,0.15,,,,,45.5,1.53,0.09,18.6,66,68.0,283,70.2,68.6,71.4,8,2,5,3,6,14,4.23,0,0.0,5,3,5,4,9,0,9,4,154,6,36,48,77,15,13,61.5,38.5,75,333,12,7,5,6,5,81,17,6,8,3,8,25,4,7,36.4,4
Reiss Nelson,eng ENG,Fulham,FW,25-151,11,5,487,1,1,1,0,1.1,1.0,45,35,63,0.18,0.18,0.2,0.18,,,,,50.0,1.11,0.08,15.4,232,86.6,761,92.5,84.6,63.2,13,7,15,3,35,31,5.73,1,0.18,8,6,13,8,11,0,11,5,347,5,30,110,212,35,35,37.1,37.1,259,960,45,25,21,14,8,274,63,6,9,1,23,29,0,4,0.0,4
Richarlison,br BRA,Tottenham,FW,28-000,13,4,475,4,1,2,0,3.7,0.9,8,11,22,0.76,0.19,0.7,0.17,,,,,41.2,1.33,0.24,9.1,60,63.2,280,73.2,58.1,66.7,4,8,4,2,11,8,1.51,1,0.19,4,3,2,2,1,1,0,0,161,8,19,81,62,29,15,6.7,86.7,87,164,8,8,3,9,8,118,22,6,13,3,7,10,9,22,29.0,4
Rodrigo Gomes,pt POR,Wolves,"DF,FW",21-307,22,6,672,2,0,0,0,0.6,0.9,22,25,65,0.27,0.0,0.08,0.12,,,,,50.0,0.4,0.33,17.3,171,67.1,888,78.4,70.5,26.1,12,10,12,4,25,21,2.82,0,0.0,21,13,19,9,8,1,7,5,348,23,85,118,152,26,14,35.7,42.9,178,750,22,17,7,17,7,203,65,3,5,0,19,24,6,15,28.6,4
Ross Barkley,eng ENG,Aston Villa,MF,31-156,18,3,571,3,1,3,0,1.7,0.6,15,33,10,0.47,0.16,0.27,0.1,,,,,33.3,0.79,0.2,14.0,326,86.0,1191,88.5,91.4,68.4,9,29,6,0,33,18,2.84,3,0.47,14,3,14,5,9,3,6,10,446,16,70,265,117,18,11,72.7,27.3,263,657,15,14,2,7,8,314,10,8,3,0,1,41,6,4,60.0,4
Ryan Sessegnon,eng ENG,Fulham,"FW,DF",24-357,13,6,470,4,2,1,0,1.6,1.0,14,14,51,0.77,0.38,0.3,0.18,,,,,53.8,1.34,0.31,12.6,124,76.5,455,86.3,71.1,60.0,10,7,3,1,14,17,3.25,3,0.57,21,11,15,9,11,0,11,3,260,10,58,83,124,38,17,29.4,58.8,129,434,14,11,9,14,6,149,51,16,4,1,13,25,8,10,44.4,4
Sammie Szmodics,ie IRL,Ipswich Town,"FW,MF",29-228,19,13,979,4,0,2,0,3.4,0.2,16,18,46,0.37,0.0,0.31,0.02,,,,,57.1,1.1,0.19,14.0,144,74.2,702,87.0,84.4,51.7,4,10,4,1,18,9,0.83,0,0.0,15,9,23,17,10,2,8,6,309,17,80,119,116,33,12,33.3,50.0,174,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3,4
Simon Adingra,ci CIV,Brighton,"FW,MF",23-129,26,10,956,2,1,0,0,2.2,1.8,37,14,119,0.19,0.09,0.21,0.17,,,,,28.0,0.66,0.08,16.2,255,76.1,710,87.0,74.0,55.6,13,5,12,5,14,39,3.68,7,0.66,23,14,22,12,12,0,12,8,488,8,63,158,272,64,48,43.8,56.3,324,1042,37,17,20,35,11,341,119,11,3,2,35,41,6,3,66.7,4
Solly March,eng ENG,Brighton,"FW,MF",30-294,8,1,168,0,0,2,0,0.1,0.3,5,2,20,0.0,0.0,0.05,0.15,,,,,0.0,0.0,0.0,22.5,60,63.2,222,87.5,57.1,38.9,3,2,4,4,2,7,3.77,2,1.08,6,3,8,3,3,0,3,2,118,3,12,33,73,7,4,25.0,75.0,57,167,5,2,3,3,1,67,20,2,2,3,20,7,1,2,33.3,4
Taiwo Awoniyi,ng NGA,Nott'ham Forest,FW,27-271,25,3,408,1,0,0,0,2.1,0.1,6,7,20,0.22,0.0,0.47,0.02,,,,,40.0,0.88,0.1,12.6,61,64.2,157,72.4,56.0,20.0,2,5,2,0,7,9,1.98,1,0.22,6,3,5,1,1,0,1,0,166,5,16,78,73,21,9,44.4,55.6,89,183,6,5,2,19,19,112,20,8,10,1,2,18,13,38,25.5,4
Tariq Lamptey,gh GHA,Brighton,DF,24-222,14,9,802,2,2,0,0,0.4,0.8,28,12,43,0.22,0.22,0.04,0.09,,,,,33.3,0.22,0.33,18.5,318,81.5,1230,93.0,79.6,48.6,5,11,5,4,12,16,1.79,3,0.34,14,10,22,15,14,7,7,6,502,27,151,211,143,11,28,32.1,57.1,272,918,28,13,3,9,4,281,43,13,10,0,25,36,1,13,7.1,4
Timo Werner,de GER,Tottenham,"FW,MF",29-065,18,4,516,0,3,0,0,1.0,2.5,42,30,89,0.0,0.52,0.17,0.44,,,,,37.5,0.52,0.0,18.2,158,66.9,597,82.5,70.9,38.9,10,3,15,2,30,18,3.13,3,0.52,6,4,13,10,10,1,9,1,298,8,24,78,203,33,19,52.6,42.1,215,1062,42,24,18,14,6,227,89,3,5,5,28,18,0,1,0.0,4
Tom Cairney,sct SCO,Fulham,MF,34-110,22,2,494,1,0,3,1,0.2,1.0,14,47,29,0.18,0.0,0.04,0.17,,,,,40.0,0.36,0.2,23.3,482,90.4,1648,93.4,93.3,74.4,10,46,7,3,47,28,5.08,3,0.54,11,5,7,3,5,1,4,4,576,6,83,305,196,12,12,33.3,33.3,385,884,14,15,4,5,4,468,29,8,17,0,17,44,4,8,33.3,4
Tyrique George,eng ENG,Chelsea,FW,19-095,7,0,103,1,1,1,0,0.2,0.7,9,2,18,0.87,0.87,0.17,0.63,,,,,33.3,0.87,0.33,15.0,38,82.6,72,91.3,82.4,0.0,5,0,1,0,2,6,5.24,1,0.87,2,0,3,1,0,0,0,1,56,1,10,14,33,8,4,75.0,25.0,38,208,9,1,5,1,0,44,18,2,0,1,3,3,0,3,0.0,4
Wes Burns,wls WAL,Ipswich Town,"FW,DF",30-168,18,12,926,0,1,1,0,0.5,1.6,38,8,65,0.0,0.1,0.05,0.16,,,,,14.3,0.1,0.0,18.3,153,60.5,597,80.4,65.4,38.9,10,8,8,7,8,16,1.55,1,0.1,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,37.5,58.3,216,696,38,13,10,17,13,220,65,4,11,0,46,50,8,21,27.6,4
William Osula,dk DEN,Newcastle Utd,FW,21-279,12,0,104,1,0,0,0,0.1,0.1,2,2,12,0.87,0.0,0.1,0.08,,,,,33.3,0.87,0.33,14.5,11,61.1,33,61.5,50.0,,1,0,1,0,2,2,1.73,0,0.0,1,0,2,2,0,0,0,4,41,1,2,17,22,4,6,50.0,50.0,25,55,2,1,0,5,5,27,12,2,1,1,1,2,4,1,80.0,4
Wilson Odobert,fr FRA,Tottenham,FW,20-163,13,7,629,1,0,0,0,1.2,0.9,40,21,56,0.14,0.0,0.17,0.13,,,,,27.3,0.43,0.09,16.8,173,77.2,459,91.6,71.4,60.0,5,8,10,3,21,14,2.01,1,0.14,9,3,11,5,4,0,4,3,306,5,32,109,168,32,29,41.4,48.3,221,1028,40,21,17,16,14,229,56,1,3,1,21,29,3,6,33.3,4
Yukinari Sugawara,jp JPN,Southampton,"DF,MF",24-316,29,15,1467,1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,,,,,38.5,0.31,0.08,19.2,689,79.9,3323,88.2,82.9,47.9,17,43,21,9,68,39,2.39,1,0.06,29,16,30,12,17,7,10,10,1023,61,306,395,327,29,20,45.0,50.0,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7,4
Álex Moreno,es ESP,Nott'ham Forest,"DF,MF",31-336,15,11,955,0,1,2,0,0.2,1.3,26,34,34,0.0,0.09,0.02,0.12,,,,,0.0,0.0,0.0,23.7,308,72.0,1911,87.6,64.2,35.0,8,25,9,2,34,16,1.51,2,0.19,25,18,39,24,11,5,6,15,559,60,210,202,158,8,21,38.1,38.1,229,864,26,16,4,13,6,258,34,12,6,0,19,50,3,11,21.4,4
