Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Matt Doherty,ie IRL,Wolves,DF,33-114,28,23,1965,2,1,6,0,1.0,1.5,29,76,40,0.09,0.05,0.05,0.07,,,,,30.0,0.14,0.2,11.4,1003,82.6,6158,90.4,86.5,61.7,11,88,14,1,76,24,1.1,3,0.14,37,20,24,8,26,15,11,21,1433,123,566,705,179,25,20,55.0,30.0,754,2050,29,19,4,11,5,909,40,18,11,2,18,99,48,19,71.6,1
Matthijs de Ligt,nl NED,Manchester Utd,DF,25-271,29,25,2123,2,0,3,0,2.5,0.3,7,55,6,0.08,0.0,0.1,0.01,,,,,50.0,0.38,0.11,7.9,1241,89.9,5955,94.2,94.4,49.1,6,63,2,1,55,14,0.59,1,0.04,30,22,32,9,29,21,8,33,1608,184,828,731,56,29,4,50.0,50.0,1078,2225,7,3,0,5,3,1158,6,16,12,2,6,68,58,29,66.7,1
Matty Cash,pl POL,Aston Villa,DF,27-276,24,21,1800,1,1,6,0,0.3,1.1,46,39,75,0.05,0.05,0.02,0.05,,,,,40.0,0.2,0.1,19.0,642,79.2,2984,90.2,80.0,52.3,10,37,9,5,39,22,1.1,2,0.1,47,27,34,10,18,7,11,21,1012,73,365,401,257,37,36,41.7,44.4,507,1618,46,34,4,17,9,575,75,25,16,1,33,64,17,19,47.2,1
Max Kilman,eng ENG,West Ham,DF,27-352,35,35,3078,0,1,4,0,1.4,1.2,29,107,6,0.0,0.03,0.04,0.03,,,,,16.7,0.06,0.0,8.8,1548,86.6,10020,91.8,92.7,58.0,16,102,4,0,107,29,0.85,3,0.09,33,20,25,4,55,37,18,38,2176,434,1208,879,105,31,20,70.0,10.0,1151,2956,29,13,2,16,3,1441,6,21,13,2,3,138,105,50,67.7,1
Maxence Lacroix,fr FRA,Crystal Palace,DF,25-034,32,32,2846,1,1,5,0,3.1,0.8,8,61,7,0.03,0.03,0.1,0.02,,,,,17.2,0.16,0.03,11.1,1125,81.5,9099,85.2,90.6,54.3,6,67,3,1,61,26,0.82,4,0.13,67,40,47,15,43,18,25,52,1805,331,1095,637,80,42,14,57.1,28.6,962,2079,8,4,0,21,4,1062,7,33,18,1,6,123,57,46,55.3,1
Murillo,br BRA,Nott'ham Forest,DF,22-310,34,34,3008,2,0,5,0,1.4,1.1,20,103,5,0.06,0.0,0.04,0.03,,,,,25.0,0.18,0.08,22.2,1056,78.2,9838,90.0,87.8,48.9,12,124,13,1,103,40,1.2,2,0.06,53,36,46,19,67,44,23,32,1792,400,921,789,96,21,33,78.8,21.2,760,2286,20,24,1,18,10,912,5,25,4,0,12,134,43,21,67.2,1
Nathan Collins,ie IRL,Brentford,DF,24-010,35,35,3150,2,3,5,0,2.5,1.8,28,117,18,0.06,0.09,0.07,0.05,,,,,35.3,0.17,0.12,10.7,1572,85.7,9975,87.8,92.5,59.3,10,102,7,2,117,30,0.86,8,0.23,37,22,34,12,71,51,20,32,2257,360,1179,924,164,66,12,50.0,41.7,1176,3769,28,12,0,19,8,1365,18,24,28,6,7,149,112,60,65.1,1
Nicolás Domínguez,ar ARG,Nott'ham Forest,"MF,FW",26-316,31,20,1734,0,1,9,0,1.4,1.3,13,68,27,0.0,0.05,0.07,0.07,,,,,38.9,0.36,0.0,19.0,725,87.0,3013,91.5,90.1,58.3,13,73,9,1,68,32,1.66,0,0.0,76,40,66,36,34,11,23,27,1071,72,274,555,252,26,8,37.5,37.5,400,805,13,11,2,18,10,585,27,31,16,1,5,102,21,20,51.2,1
Nikola Milenković,rs SRB,Nott'ham Forest,DF,27-210,34,34,3060,4,2,4,0,3.6,1.0,3,49,6,0.12,0.06,0.1,0.03,,,,,26.9,0.21,0.15,12.1,748,81.2,5564,86.8,87.6,60.8,8,48,2,0,49,18,0.53,3,0.09,43,26,27,6,40,24,16,25,1268,242,700,490,82,59,1,100.0,0.0,486,963,3,3,2,2,2,638,6,18,4,1,0,75,96,37,72.2,1
Noussair Mazraoui,ma MAR,Manchester Utd,DF,27-177,34,31,2639,0,1,2,0,0.7,1.3,37,102,51,0.0,0.03,0.02,0.05,,,,,23.1,0.1,0.0,20.6,1409,85.5,7518,91.3,89.1,54.3,18,118,18,5,102,50,1.71,1,0.03,102,60,85,34,33,8,25,34,1976,158,779,903,318,27,47,55.3,36.2,1086,2680,37,29,3,23,16,1190,51,37,22,3,20,141,47,28,62.7,1
Pape Matar Sarr,sn SEN,Tottenham,MF,22-238,33,19,1726,3,2,6,0,3.3,1.6,32,85,50,0.16,0.1,0.17,0.08,,,,,40.6,0.68,0.09,21.8,856,86.8,3030,90.7,90.0,73.3,15,85,11,2,85,42,2.19,6,0.31,44,32,23,12,23,9,14,26,1189,38,249,669,291,26,28,39.3,50.0,745,1843,32,35,5,27,21,838,50,31,34,2,14,108,28,40,41.2,1
Pau Torres,es ESP,Aston Villa,DF,28-114,21,21,1819,0,0,1,0,0.5,0.1,33,77,4,0.0,0.0,0.03,0.0,,,,,25.0,0.1,0.0,11.7,1079,88.7,7175,94.9,93.4,53.1,2,96,7,0,77,12,0.59,2,0.1,20,14,15,6,14,10,4,9,1349,218,654,622,79,16,17,88.2,11.8,839,3596,33,20,0,4,4,963,4,8,7,0,1,54,16,26,38.1,1
Rico Lewis,eng ENG,Manchester City,"DF,MF",20-170,27,20,1818,1,2,5,1,1.4,0.3,36,104,68,0.05,0.1,0.07,0.02,,,,,20.0,0.1,0.1,15.8,1143,92.0,3126,94.8,94.2,68.3,7,92,14,0,104,31,1.54,3,0.15,29,19,21,8,28,7,21,13,1404,51,286,707,427,42,21,42.9,52.4,816,2034,36,38,8,19,19,1005,68,11,33,0,3,94,5,13,27.8,1
Rodrigo Bentancur,uy URU,Tottenham,MF,27-319,23,19,1518,2,0,7,0,1.3,0.4,26,99,34,0.12,0.0,0.08,0.03,,,,,22.7,0.3,0.09,17.4,916,88.1,3593,91.1,92.7,75.4,10,107,12,2,99,45,2.67,3,0.18,38,20,39,20,24,8,16,36,1252,70,299,747,215,24,18,44.4,44.4,739,1446,26,23,5,18,19,826,34,31,10,1,4,111,35,27,56.5,1
Ryan Manning,ie IRL,Southampton,"DF,MF",28-330,23,18,1459,0,1,2,0,0.3,3.2,14,35,74,0.0,0.06,0.02,0.2,,,,,12.5,0.06,0.0,22.0,619,77.2,3336,92.2,80.9,44.4,34,33,12,8,35,50,3.08,3,0.18,28,17,26,12,20,11,9,17,965,70,258,396,321,22,36,30.6,44.4,482,977,14,13,4,17,5,572,74,19,32,0,84,65,15,5,75.0,1
Ryan Yates,eng ENG,Nott'ham Forest,MF,27-170,32,18,1874,2,1,10,0,2.3,1.1,17,48,14,0.1,0.05,0.11,0.05,,,,,28.1,0.43,0.06,19.3,592,81.7,1885,87.7,85.8,56.6,17,46,4,0,48,36,1.73,3,0.14,41,21,37,20,35,9,26,26,1001,77,266,488,257,40,18,50.0,27.8,408,888,17,18,1,23,18,526,14,52,49,6,5,95,44,30,59.5,1
Rúben Dias,pt POR,Manchester City,DF,27-361,24,22,2001,0,0,4,0,1.4,0.3,35,122,6,0.0,0.0,0.06,0.01,,,,,27.8,0.22,0.0,19.2,1943,93.6,10768,97.0,96.3,66.9,5,189,5,0,122,22,0.99,1,0.04,16,10,11,4,17,14,3,18,2230,195,749,1231,255,22,3,66.7,33.3,1592,5295,35,54,1,7,1,1815,6,12,8,0,3,68,30,31,49.2,1
Sam Morsy,eg EGY,Ipswich Town,MF,33-242,30,28,2486,1,1,10,0,0.3,0.8,16,104,9,0.04,0.04,0.01,0.03,,,,,22.2,0.07,0.11,26.3,1103,86.2,4831,93.2,91.3,57.4,18,132,13,2,104,40,1.45,2,0.07,62,36,57,31,32,13,19,28,1498,88,447,855,210,4,21,57.1,33.3,761,1783,16,20,2,15,10,999,9,45,24,0,12,138,17,23,42.5,1
Sander Berge,no NOR,Fulham,MF,27-085,28,24,2091,0,0,5,0,0.2,0.6,27,116,8,0.0,0.0,0.01,0.03,,,,,0.0,0.0,0.0,7.6,1017,91.4,4321,91.7,94.6,83.5,17,105,4,0,116,41,1.76,2,0.09,48,28,37,12,26,8,18,20,1291,76,354,737,206,13,20,55.0,30.0,754,1856,27,22,2,12,15,836,8,29,8,0,3,118,27,20,57.4,1
Santiago Bueno,uy URU,Wolves,DF,26-182,28,18,1683,0,0,2,0,0.4,0.0,1,28,1,0.0,0.0,0.02,0.0,,,,,50.0,0.16,0.0,14.0,741,88.0,4177,92.5,93.9,56.0,0,24,2,0,28,12,0.64,4,0.21,40,21,22,5,35,20,15,15,1023,169,520,485,21,6,4,0.0,100.0,555,1430,1,2,0,2,2,660,1,26,5,0,0,43,35,31,53.0,1
Saša Lukić,rs SRB,Fulham,MF,28-270,28,26,2169,0,2,12,0,1.2,2.6,37,92,29,0.0,0.08,0.05,0.11,,,,,11.8,0.08,0.0,20.1,1027,87.7,4245,91.9,92.0,70.3,23,97,15,6,92,50,2.08,3,0.12,66,37,53,32,19,7,12,26,1394,50,303,797,307,18,17,47.1,29.4,775,2083,37,39,4,22,8,897,29,62,26,0,55,107,18,24,42.9,1
Sepp van den Berg,nl NED,Brentford,DF,23-141,28,26,2316,0,0,2,0,1.7,0.5,10,72,27,0.0,0.0,0.07,0.02,,,,,31.3,0.19,0.0,10.6,958,84.7,5265,87.7,89.1,62.5,5,57,3,1,72,21,0.82,2,0.08,37,22,27,9,50,36,14,20,1430,252,728,547,159,42,7,57.1,42.9,636,1663,10,9,1,14,7,806,27,20,5,1,7,87,84,66,56.0,1
Taylor Harwood-Bellis,eng ENG,Southampton,DF,23-100,32,30,2654,1,0,9,0,1.8,1.0,29,119,9,0.03,0.0,0.06,0.03,,,,,40.0,0.27,0.05,10.6,1807,87.9,12003,92.9,91.8,64.4,14,171,10,1,119,37,1.25,2,0.07,27,19,34,15,60,38,22,30,2349,313,1089,1092,178,40,3,100.0,0.0,1361,3731,29,27,0,15,5,1704,9,34,14,0,10,120,56,42,57.1,1
Timothy Castagne,be BEL,Fulham,DF,29-156,24,17,1649,0,1,1,0,0.4,1.2,17,62,67,0.0,0.05,0.02,0.07,,,,,37.5,0.16,0.0,14.0,780,81.8,3910,89.8,85.9,49.3,9,51,5,3,62,25,1.36,3,0.16,46,29,45,19,15,6,9,22,1164,92,449,462,259,32,12,41.7,41.7,547,1044,17,15,2,15,5,665,67,15,6,1,37,57,34,35,49.3,1
Tomáš Souček,cz CZE,West Ham,MF,30-072,32,27,2330,8,1,8,0,6.0,1.0,6,70,65,0.31,0.04,0.23,0.04,,,,,26.9,0.54,0.15,12.0,656,73.7,3011,79.7,76.3,68.9,14,59,8,1,70,43,1.66,3,0.12,42,19,39,17,35,17,18,18,1168,110,315,577,280,97,11,54.5,45.5,449,470,6,10,3,17,13,696,65,44,24,4,13,57,95,68,58.3,1
Toti Gomes,pt POR,Wolves,DF,26-114,28,27,2344,0,1,6,0,0.7,0.9,21,67,15,0.0,0.04,0.03,0.04,,,,,28.6,0.08,0.0,11.6,1272,85.1,7394,91.3,92.4,49.3,9,72,5,3,67,20,0.77,1,0.04,53,38,37,7,28,17,11,23,1772,207,847,851,95,15,28,67.9,25.0,1028,2641,21,18,0,16,13,1202,15,23,14,4,13,100,48,24,66.7,1
Tyler Adams,us USA,Bournemouth,MF,26-085,25,18,1710,0,3,7,0,1.6,1.0,12,65,9,0.0,0.16,0.08,0.05,,,,,25.0,0.11,0.0,16.1,757,83.6,2893,88.7,88.0,54.7,16,57,2,1,65,37,1.95,4,0.21,75,46,66,31,33,10,23,32,1151,53,308,661,194,17,16,18.8,56.3,554,1183,12,17,1,27,12,630,9,41,19,0,3,100,29,17,63.0,1
Victor Bernth Kristiansen,dk DEN,Leicester City,DF,22-145,28,28,2380,0,1,1,0,0.3,1.4,39,69,75,0.0,0.04,0.01,0.05,,,,,0.0,0.0,0.0,17.7,1007,77.6,5793,89.6,80.1,41.4,18,74,23,18,69,41,1.55,3,0.11,85,50,87,40,37,14,23,40,1581,113,564,711,319,15,17,47.1,47.1,800,1806,39,25,5,13,12,872,75,17,17,3,96,97,19,42,31.1,1
Virgil van Dijk,nl NED,Liverpool,DF,33-306,35,35,3150,3,1,4,0,2.2,0.7,18,180,6,0.09,0.03,0.06,0.02,,,,,29.6,0.23,0.11,13.1,2543,91.6,18087,96.1,95.5,67.2,12,269,6,0,180,47,1.34,4,0.11,35,17,20,9,25,14,11,54,3125,425,1257,1719,159,48,5,60.0,40.0,1746,4531,18,22,3,9,5,2153,6,16,12,0,1,110,111,46,70.7,1
Vitaly Janelt,de GER,Brentford,MF,27-000,32,27,2254,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,,,,,28.6,0.16,0.07,17.7,872,82.5,4279,90.6,85.4,55.9,14,78,23,7,80,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,652,1278,17,18,3,16,10,814,38,24,15,1,30,107,19,11,63.3,1
Wilfred Ndidi,ng NGA,Leicester City,MF,28-145,26,26,2147,0,4,8,0,2.0,1.8,17,65,75,0.0,0.17,0.09,0.08,,,,,36.4,0.34,0.0,13.9,775,80.3,2829,87.0,82.1,54.5,15,62,10,3,65,27,1.13,3,0.13,81,50,54,27,47,19,28,26,1298,113,430,634,246,60,32,40.6,53.1,628,1029,17,23,2,34,33,772,75,39,17,3,30,121,55,55,50.0,1
Will Hughes,eng ENG,Crystal Palace,MF,30-023,30,21,1899,0,3,11,0,1.0,2.7,19,83,24,0.0,0.14,0.05,0.13,,,,,5.0,0.05,0.0,22.5,672,75.8,3723,88.8,82.5,35.8,29,69,14,3,83,61,2.89,6,0.28,61,33,59,32,30,14,16,19,1096,42,259,562,287,15,14,28.6,42.9,478,1132,19,22,1,20,24,606,24,60,30,0,68,110,17,17,50.0,1
William Saliba,fr FRA,Arsenal,DF,24-047,33,33,2904,2,0,2,1,2.3,0.9,16,134,6,0.06,0.0,0.07,0.03,,,,,33.3,0.06,0.33,5.4,2320,94.2,12025,95.7,96.0,79.9,7,175,6,0,134,26,0.81,1,0.03,60,36,27,6,24,15,9,21,2717,178,1072,1519,141,18,19,63.2,31.6,1675,4013,16,17,1,18,7,2056,6,28,17,1,3,146,58,35,62.4,1
Wout Faes,be BEL,Leicester City,DF,27-037,31,27,2545,1,0,4,0,1.4,0.1,12,80,1,0.04,0.0,0.05,0.0,,,,,9.1,0.04,0.09,10.0,1252,87.7,8100,93.8,95.0,53.7,4,79,6,0,80,17,0.6,0,0.0,39,23,43,20,45,33,12,26,1735,277,852,824,67,26,6,83.3,16.7,1011,2703,12,13,2,16,6,1154,1,21,10,1,5,87,41,34,54.7,1
Yehor Yarmoliuk,ua UKR,Brentford,MF,21-070,28,12,1196,0,0,5,0,0.6,0.9,15,52,44,0.0,0.0,0.05,0.07,,,,,22.2,0.15,0.0,15.9,535,85.5,2200,86.4,88.4,83.8,9,62,7,4,52,22,1.66,2,0.15,39,24,46,23,24,7,17,10,794,52,219,411,179,15,21,47.6,42.9,410,748,15,17,3,24,16,493,44,13,9,2,16,92,8,7,53.3,1
Yves Bissouma,ml MLI,Tottenham,MF,28-253,25,16,1300,2,0,7,0,0.6,0.3,15,72,3,0.14,0.0,0.04,0.02,,,,,36.4,0.28,0.18,23.4,717,89.2,2772,92.7,92.9,63.2,6,59,10,1,72,15,1.04,0,0.0,47,29,33,15,9,6,3,16,981,63,282,554,151,5,21,33.3,66.7,577,1526,15,17,0,25,15,669,3,23,18,0,2,78,5,7,41.7,1
