Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Christian Nørgaard,dk DEN,Brentford,MF,31-061,31,31,2549,5,3,6,1,3.9,1.0,12,133,37,0.18,0.11,0.14,0.04,,,,,34.3,0.42,0.14,14.3,1049,81.3,5800,87.0,85.1,58.6,17,128,24,4,133,49,1.73,10,0.35,75,45,71,27,51,19,32,45,1638,161,561,780,312,52,13,46.2,38.5,738,1204,12,12,4,31,18,974,37,41,28,1,15,179,44,29,60.3,1
Cristian Romero,ar ARG,Tottenham,DF,27-013,18,18,1416,1,0,3,0,1.6,0.6,12,71,3,0.06,0.0,0.1,0.04,,,,,50.0,0.51,0.06,9.1,1094,89.5,8197,91.4,94.7,63.5,7,109,8,1,71,20,1.27,4,0.25,35,29,30,9,18,3,15,21,1377,157,594,720,74,23,4,25.0,50.0,896,2893,12,18,0,10,5,936,3,14,12,2,3,90,41,27,60.3,1
Curtis Jones,eng ENG,Liverpool,"MF,DF",24-100,30,17,1528,3,3,3,1,4.1,1.0,24,95,71,0.18,0.18,0.24,0.06,,,,,38.7,0.71,0.1,16.9,911,93.3,2696,96.9,92.7,75.0,19,70,17,0,95,42,2.47,7,0.41,36,20,25,8,16,7,9,6,1145,32,187,615,349,52,19,57.9,36.8,702,1598,24,17,6,23,32,867,71,17,24,1,6,86,13,12,52.0,1
Daichi Kamada,jp JPN,Crystal Palace,MF,28-278,31,14,1424,0,0,4,1,1.1,1.8,24,80,54,0.0,0.0,0.07,0.11,,,,,20.0,0.25,0.0,20.3,541,79.8,2248,88.0,82.6,58.5,19,42,13,2,80,49,3.1,3,0.19,45,27,38,25,21,5,16,16,851,19,181,447,230,30,15,40.0,46.7,427,1025,24,19,5,15,18,544,54,27,19,2,29,72,3,13,18.8,1
Dan Burn,eng ENG,Newcastle Utd,DF,33-001,34,34,3060,1,0,10,0,1.7,0.9,9,59,10,0.03,0.0,0.05,0.03,,,,,25.0,0.15,0.05,9.9,1630,88.9,10371,90.3,94.7,61.3,8,39,7,0,59,21,0.62,3,0.09,34,19,32,15,32,23,9,25,2184,344,1220,861,109,49,4,75.0,25.0,1246,2498,9,5,1,23,3,1470,10,30,11,5,3,95,134,65,67.3,1
Dara O'Shea,ie IRL,Ipswich Town,DF,26-067,32,32,2852,0,2,6,0,1.2,0.5,3,71,8,0.0,0.06,0.04,0.02,,,,,10.0,0.06,0.0,13.6,1112,77.7,9691,86.7,84.8,50.0,3,83,3,1,71,22,0.69,4,0.13,47,30,31,11,59,47,12,31,1841,361,1065,663,118,48,2,50.0,50.0,805,1751,3,2,0,11,4,1048,8,18,22,3,7,101,103,79,56.6,1
Dean Huijsen,es ESP,Bournemouth,DF,20-026,29,24,2234,3,1,8,0,1.9,2.0,36,116,10,0.12,0.04,0.08,0.08,,,,,16.7,0.12,0.17,11.9,1204,83.4,9618,89.0,91.6,59.3,14,146,7,2,116,40,1.61,3,0.12,33,23,25,10,36,28,8,49,1803,238,820,861,131,30,5,40.0,60.0,992,3937,36,26,0,18,1,1117,10,29,10,2,12,96,64,41,61.0,1
Destiny Udogie,it ITA,Tottenham,DF,22-163,24,23,1834,0,1,2,0,0.3,1.5,54,120,93,0.0,0.05,0.01,0.07,,,,,20.0,0.05,0.0,15.1,947,87.4,4612,91.3,90.4,80.0,16,88,6,1,120,35,1.72,3,0.15,74,47,47,14,40,6,34,21,1336,60,377,591,383,49,32,40.6,50.0,735,2290,54,39,12,32,19,796,93,29,38,2,19,109,13,13,50.0,1
Djed Spence,eng ENG,Tottenham,DF,24-274,22,17,1604,1,2,4,1,0.6,1.8,56,100,70,0.06,0.11,0.03,0.1,,,,,30.0,0.17,0.1,23.9,923,85.5,3957,93.7,85.8,51.7,11,74,18,8,100,28,1.57,5,0.28,40,30,27,7,24,9,15,18,1316,72,448,600,288,25,69,49.3,40.6,741,2372,56,41,7,26,31,812,70,20,23,2,25,101,20,13,60.6,1
Edson Álvarez,mx MEX,West Ham,MF,27-198,25,19,1633,0,1,8,1,0.3,0.8,21,75,18,0.0,0.06,0.02,0.04,,,,,9.1,0.06,0.0,26.7,763,85.7,3657,88.8,89.7,73.5,11,80,11,3,75,25,1.38,2,0.11,44,23,33,18,21,8,13,16,1101,61,323,612,174,12,31,45.2,38.7,603,1528,21,20,2,25,13,734,18,37,18,4,6,78,28,20,58.3,1
Emerson Palmieri,it ITA,West Ham,DF,30-280,30,26,2105,2,1,5,0,2.0,1.5,47,66,83,0.09,0.04,0.08,0.06,,,,,43.8,0.3,0.13,19.0,859,79.9,4536,89.7,81.3,42.2,16,51,13,5,66,41,1.75,2,0.09,60,31,48,21,32,8,24,21,1323,82,422,557,359,28,30,33.3,56.7,553,1736,47,25,9,24,7,745,83,25,13,0,64,84,18,20,47.4,1
Ethan Pinnock,jm JAM,Brentford,DF,31-346,22,21,1913,2,0,2,0,1.1,1.2,3,41,9,0.09,0.0,0.05,0.05,,,,,60.0,0.28,0.2,11.1,924,85.6,6094,94.2,89.4,57.9,8,48,4,1,41,21,0.99,0,0.0,35,19,24,11,29,18,11,24,1348,294,783,457,109,24,9,33.3,66.7,633,1633,3,4,0,2,4,760,9,8,4,0,9,50,63,43,59.4,1
Ezri Konsa,eng ENG,Aston Villa,DF,27-199,31,30,2666,1,0,0,0,0.9,0.4,17,77,11,0.03,0.0,0.03,0.01,,,,,33.3,0.1,0.11,9.1,1425,92.8,7947,96.4,95.7,65.5,5,95,1,0,77,23,0.78,3,0.1,32,17,22,4,18,10,8,21,1756,224,826,839,100,20,18,44.4,38.9,1021,2561,17,12,2,17,10,1223,11,6,42,0,5,89,31,22,58.5,1
Fabian Schär,ch SUI,Newcastle Utd,DF,33-141,31,30,2664,4,0,7,1,2.4,0.4,14,102,18,0.14,0.0,0.08,0.01,,,,,32.3,0.34,0.13,21.2,1518,83.8,11758,92.3,92.7,52.3,5,145,10,0,102,32,1.08,4,0.14,34,21,34,20,37,24,13,41,2111,239,1089,900,133,33,12,66.7,16.7,1331,3403,14,23,2,11,6,1474,18,32,12,4,10,125,46,61,43.0,1
Flynn Downes,eng ENG,Southampton,MF,26-110,24,22,1881,1,0,10,0,0.6,1.1,25,63,28,0.05,0.0,0.03,0.05,,,,,30.0,0.14,0.1,18.7,890,90.1,2626,92.7,92.1,68.8,15,54,12,0,63,30,1.44,2,0.1,44,24,32,18,24,6,18,30,1184,77,351,632,210,21,15,33.3,46.7,567,1610,25,21,4,13,17,840,28,46,35,0,3,75,14,13,51.9,1
Gabriel Magalhães,br BRA,Arsenal,DF,27-142,28,28,2363,3,1,4,0,2.6,0.9,10,126,11,0.11,0.04,0.1,0.03,,,,,22.7,0.19,0.14,9.5,1480,90.2,7938,96.9,94.2,53.9,13,145,8,0,126,35,1.33,6,0.23,25,15,16,4,42,29,13,16,1873,189,672,985,225,40,5,80.0,20.0,1116,2669,10,22,0,9,2,1366,11,19,19,0,9,63,53,37,58.9,1
Harry Maguire,eng ENG,Manchester Utd,DF,32-066,24,17,1539,1,0,7,0,1.4,0.3,6,43,7,0.06,0.0,0.08,0.01,,,,,41.7,0.29,0.08,7.9,833,85.9,5213,91.8,90.6,57.1,6,43,3,0,43,17,0.99,0,0.0,26,13,18,5,14,12,2,37,1147,137,572,525,65,38,5,40.0,60.0,677,1673,6,7,3,7,2,739,7,17,9,1,3,57,52,22,70.3,1
Harry Winks,eng ENG,Leicester City,MF,29-097,22,17,1538,0,2,4,0,0.2,1.2,19,101,11,0.0,0.12,0.01,0.07,,,,,40.0,0.23,0.0,29.2,910,87.1,5048,92.2,91.2,57.9,17,110,7,5,101,39,2.28,3,0.18,24,11,30,17,19,7,12,9,1158,49,275,746,151,1,12,25.0,66.7,696,1522,19,13,0,13,8,827,11,9,13,0,34,106,8,6,57.1,1
Ibrahima Konaté,fr FRA,Liverpool,DF,25-350,28,27,2320,1,2,5,0,1.7,1.0,21,103,3,0.04,0.08,0.07,0.04,,,,,16.7,0.12,0.06,10.5,1581,90.3,10055,93.7,95.1,55.7,10,125,8,0,103,30,1.16,7,0.27,36,25,34,10,27,15,12,12,2005,211,854,1047,110,22,4,50.0,25.0,1184,3160,21,13,0,8,2,1454,3,26,18,0,0,86,72,28,72.0,1
Illia Zabarnyi,ua UKR,Bournemouth,DF,22-251,33,32,2842,0,0,3,1,1.1,0.6,25,128,4,0.0,0.0,0.03,0.02,,,,,0.0,0.0,0.0,9.8,1262,81.6,9828,90.5,90.8,52.8,11,134,6,0,128,28,0.89,0,0.0,46,32,44,14,33,20,13,38,1869,218,860,961,69,13,8,62.5,25.0,1158,4451,25,20,0,14,3,1168,4,18,6,0,5,143,72,40,64.3,1
Jacob Greaves,eng ENG,Ipswich Town,DF,24-240,22,22,1935,1,0,5,0,1.2,0.0,7,53,8,0.05,0.0,0.06,0.0,,,,,50.0,0.19,0.13,8.3,827,86.2,5239,93.1,89.5,41.9,2,63,1,0,53,13,0.6,0,0.0,36,19,33,12,36,24,12,18,1202,253,649,482,75,17,3,66.7,33.3,538,969,7,9,0,8,2,739,8,12,19,1,1,48,65,38,63.1,1
James Justin,eng ENG,Leicester City,DF,27-076,33,31,2669,2,1,5,0,1.5,0.6,39,87,92,0.07,0.03,0.05,0.02,,,,,25.0,0.2,0.08,16.0,1093,77.8,5236,86.8,84.3,34.9,13,74,21,7,87,31,1.05,1,0.03,49,29,51,23,41,14,27,44,1775,134,616,804,365,37,30,30.0,43.3,797,1672,39,25,4,31,13,989,92,23,37,2,53,79,61,48,56.0,1
James Tarkowski,eng ENG,Everton,DF,32-172,33,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,,,,,26.7,0.12,0.07,8.4,1045,81.0,8229,84.5,91.9,62.7,16,83,11,0,75,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,9,10,0,13,7,927,3,35,28,2,1,98,102,33,75.6,1
Jan Bednarek,pl POL,Southampton,DF,29-028,29,29,2441,2,0,7,0,0.7,0.5,5,59,2,0.07,0.0,0.02,0.02,,,,,40.0,0.07,0.4,16.0,1547,92.7,8857,95.4,94.7,76.5,5,72,1,0,59,16,0.59,0,0.0,35,18,30,15,44,33,11,54,2011,365,1060,917,41,15,3,100.0,0.0,1035,1731,5,5,1,9,3,1294,2,31,12,0,1,106,68,36,65.4,1
Jan Paul van Hecke,nl NED,Brighton,DF,24-336,31,30,2688,1,1,8,1,1.3,1.5,53,216,5,0.03,0.03,0.04,0.05,,,,,31.3,0.17,0.06,14.1,1839,87.9,13878,93.1,93.0,65.4,13,207,16,4,216,48,1.61,3,0.1,40,26,38,18,32,19,13,23,2373,250,1006,1233,154,30,11,45.5,36.4,1572,6740,53,42,0,12,7,1665,5,23,23,0,11,120,78,48,61.9,1
Jarrad Branthwaite,eng ENG,Everton,DF,22-317,28,26,2348,0,1,4,0,1.1,0.7,9,61,2,0.0,0.04,0.04,0.03,,,,,37.5,0.11,0.0,8.2,909,82.2,7048,90.3,90.5,55.3,3,80,2,0,61,13,0.5,2,0.08,36,20,27,7,30,22,8,23,1413,198,735,622,63,23,5,60.0,20.0,694,2253,9,13,2,8,3,826,2,10,17,1,5,84,53,38,58.2,1
Jefferson Lerma,co COL,Crystal Palace,"MF,DF",30-197,30,23,2034,0,1,8,0,1.0,1.5,11,86,25,0.0,0.04,0.04,0.06,,,,,29.2,0.31,0.0,19.4,777,75.4,4694,86.7,81.1,46.7,9,83,17,2,86,44,1.95,3,0.13,30,15,33,16,32,15,17,37,1274,95,404,655,225,27,12,50.0,33.3,597,1004,11,10,0,14,15,747,25,34,36,0,11,139,39,39,50.0,1
Jens Cajuste,se SWE,Ipswich Town,MF,25-273,27,23,1783,1,0,2,0,0.5,0.6,23,46,16,0.05,0.0,0.02,0.03,,,,,10.0,0.05,0.1,21.3,576,82.4,1931,88.9,85.8,50.0,11,45,5,1,46,30,1.51,1,0.05,39,19,47,28,24,9,15,25,911,59,263,477,185,11,46,54.3,32.6,421,1182,23,21,3,21,14,522,16,21,21,0,9,99,12,21,36.4,1
Joachim Andersen,dk DEN,Fulham,DF,28-344,26,26,2313,0,0,5,1,1.0,0.3,13,105,2,0.0,0.0,0.04,0.01,,,,,23.5,0.16,0.0,15.2,1485,82.8,13187,91.2,93.6,55.1,3,176,6,3,105,30,1.17,2,0.08,25,17,20,7,33,26,7,30,2089,293,1085,923,93,20,6,66.7,0.0,1211,2996,13,14,1,6,3,1446,2,15,17,0,10,107,63,36,63.6,1
Joe Aribo,ng NGA,Southampton,"MF,DF",28-293,30,20,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0.0,0.13,0.07,,,,,41.2,0.33,0.18,14.0,878,88.5,2506,91.3,90.9,68.9,16,50,4,1,71,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,1923,35,28,12,25,16,879,64,20,28,1,10,110,25,21,54.3,1
Joël Veltman,nl NED,Brighton,DF,33-115,20,19,1665,0,0,4,0,0.5,0.5,30,80,32,0.0,0.0,0.03,0.02,,,,,16.7,0.05,0.0,19.7,719,79.9,3171,89.9,80.4,63.3,6,62,8,5,80,22,1.19,1,0.05,42,28,51,21,22,7,15,18,1102,65,328,544,240,10,15,26.7,33.3,526,1448,30,22,3,19,7,599,32,27,42,0,23,68,21,18,53.8,1
Kalvin Phillips,eng ENG,Ipswich Town,MF,29-159,19,14,1237,0,0,6,1,0.4,0.2,4,51,4,0.0,0.0,0.03,0.02,,,,,18.2,0.15,0.0,24.3,436,79.1,2474,83.1,86.7,61.2,5,49,6,1,51,17,1.24,3,0.22,35,19,39,24,35,6,29,19,739,61,223,398,122,5,12,41.7,50.0,310,569,4,5,0,25,10,394,4,28,20,0,20,68,7,22,24.1,1
Kenny Tete,nl NED,Fulham,DF,29-213,19,18,1504,0,2,4,0,1.2,0.9,33,50,47,0.0,0.12,0.07,0.05,,,,,9.1,0.12,0.0,16.1,669,81.3,3542,91.7,80.3,61.8,7,60,9,6,50,32,1.91,3,0.18,50,34,34,14,22,6,16,29,1033,58,332,422,287,32,19,42.1,31.6,534,1229,33,20,7,16,10,596,47,28,14,1,29,65,18,12,60.0,1
Kieran Trippier,eng ENG,Newcastle Utd,DF,34-233,24,14,1281,0,3,1,0,0.1,1.3,25,111,53,0.0,0.21,0.01,0.09,,,,,0.0,0.0,0.0,22.2,1000,82.1,5904,94.3,85.3,47.6,19,67,20,2,111,50,3.51,6,0.42,37,20,35,14,11,3,8,12,1347,50,373,594,389,12,8,50.0,50.0,587,1158,25,14,4,11,8,818,53,16,11,2,79,65,21,15,58.3,1
Kobbie Mainoo,eng ENG,Manchester Utd,MF,20-021,22,18,1506,0,0,5,0,0.6,1.6,21,59,42,0.0,0.0,0.03,0.09,,,,,15.4,0.12,0.0,20.8,663,86.3,2160,92.1,87.6,70.7,14,46,9,0,59,30,1.79,2,0.12,42,25,36,14,16,2,14,19,980,24,183,555,251,33,49,46.9,49.0,602,1131,21,14,10,34,34,696,42,27,19,2,5,79,19,27,41.3,1
Konstantinos Mavropanos,gr GRE,West Ham,DF,27-150,31,20,1947,0,0,6,1,1.5,0.5,16,60,2,0.0,0.0,0.07,0.02,,,,,27.8,0.23,0.0,14.8,1013,85.8,6831,91.0,92.3,58.4,5,60,4,1,60,16,0.74,0,0.0,32,22,25,11,23,17,6,38,1432,221,746,632,62,24,17,52.9,29.4,794,2124,16,10,1,12,0,936,2,17,14,3,2,68,56,24,70.0,1
Lesley Ugochukwu,fr FRA,Southampton,MF,21-045,24,16,1525,1,1,6,0,0.9,1.0,29,49,20,0.06,0.06,0.05,0.06,,,,,10.0,0.06,0.1,17.0,570,84.9,1944,88.2,91.5,59.5,14,52,7,1,49,23,1.36,1,0.06,49,24,33,15,26,9,17,14,838,46,199,478,167,24,26,69.2,26.9,459,1195,29,15,6,12,13,570,20,28,14,0,6,62,20,17,54.1,1
Levi Colwill,eng ENG,Chelsea,DF,22-073,32,32,2879,1,1,8,0,1.3,1.1,13,125,11,0.03,0.03,0.04,0.04,,,,,18.8,0.09,0.06,9.9,2211,89.6,14134,92.8,95.3,57.0,14,144,7,3,125,38,1.19,3,0.09,42,30,25,9,35,24,11,32,2728,344,1280,1330,129,35,10,60.0,40.0,1543,3886,13,11,1,13,8,1996,11,42,19,4,13,110,76,51,59.8,1
Lewis Dunk,eng ENG,Brighton,DF,33-170,25,23,2083,0,0,5,0,0.8,0.5,20,142,3,0.0,0.0,0.03,0.02,,,,,25.0,0.13,0.0,12.1,1778,91.0,10612,96.4,95.2,62.7,6,157,6,0,142,19,0.82,3,0.13,17,10,19,8,28,18,10,13,2127,258,993,1031,113,21,1,0.0,100.0,1341,3345,20,19,0,9,3,1556,3,7,11,2,5,104,51,31,62.2,1
Lisandro Martínez,ar ARG,Manchester Utd,DF,27-112,20,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,,,,,35.3,0.31,0.12,15.9,1200,89.4,7055,94.2,93.0,55.2,9,91,18,2,117,26,1.34,2,0.1,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2,1
Lucas Bergvall,se SWE,Tottenham,MF,19-097,27,11,1212,0,1,3,0,0.7,0.6,33,49,31,0.0,0.07,0.05,0.04,,,,,16.7,0.15,0.0,19.9,629,87.4,2202,91.9,89.8,74.6,11,53,7,3,49,22,1.63,4,0.3,39,19,32,15,18,8,10,24,885,36,188,478,232,22,45,46.7,44.4,531,1634,33,21,4,20,19,586,31,20,17,0,21,73,9,8,52.9,1
Manuel Akanji,ch SUI,Manchester City,DF,29-295,23,20,1744,0,0,3,0,0.7,0.4,38,138,6,0.0,0.0,0.04,0.02,,,,,10.0,0.05,0.0,16.3,1427,93.9,6445,95.9,95.4,75.3,9,153,11,2,138,34,1.75,2,0.1,16,11,13,5,11,8,3,7,1635,111,487,797,353,11,2,100.0,0.0,1071,3362,38,52,0,4,5,1291,6,16,9,0,11,89,26,29,47.3,1
Manuel Ugarte Ribeiro,uy URU,Manchester Utd,MF,24-029,27,21,1706,1,2,10,0,1.0,1.1,16,59,20,0.05,0.11,0.05,0.06,,,,,21.1,0.21,0.05,21.7,765,87.9,2683,89.6,93.1,75.6,10,54,9,3,59,31,1.64,4,0.21,74,46,66,38,31,4,27,26,1111,43,317,613,201,16,32,56.3,31.3,642,1306,16,16,1,29,25,693,20,38,33,0,7,117,17,18,48.6,1
Marc Cucurella,es ESP,Chelsea,DF,26-292,33,30,2718,4,1,10,1,2.6,2.1,31,107,108,0.13,0.03,0.09,0.07,,,,,40.9,0.3,0.18,16.5,1569,88.0,7156,93.9,90.1,57.0,19,112,12,3,107,48,1.59,5,0.17,59,39,53,27,45,14,31,25,2075,109,637,958,490,73,13,30.8,53.8,882,2180,31,18,2,26,6,1287,108,34,33,3,29,119,30,51,37.0,1
Marc Guéhi,eng ENG,Crystal Palace,DF,24-301,33,33,2969,3,2,9,1,2.0,1.5,22,128,10,0.09,0.06,0.06,0.05,,,,,46.7,0.21,0.2,10.7,1419,83.3,11081,90.7,89.0,55.1,15,130,11,3,128,41,1.24,5,0.15,56,31,46,16,54,22,32,25,2056,298,1007,914,146,38,15,80.0,13.3,1099,2891,22,17,1,16,17,1283,10,23,26,1,13,137,68,57,54.4,1
Marcos Senesi,ar ARG,Bournemouth,DF,28-000,15,12,1014,0,0,5,0,0.8,0.2,12,51,5,0.0,0.0,0.07,0.02,,,,,0.0,0.0,0.0,6.0,493,76.6,5319,88.0,85.9,49.7,3,73,12,3,51,16,1.42,1,0.09,35,21,30,16,15,7,8,11,783,67,349,376,67,12,9,55.6,44.4,483,1465,12,14,0,6,5,493,5,19,7,0,10,67,23,27,46.0,1
Mario Lemina,ga GAB,Wolves,"MF,DF",31-251,17,15,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,,,,,27.8,0.33,0.06,21.9,493,80.4,2966,85.0,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0,1
