Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Cody Gakpo,nl NED,Liverpool,FW,26-003,32,20,1717,9,3,5,0,6.5,3.5,51,52,253,0.47,0.16,0.34,0.18,,,,,41.2,1.1,0.18,15.2,439,75.8,1564,86.6,66.5,54.8,33,22,27,8,52,71,3.72,7,0.37,26,14,23,12,19,2,17,11,795,21,75,230,506,90,51,56.9,29.4,540,1974,51,32,20,38,20,606,253,17,25,5,68,66,15,24,38.5,2
Cole Palmer,eng ENG,Chelsea,MF,23-004,34,33,2921,15,8,6,0,17.0,10.0,110,200,169,0.46,0.25,0.52,0.31,,,,,35.7,1.26,0.1,20.2,1044,76.9,5288,85.9,84.8,59.9,82,153,61,17,200,190,5.86,15,0.46,27,17,23,14,14,1,13,11,1694,20,140,759,817,133,107,46.7,38.3,1074,3497,110,67,39,63,34,1248,169,13,57,6,134,100,1,7,12.5,2
Dango Ouattara,bf BFA,Bournemouth,FW,23-088,32,21,2005,7,4,3,0,8.4,5.5,79,43,191,0.31,0.18,0.38,0.25,,,,,32.3,0.9,0.11,13.5,367,60.0,1706,72.9,62.2,37.3,35,21,26,11,43,72,3.23,6,0.27,35,26,41,24,36,10,26,11,959,62,165,316,497,128,82,47.6,41.5,492,1777,79,35,38,63,32,577,191,16,19,14,88,92,45,63,41.7,2
Dejan Kulusevski,se SWE,Tottenham,"MF,FW",25-015,31,26,2371,7,4,3,0,4.2,6.2,120,123,210,0.27,0.15,0.16,0.24,,,,,37.0,0.65,0.15,14.8,656,73.6,2903,86.2,78.0,40.5,65,62,52,6,123,127,4.82,9,0.34,45,23,51,32,34,5,29,13,1272,24,149,430,717,157,117,32.5,60.7,821,3206,120,67,40,77,73,894,210,47,38,5,89,119,10,15,40.0,2
Eberechi Eze,eng ENG,Crystal Palace,"MF,FW",26-315,31,29,2427,5,8,1,0,9.1,5.2,67,89,143,0.19,0.3,0.34,0.19,,,,,25.3,0.89,0.04,21.6,735,74.5,3261,84.3,83.5,44.9,54,47,35,4,89,125,4.64,9,0.33,37,22,35,18,27,0,27,11,1336,15,177,628,564,89,130,49.2,44.6,794,2262,67,45,21,53,44,862,143,11,49,9,103,133,7,37,15.9,2
Gabriel Martinelli,br BRA,Arsenal,"FW,MF",23-326,30,22,2041,7,4,1,0,5.9,4.7,112,47,267,0.31,0.18,0.26,0.21,,,,,42.6,0.88,0.15,13.3,446,71.0,1414,83.5,69.8,49.0,37,11,32,13,47,66,2.91,6,0.26,20,15,23,16,10,0,10,4,889,15,87,229,586,168,106,30.2,54.7,597,2355,112,30,59,49,33,678,267,14,20,8,83,72,15,30,33.3,2
Harvey Barnes,eng ENG,Newcastle Utd,FW,27-152,30,14,1503,9,4,0,0,6.6,3.9,80,72,172,0.54,0.24,0.39,0.23,,,,,32.7,1.08,0.16,15.0,420,78.8,1704,87.3,73.5,63.2,23,22,36,8,72,57,3.4,9,0.54,16,9,10,7,7,1,6,6,709,15,84,232,398,109,58,37.9,50.0,498,2160,80,41,44,26,20,567,172,11,20,5,41,49,5,14,26.3,2
Ismaila Sarr,sn SEN,Crystal Palace,"MF,FW",27-074,35,27,2482,7,4,4,0,9.1,7.1,69,79,169,0.25,0.15,0.33,0.26,,,,,50.0,0.91,0.14,13.2,459,66.2,2050,74.0,71.0,46.8,39,27,39,9,79,101,3.66,10,0.36,21,10,23,16,24,8,16,9,1007,43,165,377,475,124,55,30.9,52.7,555,1930,69,42,26,64,42,684,169,13,54,11,55,103,32,46,41.0,2
Jacob Murphy,eng ENG,Newcastle Utd,FW,30-075,32,28,2139,8,11,3,0,5.7,8.1,70,67,216,0.34,0.46,0.24,0.34,,,,,35.7,0.63,0.19,18.2,611,68.3,2952,83.8,67.5,42.4,38,49,35,14,67,73,3.07,14,0.59,22,15,31,15,31,0,31,11,1140,21,162,421,568,88,64,48.4,46.9,665,2081,70,31,25,30,34,824,216,11,14,3,110,92,4,15,21.1,2
Jadon Sancho,eng ENG,Chelsea,FW,25-046,29,18,1687,3,4,2,0,2.2,3.6,98,87,218,0.16,0.21,0.12,0.19,,,,,33.3,0.43,0.13,15.1,631,82.5,2010,89.1,84.2,51.9,36,26,47,0,87,67,3.57,10,0.53,10,6,12,7,9,0,9,2,926,11,115,269,552,119,95,47.4,40.0,626,2374,98,33,56,29,21,726,218,6,11,6,23,97,5,10,33.3,2
James Maddison,eng ENG,Tottenham,MF,28-168,31,21,1809,9,7,6,0,5.8,4.2,45,164,95,0.45,0.35,0.29,0.21,,,,,43.6,0.85,0.23,16.7,1021,81.3,5028,90.9,86.2,46.3,41,123,32,5,164,95,4.73,18,0.9,31,19,29,20,15,4,11,12,1464,26,210,691,576,77,77,42.9,44.2,1026,2279,45,39,20,23,25,1125,95,32,64,4,98,76,5,7,41.7,2
Jarrod Bowen,eng ENG,West Ham,"FW,MF",28-141,31,31,2721,10,7,1,0,8.0,6.3,98,86,188,0.33,0.23,0.26,0.21,,,,,41.0,1.06,0.12,17.4,517,71.4,2531,83.0,76.4,55.6,49,37,43,7,86,104,3.44,13,0.43,37,24,37,20,21,3,18,16,1123,25,125,415,607,154,116,34.5,56.9,667,2311,98,43,56,68,70,736,188,19,49,10,101,120,12,46,20.7,2
Jeremy Doku,be BEL,Manchester City,"FW,MF",22-348,26,15,1397,3,6,1,0,1.0,4.4,189,66,259,0.19,0.39,0.07,0.28,,,,,37.5,0.58,0.13,18.2,558,79.3,1408,86.2,82.4,66.7,28,12,44,5,66,68,4.38,13,0.84,28,19,14,7,10,1,9,4,944,4,42,220,705,135,185,55.1,29.2,731,4355,189,88,90,52,55,786,259,7,31,5,51,57,0,11,0.0,2
João Pedro,br BRA,Brighton,"FW,MF",23-226,27,23,1948,10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,,,,,35.7,0.69,0.12,17.2,482,72.9,1766,78.7,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,26,46,2,22,59,41,43,48.8,2
Justin Kluivert,nl NED,Bournemouth,"MF,FW",26-005,31,27,2161,12,6,8,0,10.0,4.8,74,95,153,0.5,0.25,0.42,0.2,,,,,41.5,0.92,0.11,20.4,533,74.3,2208,83.6,76.7,53.1,45,41,32,6,95,95,3.95,11,0.46,21,9,21,17,24,0,24,13,996,23,93,342,581,115,82,40.2,47.6,594,2161,74,52,34,50,26,653,153,42,29,5,80,73,7,25,21.9,2
Kaoru Mitoma,jp JPN,Brighton,"FW,MF",27-355,33,28,2521,9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.31,0.16,,,,,46.3,0.89,0.17,13.9,701,75.3,2069,86.9,70.5,44.0,35,34,32,8,82,83,2.96,8,0.29,43,26,46,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,3663,138,76,55,49,22,911,277,39,23,5,72,92,24,27,47.1,2
Kevin De Bruyne,be BEL,Manchester City,"MF,FW",33-316,25,17,1538,4,7,2,0,3.8,7.6,47,135,137,0.23,0.41,0.22,0.44,,,,,28.6,0.82,0.08,21.7,799,76.0,3840,85.5,76.8,57.8,51,80,51,11,135,104,6.08,11,0.64,17,9,23,18,8,0,8,7,1210,10,73,408,739,71,32,37.5,50.0,711,1860,47,45,18,24,26,907,137,16,16,5,122,56,4,15,21.1,2
Leandro Trossard,be BEL,Arsenal,FW,30-157,35,26,2354,8,5,4,1,6.8,5.3,75,95,207,0.31,0.19,0.26,0.2,,,,,30.9,0.8,0.12,15.9,632,73.7,2777,85.2,76.3,51.2,37,41,43,9,95,80,3.06,6,0.23,26,17,31,22,31,0,31,9,1149,15,120,361,685,143,72,41.7,44.4,733,1942,75,49,29,57,43,857,207,25,43,6,79,93,6,22,21.4,2
Luis Díaz,co COL,Liverpool,FW,28-117,33,26,2225,12,5,2,0,10.0,4.9,103,103,269,0.49,0.2,0.4,0.2,,,,,41.5,1.09,0.18,13.5,697,84.3,2406,88.6,86.0,82.4,54,45,43,6,103,116,4.69,16,0.65,33,21,34,21,18,0,18,7,1109,15,78,382,668,155,111,45.9,43.2,733,2803,103,53,55,51,43,878,269,48,30,10,30,98,12,33,26.7,2
Martin Ødegaard,no NOR,Arsenal,MF,26-144,27,24,2130,2,7,4,0,4.6,5.0,82,240,144,0.08,0.3,0.19,0.21,,,,,30.2,0.55,0.02,18.7,1141,82.9,5077,90.5,87.4,53.4,57,120,81,5,240,115,4.86,14,0.59,19,11,24,20,5,0,5,4,1550,7,108,655,801,105,55,41.8,54.5,1071,3426,82,74,23,33,38,1230,144,10,23,1,81,91,8,7,53.3,2
Matheus Cunha,br BRA,Wolves,"MF,FW",25-348,30,27,2425,15,6,3,0,7.9,7.3,104,131,147,0.56,0.22,0.29,0.27,,,,,41.2,1.48,0.15,20.6,743,71.9,4055,85.1,75.9,45.1,51,89,54,10,131,118,4.38,16,0.59,35,21,36,25,19,1,18,17,1425,22,173,657,643,117,130,44.6,43.8,819,3108,104,88,36,72,48,957,147,41,69,8,123,123,10,27,27.0,2
Mohamed Salah,eg EGY,Liverpool,FW,32-329,35,35,3101,28,18,1,0,24.0,13.2,143,133,440,0.81,0.52,0.7,0.38,,,,,42.0,1.36,0.17,14.7,833,71.2,3588,83.6,70.3,59.6,82,49,86,14,133,157,4.56,26,0.75,20,11,16,9,11,0,11,7,1568,10,90,474,1023,327,125,44.0,52.0,1079,3375,143,54,115,109,63,1313,440,22,36,16,72,95,9,12,42.9,2
Mohammed Kudus,gh GHA,West Ham,"FW,MF",24-281,29,29,2421,4,2,2,1,6.6,2.5,93,76,201,0.15,0.07,0.24,0.09,,,,,29.4,0.74,0.06,15.7,659,83.5,1719,90.2,89.1,67.9,29,44,27,13,76,101,3.76,7,0.26,35,21,27,17,24,1,23,4,1176,12,159,486,572,117,194,44.8,45.9,770,2401,93,56,39,70,89,916,201,36,60,18,74,128,10,38,20.8,2
Morgan Rogers,eng ENG,Aston Villa,"FW,MF",22-288,34,34,2853,8,8,9,0,6.2,7.4,108,117,177,0.25,0.25,0.2,0.23,,,,,35.8,0.6,0.15,15.9,628,73.9,3175,81.4,76.2,79.7,48,71,52,2,117,101,3.19,14,0.44,36,18,39,20,25,7,18,5,1269,36,185,557,553,135,153,42.5,44.4,744,3036,108,64,33,104,68,897,177,46,48,2,22,108,11,43,20.4,2
Noni Madueke,eng ENG,Chelsea,FW,23-061,29,24,1813,7,3,3,0,9.1,4.0,142,66,212,0.35,0.15,0.45,0.2,,,,,39.0,1.49,0.09,14.4,474,77.6,1726,86.0,76.6,56.4,30,13,34,8,66,76,3.77,8,0.4,22,15,34,21,17,0,17,8,878,20,90,255,548,172,90,44.4,44.4,587,3159,142,46,87,43,24,676,212,20,24,5,58,72,10,16,38.5,2
Pedro Neto,pt POR,Chelsea,FW,25-062,32,21,2013,4,5,8,0,2.9,6.1,118,57,229,0.18,0.22,0.13,0.27,,,,,29.6,0.72,0.07,18.8,632,78.6,2198,92.9,81.5,47.9,44,29,35,22,57,85,3.8,8,0.36,22,9,19,11,13,2,11,9,1034,12,92,302,657,108,92,32.6,43.5,672,3004,118,52,42,40,25,753,229,19,29,3,133,71,10,26,27.8,2
Phil Foden,eng ENG,Manchester City,"MF,FW",24-347,26,19,1693,7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,,,,,30.8,0.85,0.13,18.5,743,84.0,2445,90.6,89.2,59.6,42,40,35,5,95,84,4.47,9,0.48,12,5,17,10,12,1,11,9,1076,13,81,375,629,79,39,33.3,53.8,677,1676,47,30,15,35,30,842,119,5,32,3,73,59,3,8,27.3,2
Son Heung-min,kr KOR,Tottenham,FW,32-306,28,23,2004,7,9,1,0,7.0,8.2,87,104,259,0.31,0.4,0.31,0.37,,,,,45.3,1.08,0.11,17.0,703,79.0,2671,89.7,80.0,48.0,50,36,51,6,104,116,5.21,15,0.67,17,9,23,18,10,0,10,5,1093,15,110,347,646,117,82,35.4,48.8,732,2334,87,45,40,25,29,837,259,5,28,11,75,81,6,11,35.3,2
Sávio,br BRA,Manchester City,"FW,MF",21-030,27,21,1734,1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,,,,,38.9,1.09,0.02,17.7,676,80.9,1700,89.8,80.1,57.4,44,19,47,8,66,107,5.55,15,0.78,22,16,18,9,13,2,11,6,1071,14,55,281,754,149,111,45.9,35.1,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3,2
Yankuba Minteh,gm GAM,Brighton,"FW,MF",20-292,29,17,1587,6,4,6,0,4.0,4.7,71,40,163,0.34,0.23,0.22,0.27,,,,,50.0,0.85,0.2,13.5,297,62.3,1656,78.3,61.9,47.5,25,13,29,8,40,54,3.07,11,0.62,45,32,45,28,20,0,20,11,723,30,129,204,408,121,84,47.6,44.0,410,1768,71,19,56,44,21,423,163,20,10,4,76,75,16,32,33.3,2
