Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Bukayo Saka,eng ENG,Arsenal,"FW,MF",23-239,21,17,1454,6,10,3,0,5.9,6.7,79,61,222,0.37,0.62,0.36,0.42,,,,,35.2,1.18,0.09,15.9,470,75.1,2140,90.0,72.4,48.2,49,13,32,10,61,100,6.19,22,1.36,23,13,20,10,19,0,19,2,840,6,46,180,621,139,83,44.6,41.0,535,2065,79,27,43,28,37,610,222,13,35,5,109,61,8,19,29.6,4
Callum Hudson-Odoi,eng ENG,Nott'ham Forest,"FW,MF",24-176,29,25,2152,5,2,2,0,2.5,2.7,127,66,186,0.21,0.08,0.1,0.11,,,,,45.9,0.71,0.14,18.3,674,82.2,1991,92.1,81.8,51.2,44,36,31,11,66,94,3.93,11,0.46,20,14,17,6,11,0,11,13,1005,15,111,324,595,72,62,58.1,29.0,626,3335,127,61,45,44,23,764,186,12,22,8,75,91,3,10,23.1,4
Chris Wood,nz NZL,Nott'ham Forest,FW,33-146,32,31,2599,19,3,1,0,11.4,2.4,13,34,79,0.66,0.1,0.4,0.08,,,,,56.6,1.04,0.3,14.2,277,66.1,827,71.3,65.1,71.4,18,15,8,1,34,39,1.35,5,0.17,4,4,8,7,11,7,4,5,662,33,79,318,267,85,12,33.3,58.3,327,434,13,10,5,67,24,486,79,22,20,26,1,42,82,123,40.0,4
Cody Gakpo,nl NED,Liverpool,FW,25-360,31,19,1627,9,3,5,0,6.4,3.5,48,51,240,0.5,0.17,0.35,0.19,,,,,40.0,1.11,0.18,15.1,415,76.0,1506,86.5,67.2,55.2,33,22,26,8,51,70,3.87,7,0.39,26,14,23,12,19,2,17,11,759,20,72,217,486,87,48,58.3,31.3,510,1820,48,30,18,38,19,570,240,17,23,5,64,62,15,22,40.5,4
Cole Palmer,eng ENG,Chelsea,MF,22-361,33,32,2831,14,8,6,0,15.8,9.3,103,194,165,0.45,0.25,0.5,0.3,,,,,36.0,1.27,0.1,20.3,1019,76.9,5022,85.9,84.8,59.6,78,145,61,17,194,180,5.72,14,0.45,25,16,21,13,14,1,13,8,1650,20,133,735,804,126,103,45.6,39.8,1046,3306,103,66,35,61,34,1219,165,12,55,6,133,93,1,7,12.5,4
Dango Ouattara,bf BFA,Bournemouth,FW,23-080,31,20,1932,7,4,2,0,8.4,5.2,77,41,187,0.33,0.19,0.39,0.24,,,,,32.3,0.93,0.11,13.5,354,59.8,1604,72.5,62.5,37.9,32,20,24,10,41,68,3.17,6,0.28,34,25,40,23,34,9,25,11,930,60,160,298,490,127,77,46.8,41.6,479,1706,77,33,38,60,32,559,187,15,19,14,85,88,43,59,42.2,4
Dejan Kulusevski,se SWE,Tottenham,"MF,FW",25-007,30,25,2281,7,4,3,0,4.2,6.1,118,122,207,0.28,0.16,0.17,0.24,,,,,37.0,0.67,0.15,14.8,644,73.9,2890,86.2,78.1,40.3,64,61,52,6,122,125,4.93,9,0.35,43,23,49,30,27,4,23,13,1233,21,143,413,701,154,111,33.3,59.5,801,3164,118,67,39,74,72,874,207,43,33,5,88,115,10,14,41.7,4
Dominic Solanke,eng ENG,Tottenham,FW,27-230,25,24,2119,8,3,0,0,10.1,2.9,29,45,88,0.34,0.13,0.43,0.13,,,,,40.7,1.02,0.14,12.1,250,71.0,914,76.1,77.1,66.7,14,27,9,0,45,37,1.57,8,0.34,18,11,14,10,18,7,11,0,636,31,68,290,284,111,50,32.0,62.0,374,803,29,21,14,67,47,448,88,36,36,5,4,37,44,59,42.7,4
Eberechi Eze,eng ENG,Crystal Palace,"MF,FW",26-307,30,28,2337,4,8,1,0,8.2,5.2,65,85,141,0.15,0.31,0.31,0.2,,,,,25.8,0.92,0.04,21.5,707,74.6,3088,85.3,83.4,43.2,53,46,32,3,85,119,4.58,9,0.35,37,22,35,18,26,0,26,11,1289,15,172,611,537,86,125,48.8,45.6,771,2178,65,43,21,52,44,840,141,11,46,9,100,128,6,36,14.3,4
Erling Haaland,no NOR,Manchester City,FW,24-285,28,28,2480,21,3,2,0,20.8,2.8,19,18,103,0.76,0.11,0.76,0.1,,,,,54.5,1.96,0.19,12.2,225,66.0,532,70.6,66.7,66.7,26,9,7,1,18,62,2.25,9,0.33,9,5,6,4,11,1,10,5,578,22,39,200,344,170,32,34.4,59.4,272,478,19,14,19,39,25,427,103,22,12,4,3,29,49,45,52.1,4
Gabriel Martinelli,br BRA,Arsenal,"FW,MF",23-318,29,21,1956,7,4,1,0,5.9,4.5,106,44,259,0.32,0.18,0.27,0.21,,,,,42.2,0.87,0.16,13.0,429,71.0,1342,83.1,69.2,51.1,34,10,30,13,44,61,2.81,6,0.28,19,14,22,16,10,0,10,4,860,15,83,218,571,162,103,29.1,55.3,576,2268,106,29,55,48,33,655,259,14,19,8,80,70,14,29,32.6,4
Georginio Rutter,fr FRA,Brighton,"MF,FW",23-012,28,19,1656,5,3,2,0,4.6,2.5,42,67,79,0.27,0.16,0.25,0.14,,,,,24.0,0.65,0.1,15.5,237,66.8,1174,77.0,66.7,62.5,19,30,16,1,67,64,3.47,8,0.43,39,15,36,22,20,3,17,10,641,20,83,246,326,79,71,38.0,47.9,361,1405,42,36,16,45,37,411,79,34,45,7,9,66,25,46,35.2,4
Harvey Barnes,eng ENG,Newcastle Utd,FW,27-144,29,13,1413,9,4,0,0,6.3,3.7,74,69,159,0.57,0.25,0.4,0.24,,,,,30.8,1.02,0.17,14.7,402,79.3,1604,87.2,74.7,64.7,21,21,34,8,69,52,3.3,9,0.57,16,9,7,4,7,1,6,6,676,15,82,225,374,102,56,37.5,50.0,471,2026,74,38,41,24,18,538,159,10,18,4,37,46,5,14,26.3,4
Ismaila Sarr,sn SEN,Crystal Palace,"MF,FW",27-066,34,26,2392,7,4,4,0,8.7,7.0,67,76,164,0.26,0.15,0.33,0.26,,,,,50.0,0.9,0.15,13.3,438,66.6,1956,74.8,70.8,47.7,37,26,36,8,76,97,3.65,9,0.34,21,10,23,16,22,7,15,8,954,39,156,367,441,118,51,29.4,52.9,526,1855,67,42,26,61,41,650,164,12,49,11,50,99,31,46,40.3,4
Jacob Murphy,eng ENG,Newcastle Utd,FW,30-067,31,27,2084,8,11,3,0,5.6,8.1,69,63,210,0.35,0.48,0.24,0.35,,,,,36.6,0.65,0.2,18.1,593,68.2,2826,84.1,66.9,42.9,38,46,34,14,63,73,3.16,14,0.61,22,15,30,14,31,0,31,11,1112,20,158,409,556,83,62,48.4,46.8,652,2055,69,31,24,30,33,802,210,11,14,3,108,88,4,15,21.1,4
Jadon Sancho,eng ENG,Chelsea,FW,25-038,28,18,1668,3,4,1,0,2.0,3.4,96,86,214,0.16,0.22,0.11,0.18,,,,,30.4,0.38,0.13,15.3,624,82.5,1950,89.2,84.0,50.0,35,25,46,0,86,65,3.51,10,0.54,10,6,12,7,9,0,9,2,915,11,114,267,544,116,95,47.4,40.0,619,2337,96,32,55,29,21,715,214,6,11,5,23,97,5,10,33.3,4
Jarrod Bowen,eng ENG,West Ham,"FW,MF",28-133,30,30,2631,9,7,1,0,7.4,6.3,97,85,183,0.31,0.24,0.25,0.22,,,,,40.0,1.03,0.11,17.8,510,71.8,2506,83.9,76.4,55.1,49,37,42,7,85,102,3.49,13,0.44,36,23,37,20,21,3,18,16,1098,25,125,401,596,150,115,34.8,56.5,651,2295,97,43,55,67,68,718,183,18,47,9,100,120,11,44,20.0,4
Jean-Philippe Mateta,fr FRA,Crystal Palace,FW,27-308,33,30,2442,14,2,2,0,12.1,3.1,37,46,114,0.52,0.07,0.45,0.11,,,,,41.7,0.92,0.2,15.6,269,65.0,924,76.4,62.5,31.8,27,31,15,2,46,56,2.06,8,0.29,17,12,16,13,16,3,13,2,680,24,57,327,310,86,42,42.9,47.6,363,894,37,20,8,67,41,502,114,27,26,17,24,60,59,95,38.3,4
Jeremy Doku,be BEL,Manchester City,"FW,MF",22-340,25,14,1307,3,5,1,0,1.0,3.9,176,62,235,0.21,0.34,0.07,0.27,,,,,37.5,0.62,0.13,18.2,517,79.5,1313,86.8,81.9,66.7,25,10,41,5,62,63,4.34,12,0.83,28,19,14,7,10,1,9,4,878,4,42,205,654,122,175,56.0,28.0,678,4066,176,83,80,51,50,729,235,7,30,5,48,52,0,10,0.0,4
João Pedro,br BRA,Brighton,"FW,MF",23-218,27,23,1948,10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,,,,,35.7,0.69,0.12,17.2,482,72.9,1766,78.7,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,26,46,2,22,59,41,43,48.8,4
Justin Kluivert,nl NED,Bournemouth,"MF,FW",25-362,30,26,2097,12,6,8,0,9.9,4.8,72,95,146,0.52,0.26,0.42,0.21,,,,,43.1,0.94,0.12,20.3,516,74.2,2200,83.4,76.1,54.4,45,40,32,6,95,94,4.03,11,0.47,21,9,20,16,24,0,24,13,969,23,93,327,569,115,82,40.2,47.6,576,2092,72,50,34,49,24,631,146,40,29,5,78,71,7,25,21.9,4
Jørgen Strand Larsen,no NOR,Wolves,FW,25-085,32,29,2463,13,2,4,0,10.0,2.4,16,28,106,0.48,0.07,0.37,0.09,,,,,60.4,1.17,0.25,11.4,272,63.1,657,70.5,63.2,70.0,19,18,4,1,28,40,1.46,5,0.18,9,6,27,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,446,16,13,9,88,32,507,106,46,18,14,6,42,66,96,40.7,4
Kai Havertz,de GER,Arsenal,"FW,MF",25-325,21,21,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,,,,,40.4,1.03,0.17,11.7,401,78.5,1010,84.1,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9,4
Kaoru Mitoma,jp JPN,Brighton,"FW,MF",27-347,33,28,2521,9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.31,0.16,,,,,46.3,0.89,0.17,13.9,701,75.3,2069,86.9,70.5,44.0,35,34,32,8,82,83,2.96,8,0.29,43,26,46,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,3663,138,76,55,49,22,911,277,39,23,5,72,92,24,27,47.1,4
Kevin De Bruyne,be BEL,Manchester City,"MF,FW",33-308,24,16,1455,3,7,2,0,3.4,7.6,47,128,132,0.19,0.43,0.21,0.47,,,,,27.1,0.8,0.06,21.9,756,75.6,3720,85.1,76.7,58.1,51,75,48,10,128,101,6.24,11,0.68,15,8,21,17,8,0,8,7,1153,10,70,391,702,66,30,40.0,46.7,677,1825,47,43,18,24,25,862,132,14,16,5,115,53,4,14,22.2,4
Kevin Schade,de GER,Brentford,FW,23-156,34,22,1998,8,2,3,0,6.5,3.4,56,32,144,0.36,0.09,0.29,0.15,,,,,43.5,0.9,0.17,11.9,287,58.9,1252,69.0,60.8,41.5,20,29,9,3,32,50,2.25,9,0.41,34,23,20,8,15,2,13,5,780,37,128,217,450,124,79,36.7,55.7,395,1260,56,26,34,52,34,484,144,19,33,13,36,76,76,63,54.7,4
Leandro Trossard,be BEL,Arsenal,FW,30-149,34,25,2264,8,5,4,1,6.6,5.1,71,91,202,0.32,0.2,0.26,0.2,,,,,30.3,0.8,0.12,16.0,616,73.6,2709,84.8,76.0,51.2,36,40,41,9,91,78,3.1,6,0.24,25,16,31,22,28,0,28,9,1118,15,117,350,667,137,70,41.4,44.3,710,1879,71,47,27,53,42,836,202,24,41,5,78,90,6,21,22.2,4
Liam Delap,eng ENG,Ipswich Town,FW,22-083,33,30,2424,12,2,9,0,9.1,1.9,59,30,104,0.45,0.07,0.34,0.07,,,,,43.5,1.0,0.16,15.9,208,61.0,639,70.3,63.1,39.1,20,16,6,0,30,60,2.23,7,0.26,10,7,14,12,8,0,8,2,647,29,78,270,320,87,82,46.3,42.7,424,1511,59,45,28,96,55,507,104,65,48,13,5,64,52,67,43.7,4
Luis Díaz,co COL,Liverpool,FW,28-109,33,26,2225,12,5,2,0,10.0,4.9,103,103,269,0.49,0.2,0.4,0.2,,,,,41.5,1.09,0.18,13.5,697,84.3,2406,88.6,86.0,82.4,54,45,43,6,103,116,4.69,16,0.65,33,21,34,21,18,0,18,7,1109,15,78,382,668,155,111,45.9,43.2,733,2803,103,53,55,51,43,878,269,48,30,10,30,98,12,33,26.7,4
Marcus Tavernier,eng ENG,Bournemouth,"FW,MF",26-041,25,16,1580,3,5,5,0,5.2,2.8,39,99,103,0.17,0.28,0.3,0.16,,,,,31.3,0.85,0.06,20.5,530,72.4,2695,85.9,78.2,43.6,36,61,29,9,99,82,4.67,10,0.57,39,23,25,16,15,3,12,4,956,18,108,358,511,49,52,42.3,51.9,540,1569,39,37,7,36,43,612,103,25,20,4,89,96,24,31,43.6,4
Matheus Cunha,br BRA,Wolves,"MF,FW",25-340,29,26,2341,15,6,3,0,7.9,7.3,103,129,144,0.58,0.23,0.3,0.28,,,,,42.1,1.54,0.16,20.6,727,72.0,3990,85.3,75.8,45.6,51,88,54,10,129,117,4.5,16,0.62,35,21,35,24,19,1,18,16,1393,22,171,643,627,113,126,45.2,43.7,800,3062,103,88,35,70,47,939,144,39,69,8,120,120,10,27,27.0,4
Mohamed Salah,eg EGY,Liverpool,FW,32-321,34,34,3011,28,18,1,0,23.9,12.8,142,129,425,0.84,0.54,0.71,0.38,,,,,42.3,1.4,0.17,14.8,811,71.3,3442,83.7,69.9,58.9,80,49,82,13,129,153,4.57,26,0.78,20,11,16,9,11,0,11,7,1526,10,88,464,993,320,123,44.7,52.0,1046,3303,142,54,113,105,62,1276,425,22,33,16,67,93,9,12,42.9,4
Mohammed Kudus,gh GHA,West Ham,"FW,MF",24-273,28,28,2331,4,2,1,1,6.5,2.3,88,74,194,0.15,0.08,0.25,0.09,,,,,29.9,0.77,0.06,15.6,640,83.6,1669,90.0,89.3,68.5,27,42,26,12,74,95,3.67,6,0.23,33,19,27,17,23,1,22,4,1141,12,158,466,558,115,188,44.7,46.3,748,2317,88,56,39,66,88,888,194,35,58,18,70,125,10,35,22.2,4
Morgan Rogers,eng ENG,Aston Villa,"FW,MF",22-280,33,33,2763,8,8,9,0,6.1,6.9,102,113,171,0.26,0.26,0.2,0.22,,,,,36.5,0.62,0.15,15.8,606,73.9,3021,81.4,76.6,80.0,45,69,51,2,113,95,3.1,13,0.42,35,18,38,20,24,7,17,5,1229,36,182,535,537,133,145,41.4,45.5,718,2908,102,62,32,102,67,866,171,46,47,2,21,103,11,43,20.4,4
Nicolas Jackson,sn SEN,Chelsea,FW,23-316,28,26,2114,10,5,7,0,12.2,4.3,46,37,125,0.43,0.21,0.52,0.18,,,,,43.2,1.36,0.14,12.7,291,76.2,850,81.9,78.0,64.3,28,22,10,1,37,68,2.9,10,0.43,19,11,8,5,13,2,11,3,658,19,46,272,349,137,59,30.5,50.8,401,1293,46,24,30,65,39,490,125,32,29,19,3,44,18,35,34.0,4
Noni Madueke,eng ENG,Chelsea,FW,23-053,28,23,1723,7,3,3,0,8.2,3.9,133,63,208,0.37,0.16,0.43,0.2,,,,,41.1,1.57,0.1,14.6,452,77.5,1677,86.5,76.1,56.4,28,12,33,8,63,72,3.76,8,0.42,22,15,33,20,14,0,14,8,837,18,83,237,531,163,84,42.9,46.4,562,2970,133,43,80,41,24,646,208,20,24,4,58,67,10,15,40.0,4
Ollie Watkins,eng ENG,Aston Villa,FW,29-123,34,27,2263,15,7,2,0,14.5,2.9,50,28,143,0.6,0.28,0.58,0.12,,,,,42.1,1.27,0.17,12.2,277,73.7,579,78.8,81.1,75.0,22,11,11,0,28,50,1.99,11,0.44,9,6,11,8,11,3,8,7,620,17,46,223,360,153,38,23.7,65.8,363,1022,50,21,35,51,44,486,143,27,29,12,7,39,46,61,43.0,4
Pedro Neto,pt POR,Chelsea,FW,25-054,31,20,1923,4,4,8,0,2.8,5.4,110,56,220,0.19,0.19,0.13,0.25,,,,,31.4,0.75,0.08,18.9,618,78.5,2121,92.8,81.3,47.8,42,28,33,21,56,83,3.88,7,0.33,21,9,18,11,12,2,10,8,1008,11,87,295,642,102,91,31.9,44.0,655,2841,110,51,38,39,24,734,220,18,29,3,131,70,10,26,27.8,4
Phil Foden,eng ENG,Manchester City,"MF,FW",24-339,25,19,1686,7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,,,,,30.8,0.85,0.13,18.5,742,84.0,2445,90.6,89.2,59.6,42,40,35,5,95,84,4.48,9,0.48,12,5,17,10,12,1,11,9,1074,13,81,374,628,79,39,33.3,53.8,676,1674,47,30,15,35,30,840,119,5,31,3,73,58,3,8,27.3,4
Raúl Jiménez,mx MEX,Fulham,FW,33-362,34,26,2134,10,3,4,0,11.2,2.9,32,55,117,0.42,0.13,0.47,0.12,,,,,32.5,1.14,0.08,14.3,409,71.4,1402,81.2,74.5,61.2,17,34,10,3,55,54,2.28,6,0.25,28,18,18,12,19,5,14,9,884,30,106,377,414,148,45,40.0,53.3,496,982,32,20,17,61,41,652,117,35,36,14,20,70,72,83,46.5,4
Son Heung-min,kr KOR,Tottenham,FW,32-298,28,23,2004,7,9,1,0,7.0,8.2,87,104,259,0.31,0.4,0.31,0.37,,,,,45.3,1.08,0.11,17.0,703,79.0,2671,89.7,80.0,48.0,50,36,51,6,104,116,5.21,15,0.67,17,9,23,18,10,0,10,5,1093,15,110,347,646,117,82,35.4,48.8,732,2334,87,45,40,25,29,837,259,5,28,11,75,81,6,11,35.3,4
Sávio,br BRA,Manchester City,"FW,MF",21-022,27,21,1734,1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,,,,,38.9,1.09,0.02,17.7,676,80.9,1700,89.8,80.1,57.4,44,19,47,8,66,107,5.55,15,0.78,22,16,18,9,13,2,11,6,1071,14,55,281,754,149,111,45.9,35.1,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3,4
Yankuba Minteh,gm GAM,Brighton,"FW,MF",20-284,28,16,1498,5,4,6,0,3.7,4.7,68,37,159,0.3,0.24,0.22,0.29,,,,,46.4,0.78,0.18,13.6,283,61.7,1567,77.6,61.6,46.7,25,12,28,7,37,52,3.13,10,0.6,43,31,45,28,17,0,17,10,687,27,122,194,389,118,81,46.9,44.4,392,1681,68,18,54,42,19,405,159,17,9,4,73,73,16,25,39.0,4
Yoane Wissa,cd COD,Brentford,FW,28-241,31,30,2560,17,3,2,0,15.3,1.8,50,57,132,0.6,0.11,0.54,0.06,,,,,46.1,1.23,0.22,13.6,399,76.7,1398,85.7,75.5,59.5,23,41,9,1,57,60,2.11,8,0.28,21,11,25,15,28,7,21,8,822,31,126,334,375,140,44,29.5,50.0,483,1383,50,21,27,65,29,584,132,26,46,14,20,63,28,34,45.2,4
