Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Matt O'Riley,dk DEN,Brighton,MF,24-162,17,9,758,1,1,1,0,2.0,1.5,17,33,45,0.12,0.12,0.23,0.18,,,,,30.0,0.71,0.05,16.8,271,79.0,1176,90.8,80.4,51.9,16,26,7,0,33,35,4.16,4,0.48,15,9,12,8,6,3,3,12,437,16,66,194,179,36,12,58.3,33.3,232,471,17,11,6,14,3,259,45,11,11,1,42,23,4,7,36.4,5
Michail Antonio,jm JAM,West Ham,FW,35-035,14,11,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,,,,,21.1,0.43,0.05,12.6,114,60.6,424,72.2,59.7,71.0,9,11,6,2,18,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,29,13,9,35,19,221,59,12,7,4,25,22,17,22,43.6,5
Miguel Almirón,py PAR,Newcastle Utd,FW,31-081,9,1,157,0,0,0,0,0.5,0.3,3,6,18,0.0,0.0,0.3,0.15,,,,,33.3,1.15,0.0,14.2,54,81.8,219,92.9,81.3,33.3,3,3,1,0,6,8,4.59,0,0.0,3,2,3,1,2,0,2,0,81,1,10,35,36,9,2,50.0,50.0,54,93,3,3,2,0,2,59,18,1,3,2,0,4,0,2,0.0,5
Mikey Moore,eng ENG,Tottenham,"FW,MF",17-264,7,2,185,0,1,0,0,0.2,0.3,9,7,30,0.0,0.49,0.1,0.16,,,,,0.0,0.0,0.0,19.5,48,71.6,166,96.8,65.0,20.0,3,1,5,1,7,10,4.86,2,0.97,0,0,1,1,1,0,1,1,96,1,10,22,65,12,11,9.1,81.8,68,239,9,3,4,6,4,73,30,3,4,2,12,5,1,4,20.0,5
Mykhailo Mudryk,ua UKR,Chelsea,FW,24-117,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.0,0.0,0.15,0.58,,,,,100.0,0.6,0.0,11.6,28,66.7,165,70.8,66.7,50.0,2,2,2,1,5,6,3.6,0,0.0,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,7,8,0,3,7,42,12,2,2,1,7,9,2,4,33.3,5
Nathan Broadhead,wls WAL,Ipswich Town,"MF,FW",27-027,16,6,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.0,0.22,0.1,,,,,60.0,0.89,0.1,15.4,149,76.0,415,87.5,79.7,25.0,6,10,4,0,12,19,2.83,2,0.3,7,3,9,6,6,1,5,4,276,7,38,139,109,19,32,50.0,43.8,152,502,17,14,4,18,11,191,27,4,13,2,9,30,1,9,10.0,5
Niclas Füllkrug,de GER,West Ham,FW,32-082,14,4,589,3,2,2,0,1.9,1.9,6,9,21,0.46,0.31,0.29,0.29,,,,,38.5,0.76,0.23,10.4,84,64.6,211,73.6,57.5,50.0,13,8,4,0,9,18,2.75,2,0.31,2,2,3,1,1,0,1,0,184,14,17,92,76,32,4,25.0,75.0,73,154,6,3,2,12,5,130,21,14,4,7,1,10,26,36,41.9,5
Odsonne Édouard,fr FRA,Crystal Palace,"MF,FW",27-106,2,1,115,0,0,0,0,0.4,0.0,2,4,7,0.0,0.0,0.31,0.04,,,,,20.0,0.78,0.0,20.9,17,60.7,46,68.8,57.1,100.0,1,2,0,0,4,1,0.78,0,0.0,1,0,2,2,1,0,1,0,45,1,4,23,18,8,1,0.0,100.0,23,50,2,1,2,4,1,26,7,4,0,2,1,5,1,4,20.0,5
Omar Marmoush,eg EGY,Manchester City,"FW,MF",26-084,12,11,916,6,0,0,0,4.7,1.7,20,26,63,0.59,0.0,0.46,0.17,,,,,44.4,1.57,0.17,18.1,192,78.4,686,84.6,79.7,50.0,13,8,22,4,26,33,3.24,1,0.1,11,6,14,7,14,1,13,5,389,2,27,114,253,52,35,40.0,48.6,249,730,20,14,11,34,13,282,63,13,17,9,25,29,5,8,38.5,5
Pablo Sarabia,es ESP,Wolves,"MF,FW",32-356,20,6,690,3,2,3,0,2.9,1.6,12,48,51,0.39,0.26,0.38,0.21,,,,,47.1,1.04,0.18,18.9,247,69.4,1553,86.2,76.6,50.0,13,33,17,2,48,25,3.26,4,0.52,14,7,14,5,8,0,8,4,444,4,52,215,180,23,12,50.0,33.3,259,582,12,13,0,16,11,307,51,14,14,5,39,29,4,12,25.0,5
Patson Daka,zm ZAM,Leicester City,"FW,MF",26-205,20,5,647,1,0,0,0,1.3,0.1,9,8,33,0.14,0.0,0.17,0.01,,,,,26.7,0.56,0.07,14.8,100,71.9,254,80.3,72.1,100.0,1,6,1,0,8,10,1.39,1,0.14,17,9,17,10,7,1,6,1,234,8,38,108,92,27,15,13.3,66.7,132,280,9,6,4,18,10,156,33,11,16,3,3,17,10,27,27.0,5
Paul Onuachu,ng NGA,Southampton,FW,30-339,23,11,984,4,1,4,0,3.3,0.5,7,12,39,0.37,0.09,0.3,0.04,,,,,43.8,1.28,0.13,10.4,151,61.4,343,63.8,61.3,63.2,8,13,2,0,12,9,0.82,1,0.09,7,2,7,4,6,1,5,1,410,15,41,220,152,60,25,28.0,56.0,198,237,7,5,2,46,33,336,39,26,15,9,0,17,88,54,62.0,5
Philip Billing,dk DEN,Bournemouth,MF,28-325,10,1,184,0,0,1,0,0.6,1.1,3,15,13,0.0,0.0,0.28,0.54,,,,,20.0,0.49,0.0,17.9,70,68.6,400,84.3,70.4,26.7,9,9,7,2,15,16,7.83,0,0.0,14,5,4,1,3,0,3,5,148,5,20,72,57,12,3,33.3,0.0,58,163,3,1,1,7,4,75,13,3,2,0,10,14,6,4,60.0,5
Raheem Sterling,eng ENG,Arsenal,"FW,MF",30-145,15,6,432,0,2,1,0,1.3,0.5,25,17,71,0.0,0.42,0.27,0.1,,,,,0.0,0.0,0.0,15.0,138,77.1,352,86.7,74.5,66.7,8,4,9,2,17,18,3.75,3,0.62,8,4,8,4,3,0,3,1,241,2,8,51,185,35,23,39.1,34.8,172,681,25,9,15,11,14,183,71,12,3,4,14,13,1,3,25.0,5
Ramón Sosa,py PAR,Nott'ham Forest,"FW,MF",25-244,18,1,270,1,0,1,0,1.0,0.5,12,5,15,0.33,0.0,0.33,0.16,,,,,45.5,1.67,0.09,18.6,63,67.7,273,68.9,67.6,71.4,8,2,5,3,5,14,4.63,0,0.0,5,3,4,3,7,0,7,3,142,5,33,43,72,15,11,72.7,27.3,70,329,12,7,5,6,5,76,15,6,8,3,8,21,4,7,36.4,5
Rasmus Højlund,dk DEN,Manchester Utd,FW,22-087,29,20,1744,4,0,2,0,3.8,1.3,26,16,83,0.21,0.0,0.2,0.06,,,,,40.0,0.52,0.16,12.8,224,76.7,446,82.9,71.7,80.0,14,12,5,1,16,30,1.55,1,0.05,3,1,4,4,5,0,5,1,447,6,31,223,201,58,29,31.0,62.1,275,625,26,13,16,57,27,352,83,15,26,11,6,30,23,82,21.9,5
Reiss Nelson,eng ENG,Fulham,FW,25-143,11,5,487,1,1,1,0,1.1,1.0,45,35,63,0.18,0.18,0.2,0.18,,,,,50.0,1.11,0.08,15.4,232,86.6,761,92.5,84.6,63.2,13,7,15,3,35,31,5.73,1,0.18,8,6,13,8,11,0,11,5,347,5,30,110,212,35,35,37.1,37.1,259,960,45,25,21,14,8,274,63,6,9,1,23,29,0,4,0.0,5
Richarlison,br BRA,Tottenham,FW,27-357,12,3,408,4,1,2,0,3.6,0.9,8,10,19,0.88,0.22,0.78,0.2,,,,,46.7,1.54,0.27,8.4,56,65.1,272,76.3,58.6,75.0,4,7,4,2,10,8,1.76,1,0.22,4,3,1,1,1,1,0,0,144,8,19,68,58,26,13,7.7,84.6,72,142,8,8,3,7,7,101,19,6,9,1,7,8,8,17,32.0,5
Rodrigo Gomes,pt POR,Wolves,"DF,FW",21-299,21,6,647,2,0,0,0,0.6,0.9,22,24,64,0.28,0.0,0.08,0.13,,,,,50.0,0.42,0.33,17.3,166,66.7,868,78.0,69.4,26.1,12,10,12,4,24,21,2.93,0,0.0,19,12,17,8,8,1,7,5,337,22,81,115,148,26,14,35.7,42.9,173,740,22,16,7,15,7,197,64,2,5,0,19,24,6,15,28.6,5
Rodrigo Muniz,br BRA,Fulham,FW,23-363,31,8,964,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,,,,,48.7,1.77,0.21,12.0,92,64.8,528,67.6,68.9,84.6,7,13,3,0,27,17,1.59,2,0.19,10,5,4,0,9,2,7,5,311,14,27,161,127,55,18,33.3,50.0,157,187,6,4,3,47,24,237,31,11,31,3,1,14,67,63,51.5,5
Ross Barkley,eng ENG,Aston Villa,MF,31-148,17,3,563,3,1,3,0,1.7,0.6,14,33,9,0.48,0.16,0.27,0.1,,,,,33.3,0.8,0.2,14.0,322,86.1,1179,88.4,91.9,68.4,9,29,6,0,33,17,2.72,3,0.48,13,3,13,4,9,3,6,10,438,16,69,260,115,18,10,80.0,20.0,259,643,14,13,2,6,8,308,9,8,3,0,1,40,6,4,60.0,5
Ryan Sessegnon,eng ENG,Fulham,"FW,DF",24-349,12,5,414,4,2,0,0,1.6,0.9,12,14,47,0.87,0.43,0.34,0.19,,,,,53.8,1.52,0.31,12.6,108,74.5,425,84.5,68.3,55.6,9,7,3,1,14,15,3.25,3,0.65,19,10,13,8,9,0,9,2,230,10,51,79,105,35,14,35.7,50.0,116,392,12,8,8,13,6,134,47,14,4,1,13,20,7,9,43.8,5
Sammie Szmodics,ie IRL,Ipswich Town,"FW,MF",29-220,19,13,979,4,0,2,0,3.4,0.2,16,18,46,0.37,0.0,0.31,0.02,,,,,57.1,1.1,0.19,14.0,144,74.2,702,87.0,84.4,51.7,4,10,4,1,18,9,0.83,0,0.0,15,9,23,17,10,2,8,6,309,17,80,119,116,33,12,33.3,50.0,174,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3,5
Simon Adingra,ci CIV,Brighton,"FW,MF",23-121,25,9,888,2,1,0,0,2.2,1.8,35,14,114,0.2,0.1,0.22,0.18,,,,,28.0,0.71,0.08,16.2,232,74.8,695,86.1,73.4,53.8,13,5,12,5,14,38,3.86,7,0.71,21,13,21,12,11,0,11,8,457,6,59,142,261,62,46,43.5,56.5,301,968,35,17,19,33,10,316,114,10,2,2,34,38,5,3,62.5,5
Solly March,eng ENG,Brighton,"FW,MF",30-286,8,1,168,0,0,2,0,0.1,0.3,5,2,20,0.0,0.0,0.05,0.15,,,,,0.0,0.0,0.0,22.5,60,63.2,222,87.5,57.1,38.9,3,2,4,4,2,7,3.77,2,1.08,6,3,8,3,3,0,3,2,118,3,12,33,73,7,4,25.0,75.0,57,167,5,2,3,3,1,67,20,2,2,3,20,7,1,2,33.3,5
Taiwo Awoniyi,ng NGA,Nott'ham Forest,FW,27-263,25,3,408,1,0,0,0,2.1,0.1,6,7,20,0.22,0.0,0.47,0.02,,,,,40.0,0.88,0.1,12.6,61,64.2,157,72.4,56.0,20.0,2,5,2,0,7,9,1.98,1,0.22,6,3,5,1,1,0,1,0,166,5,16,78,73,21,9,44.4,55.6,89,183,6,5,2,19,19,112,20,8,10,1,2,18,13,38,25.5,5
Tariq Lamptey,gh GHA,Brighton,DF,24-214,13,9,765,2,2,0,0,0.4,0.8,25,12,40,0.24,0.24,0.05,0.09,,,,,33.3,0.24,0.33,18.5,314,82.4,1213,93.4,80.0,51.4,5,11,5,4,12,15,1.76,3,0.35,14,10,22,15,12,5,7,6,489,25,147,208,137,9,27,33.3,55.6,267,893,25,13,2,9,4,276,40,12,10,0,24,35,1,12,7.7,5
Timo Werner,de GER,Tottenham,"FW,MF",29-057,18,4,516,0,3,0,0,1.0,2.5,42,30,89,0.0,0.52,0.17,0.44,,,,,37.5,0.52,0.0,18.2,158,66.9,597,82.5,70.9,38.9,10,3,15,2,30,18,3.13,3,0.52,6,4,13,10,10,1,9,1,298,8,24,78,203,33,19,52.6,42.1,215,1062,42,24,18,14,6,227,89,3,5,5,28,18,0,1,0.0,5
Tyrique George,eng ENG,Chelsea,FW,19-087,7,0,103,1,1,1,0,0.2,0.7,9,2,18,0.87,0.87,0.17,0.63,,,,,33.3,0.87,0.33,15.0,38,82.6,72,91.3,82.4,0.0,5,0,1,0,2,6,5.24,1,0.87,2,0,3,1,0,0,0,1,56,1,10,14,33,8,4,75.0,25.0,38,208,9,1,5,1,0,44,18,2,0,1,3,3,0,3,0.0,5
Wes Burns,wls WAL,Ipswich Town,"FW,DF",30-160,18,12,926,0,1,1,0,0.5,1.6,38,8,65,0.0,0.1,0.05,0.16,,,,,14.3,0.1,0.0,18.3,153,60.5,597,80.4,65.4,38.9,10,8,8,7,8,16,1.55,1,0.1,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,37.5,58.3,216,696,38,13,10,17,13,220,65,4,11,0,46,50,8,21,27.6,5
William Osula,dk DEN,Newcastle Utd,FW,21-271,12,0,104,1,0,0,0,0.1,0.1,2,2,12,0.87,0.0,0.1,0.08,,,,,33.3,0.87,0.33,14.5,11,61.1,33,61.5,50.0,,1,0,1,0,2,2,1.73,0,0.0,1,0,2,2,0,0,0,4,41,1,2,17,22,4,6,50.0,50.0,25,55,2,1,0,5,5,27,12,2,1,1,1,2,4,1,80.0,5
