Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Carlos Baleba,cm CMR,Brighton,MF,21-119,30,27,2313,3,1,8,1,3.0,1.3,40,111,26,0.12,0.04,0.12,0.05,,,,,27.5,0.43,0.08,25.1,1018,87.7,4360,92.7,91.7,64.3,20,103,22,2,111,60,2.34,4,0.16,71,41,72,28,43,10,33,40,1506,84,361,891,293,11,51,58.8,35.3,857,2564,40,40,3,36,35,913,26,38,43,0,8,172,38,23,62.3,1
Carlos Soler,es ESP,West Ham,"MF,FW",28-120,28,14,1347,1,1,5,0,1.7,1.2,16,52,33,0.07,0.07,0.11,0.08,,,,,29.2,0.47,0.04,19.1,530,85.1,2216,94.4,85.7,53.7,14,41,11,0,52,46,3.08,2,0.13,13,10,22,16,19,6,13,8,738,26,172,384,187,22,18,44.4,50.0,338,714,16,16,4,11,14,502,33,24,17,0,31,63,9,11,45.0,1
Casemiro,br BRA,Manchester Utd,MF,33-068,22,16,1335,1,0,3,0,1.7,2.3,4,70,26,0.07,0.0,0.11,0.15,,,,,28.6,0.54,0.04,18.8,670,78.5,3522,86.4,83.7,59.8,20,68,20,6,70,49,3.31,3,0.2,77,46,66,25,33,10,23,12,1091,69,327,555,217,38,6,50.0,50.0,575,823,4,10,0,10,10,697,26,17,18,3,19,89,31,17,64.6,1
Christian Nørgaard,dk DEN,Brentford,MF,31-053,30,30,2459,5,2,6,1,3.7,0.8,12,126,34,0.18,0.07,0.14,0.03,,,,,32.4,0.4,0.15,14.6,1012,81.7,5593,87.2,85.9,58.6,16,124,23,3,126,48,1.76,9,0.33,73,45,68,26,48,18,30,43,1572,158,543,751,293,51,12,50.0,33.3,719,1163,12,12,4,31,18,940,34,39,26,1,14,175,42,29,59.2,1
Curtis Jones,eng ENG,Liverpool,"MF,DF",24-092,29,16,1438,3,3,3,1,4.1,1.0,23,85,67,0.19,0.19,0.26,0.06,,,,,38.7,0.75,0.1,16.9,821,93.2,2386,96.9,92.5,75.6,19,60,16,0,85,41,2.57,7,0.44,34,18,23,8,15,7,8,5,1040,27,160,555,331,50,16,62.5,31.3,632,1383,23,15,5,22,29,781,67,15,23,1,6,78,13,12,52.0,1
Daichi Kamada,jp JPN,Crystal Palace,MF,28-270,30,13,1338,0,0,3,1,1.0,1.8,23,73,52,0.0,0.0,0.07,0.12,,,,,23.5,0.27,0.0,19.4,511,79.5,2137,87.9,82.0,55.1,19,39,13,2,73,46,3.09,3,0.2,43,25,37,25,19,4,15,16,804,18,172,420,217,28,13,30.8,53.8,403,949,23,17,4,13,18,518,52,25,17,2,27,67,3,12,20.0,1
Destiny Udogie,it ITA,Tottenham,DF,22-155,24,23,1834,0,1,2,0,0.3,1.5,54,120,93,0.0,0.05,0.01,0.07,,,,,20.0,0.05,0.0,15.1,947,87.4,4612,91.3,90.4,80.0,16,88,6,1,120,35,1.72,3,0.15,74,47,47,14,40,6,34,21,1336,60,377,591,383,49,32,40.6,50.0,735,2290,54,39,12,32,19,796,93,29,38,2,19,109,13,13,50.0,1
Djed Spence,eng ENG,Tottenham,DF,24-266,21,16,1514,1,2,4,1,0.6,1.7,53,98,68,0.06,0.12,0.03,0.1,,,,,30.0,0.18,0.1,23.9,875,86.0,3709,93.6,86.8,54.4,10,73,17,7,98,26,1.55,5,0.3,39,30,25,6,22,9,13,17,1234,67,415,562,277,24,69,49.3,40.6,709,2295,53,40,7,25,27,776,68,19,23,2,23,91,17,12,58.6,1
Edson Álvarez,mx MEX,West Ham,MF,27-190,25,19,1633,0,1,8,1,0.3,0.8,21,75,18,0.0,0.06,0.02,0.04,,,,,9.1,0.06,0.0,26.7,763,85.7,3657,88.8,89.7,73.5,11,80,11,3,75,25,1.38,2,0.11,44,23,33,18,21,8,13,16,1101,61,323,612,174,12,31,45.2,38.7,603,1528,21,20,2,25,13,734,18,37,18,4,6,78,28,20,58.3,1
Emerson Palmieri,it ITA,West Ham,DF,30-272,29,25,2015,2,1,5,0,2.0,1.5,44,64,82,0.09,0.04,0.09,0.07,,,,,43.8,0.31,0.13,19.0,827,79.9,4432,89.8,81.2,42.4,16,49,13,5,64,41,1.83,2,0.09,57,29,44,19,32,8,24,20,1277,82,412,532,348,27,30,33.3,56.7,533,1666,44,25,8,24,7,713,82,24,13,0,63,84,16,18,47.1,1
Emile Smith Rowe,eng ENG,Fulham,MF,24-278,30,23,1852,6,2,2,0,4.4,1.1,50,120,113,0.29,0.1,0.21,0.05,,,,,29.4,0.49,0.18,15.4,834,90.0,2309,92.0,95.4,69.2,18,74,15,1,120,65,3.16,11,0.53,30,17,24,16,20,2,18,11,1112,20,153,525,444,55,33,48.5,45.5,721,1832,50,38,11,32,13,853,113,17,12,4,13,69,6,17,26.1,1
Facundo Buonanotte,ar ARG,Leicester City,"FW,MF",20-130,29,14,1474,4,2,7,0,3.8,3.1,38,52,69,0.24,0.12,0.23,0.19,,,,,29.4,0.61,0.12,17.8,430,76.6,1709,85.7,81.9,48.6,24,40,13,2,52,50,3.05,4,0.24,53,32,67,46,32,6,26,11,850,26,127,436,300,36,79,32.9,62.0,465,1321,38,26,8,53,39,515,69,35,33,3,41,77,17,35,32.7,1
Flynn Downes,eng ENG,Southampton,MF,26-102,23,21,1791,1,0,10,0,0.6,1.1,24,59,28,0.05,0.0,0.03,0.05,,,,,30.0,0.15,0.1,18.7,851,89.8,2528,92.6,91.8,67.4,15,52,11,0,59,30,1.51,2,0.1,43,23,32,18,22,6,16,30,1136,76,343,605,197,20,14,35.7,50.0,540,1551,24,21,4,12,17,805,28,45,33,0,3,73,13,13,50.0,1
Harry Winks,eng ENG,Leicester City,MF,29-089,22,17,1538,0,2,4,0,0.2,1.2,19,101,11,0.0,0.12,0.01,0.07,,,,,40.0,0.23,0.0,29.2,910,87.1,5048,92.2,91.2,57.9,17,110,7,5,101,39,2.28,3,0.18,24,11,30,17,19,7,12,9,1158,49,275,746,151,1,12,25.0,66.7,696,1522,19,13,0,13,8,827,11,9,13,0,34,106,8,6,57.1,1
Idrissa Gana Gueye,sn SEN,Everton,MF,35-218,33,31,2705,0,3,8,0,1.1,1.7,24,126,23,0.0,0.1,0.04,0.06,,,,,18.5,0.17,0.0,25.2,1062,86.5,4729,90.7,90.5,74.0,19,130,10,3,126,56,1.86,3,0.1,123,74,87,33,44,9,35,41,1571,68,382,891,307,19,36,47.2,47.2,732,1501,24,25,4,30,33,895,23,51,39,0,7,177,22,15,59.5,1
Iliman Ndiaye,sn SEN,Everton,FW,25-057,29,26,2162,7,0,3,0,5.2,1.6,79,45,106,0.29,0.0,0.22,0.07,,,,,41.9,0.54,0.16,17.3,514,80.6,1590,86.0,85.8,68.0,17,34,14,5,45,58,2.42,5,0.21,47,25,44,25,25,4,21,17,956,32,197,397,410,74,134,45.5,47.0,552,2169,79,40,29,48,38,582,106,21,46,5,35,160,5,17,22.7,1
Jack Harrison,eng ENG,Everton,FW,28-163,30,22,1887,1,0,0,0,3.3,3.7,62,45,116,0.05,0.0,0.16,0.18,,,,,22.2,0.29,0.04,16.3,374,63.2,2210,81.4,68.6,34.0,32,26,24,10,45,53,2.53,4,0.19,30,21,40,26,18,2,16,9,862,31,144,304,421,62,71,31.0,57.7,473,1439,62,32,14,50,37,556,116,13,26,4,115,65,4,26,13.3,1
Jack Hinshelwood,eng ENG,Brighton,"DF,MF",20-021,22,20,1676,2,2,5,0,1.5,1.3,16,60,46,0.11,0.11,0.08,0.07,,,,,42.9,0.32,0.14,14.3,800,83.4,2932,91.2,84.4,54.0,15,33,9,2,60,33,1.77,3,0.16,26,18,26,15,8,3,5,14,1100,49,307,505,293,26,9,11.1,77.8,539,1084,16,19,1,16,2,686,46,15,6,0,26,55,19,14,57.6,1
Jacob Ramsey,eng ENG,Aston Villa,"FW,MF",23-339,26,18,1485,1,3,2,0,1.4,2.1,57,64,103,0.06,0.18,0.09,0.12,,,,,23.5,0.24,0.06,16.1,470,85.5,1446,92.0,84.2,73.7,18,30,20,1,64,49,2.97,8,0.48,29,15,20,10,21,3,18,7,712,12,134,252,338,66,42,57.1,23.8,466,1598,57,31,19,39,21,542,103,12,24,5,10,74,6,10,37.5,1
James Justin,eng ENG,Leicester City,DF,27-068,32,30,2579,2,1,5,0,1.5,0.6,37,86,92,0.07,0.03,0.05,0.02,,,,,25.0,0.21,0.08,16.0,1052,77.6,5067,86.6,84.1,34.7,13,71,21,7,86,31,1.08,1,0.03,48,29,49,22,39,13,26,42,1714,131,594,768,362,37,29,31.0,44.8,770,1559,37,25,4,31,13,951,92,21,34,2,53,75,58,46,55.8,1
Jean-Ricner Bellegarde,fr FRA,Wolves,"MF,FW",26-309,31,18,1486,2,6,3,0,1.3,3.6,47,36,81,0.12,0.36,0.08,0.22,,,,,25.0,0.3,0.1,21.7,403,79.2,1223,89.4,80.9,57.7,26,27,15,7,36,53,3.21,10,0.61,33,19,18,6,18,3,15,10,724,23,126,328,286,41,58,22.4,53.4,446,1375,47,34,10,36,23,500,81,29,39,1,38,55,8,18,30.8,1
Jefferson Lerma,co COL,Crystal Palace,"MF,DF",30-189,29,23,2030,0,1,8,0,1.0,1.5,11,86,24,0.0,0.04,0.04,0.06,,,,,29.2,0.31,0.0,19.4,775,75.5,4683,86.8,81.3,46.7,9,83,17,2,86,42,1.86,3,0.13,30,15,33,16,32,15,17,36,1269,95,403,653,223,26,12,50.0,33.3,596,1004,11,10,0,14,15,745,24,34,35,0,11,139,39,38,50.6,1
Jens Cajuste,se SWE,Ipswich Town,MF,25-265,26,23,1774,1,0,2,0,0.5,0.6,23,46,16,0.05,0.0,0.02,0.03,,,,,10.0,0.05,0.1,21.3,572,82.4,1907,88.8,85.7,50.0,11,45,5,1,46,30,1.52,1,0.05,39,19,47,28,24,9,15,25,904,59,261,475,182,11,45,53.3,33.3,420,1175,23,21,3,21,14,521,16,21,21,0,9,98,12,20,37.5,1
Jesper Lindstrøm,dk DEN,Everton,FW,25-062,25,15,1239,0,1,2,0,2.1,2.0,30,25,81,0.0,0.07,0.15,0.15,,,,,35.7,0.73,0.0,21.0,297,69.4,1335,86.2,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,15,10,1,71,70,6,12,33.3,1
Joe Aribo,ng NGA,Southampton,"MF,DF",28-285,30,20,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0.0,0.13,0.07,,,,,41.2,0.33,0.18,14.0,878,88.5,2506,91.3,90.9,68.9,16,50,4,1,71,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,1923,35,28,12,25,16,879,64,20,28,1,10,110,25,21,54.3,1
John McGinn,sct SCO,Aston Villa,"MF,FW",30-196,30,24,1992,1,3,7,0,2.9,3.4,30,90,70,0.05,0.14,0.13,0.15,,,,,19.2,0.23,0.04,16.2,635,82.8,2779,91.6,86.5,59.8,27,60,27,7,90,66,2.98,6,0.27,31,22,26,15,20,2,18,14,965,27,154,514,307,52,43,39.5,27.9,530,1142,30,16,6,33,25,677,70,43,63,3,50,92,15,10,60.0,1
Jordan Ayew,gh GHA,Leicester City,"FW,MF",33-233,26,15,1356,4,0,5,0,2.9,0.8,42,33,75,0.27,0.0,0.19,0.06,,,,,26.9,0.46,0.12,18.4,334,72.5,979,86.3,73.1,39.2,13,21,12,7,33,32,2.12,1,0.07,24,13,19,13,15,0,15,12,677,18,91,341,267,49,56,39.3,50.0,410,1261,42,30,9,51,32,454,75,28,45,5,52,84,33,54,37.9,1
Joël Veltman,nl NED,Brighton,DF,33-107,19,19,1643,0,0,4,0,0.5,0.5,29,79,32,0.0,0.0,0.03,0.03,,,,,16.7,0.05,0.0,19.7,716,80.0,3157,89.8,80.6,63.3,6,61,8,5,79,22,1.21,1,0.05,42,28,51,21,22,7,15,18,1097,64,327,540,240,10,15,26.7,33.3,524,1414,29,22,3,19,7,598,32,26,42,0,23,67,21,18,53.8,1
Jurriën Timber,nl NED,Arsenal,DF,23-319,30,27,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,,,,,28.6,0.15,0.07,14.1,1194,85.6,4642,91.0,86.0,52.9,17,107,17,2,146,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,57,27,11,33,24,1052,104,31,29,6,28,94,22,20,52.4,1
Kalvin Phillips,eng ENG,Ipswich Town,MF,29-151,18,14,1214,0,0,6,1,0.4,0.2,4,49,4,0.0,0.0,0.03,0.02,,,,,20.0,0.15,0.0,24.2,426,79.3,2418,82.9,86.6,62.1,5,48,6,1,49,17,1.26,3,0.22,34,19,38,23,35,6,29,19,722,60,220,388,118,4,12,41.7,50.0,302,541,4,5,0,24,10,383,4,28,19,0,18,68,7,21,25.0,1
Kenny Tete,nl NED,Fulham,DF,29-205,18,17,1438,0,2,3,0,1.2,0.9,33,46,45,0.0,0.13,0.08,0.05,,,,,9.1,0.13,0.0,16.1,645,81.2,3331,91.7,80.0,60.2,7,56,7,5,46,30,1.88,3,0.19,49,34,32,12,20,6,14,28,997,57,320,407,278,32,19,42.1,31.6,520,1210,33,20,7,16,10,575,45,25,14,0,26,61,18,12,60.0,1
Kieran Trippier,eng ENG,Newcastle Utd,DF,34-225,23,13,1192,0,3,1,0,0.1,1.3,25,106,52,0.0,0.23,0.01,0.1,,,,,0.0,0.0,0.0,22.2,942,82.1,5612,94.1,85.4,47.8,19,65,17,2,106,49,3.7,6,0.45,36,19,34,13,9,3,6,11,1267,45,354,550,371,12,7,57.1,42.9,562,1139,25,13,4,11,7,780,52,16,10,2,74,61,19,14,57.6,1
Kobbie Mainoo,eng ENG,Manchester Utd,MF,20-013,21,17,1416,0,0,5,0,0.6,1.6,21,56,38,0.0,0.0,0.04,0.1,,,,,15.4,0.13,0.0,20.8,627,86.1,2079,91.9,87.7,71.8,14,45,9,0,56,29,1.84,1,0.06,39,24,34,13,16,2,14,19,924,19,175,523,235,32,46,50.0,45.7,568,1089,21,14,10,30,32,656,38,26,19,2,4,77,18,27,40.0,1
Kristoffer Ajer,no NOR,Brentford,DF,27-015,21,17,1395,0,0,5,0,0.8,1.2,27,52,42,0.0,0.0,0.05,0.08,,,,,37.5,0.19,0.0,10.2,483,78.2,2707,86.6,79.7,49.1,8,41,7,4,52,18,1.16,2,0.13,25,17,26,12,17,4,13,12,765,52,257,356,158,35,16,43.8,50.0,376,1171,27,11,2,15,12,477,42,12,6,1,14,42,27,22,55.1,1
Leif Davis,eng ENG,Ipswich Town,DF,25-110,31,30,2563,1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,,,,,14.3,0.07,0.07,20.4,854,71.5,5905,86.0,77.4,37.3,54,30,26,11,55,85,2.98,4,0.14,45,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,1940,48,27,10,36,14,770,117,25,30,3,148,111,33,22,60.0,1
Lesley Ugochukwu,fr FRA,Southampton,MF,21-037,23,15,1447,1,1,5,0,0.8,1.0,27,48,20,0.06,0.06,0.05,0.06,,,,,11.1,0.06,0.11,18.4,536,84.5,1847,87.5,91.9,57.1,14,50,6,1,48,23,1.43,1,0.06,46,22,32,15,25,9,16,12,793,45,191,446,162,23,26,69.2,26.9,431,1122,27,14,6,12,10,538,20,26,14,0,6,59,18,17,51.4,1
Lucas Bergvall,se SWE,Tottenham,MF,19-089,27,11,1212,0,1,3,0,0.7,0.6,33,49,31,0.0,0.07,0.05,0.04,,,,,16.7,0.15,0.0,19.9,629,87.4,2202,91.9,89.8,74.6,11,53,7,3,49,22,1.63,4,0.3,39,19,32,15,18,8,10,24,885,36,188,478,232,22,45,46.7,44.4,531,1634,33,21,4,20,19,586,31,20,17,0,21,73,9,8,52.9,1
Lucas Digne,fr FRA,Aston Villa,DF,31-286,30,27,2241,0,4,4,0,0.8,4.4,23,54,140,0.0,0.16,0.03,0.17,,,,,23.1,0.12,0.0,22.7,924,75.0,4806,88.2,78.6,39.7,35,43,29,18,54,63,2.53,5,0.2,62,36,62,20,23,4,19,25,1473,90,510,449,524,28,19,47.4,47.4,669,1319,23,14,4,17,15,804,140,20,14,7,138,98,34,26,56.7,1
Malo Gusto,fr FRA,Chelsea,DF,21-348,28,19,1819,0,1,4,0,1.7,1.2,48,118,84,0.0,0.05,0.08,0.06,,,,,18.2,0.2,0.0,21.3,1168,86.4,4800,93.1,88.2,61.3,20,107,18,6,118,56,2.77,4,0.2,43,28,47,23,29,8,21,23,1553,57,375,752,438,42,15,26.7,66.7,861,2170,48,35,8,16,17,1047,84,20,18,2,51,114,8,15,34.8,1
Manuel Ugarte Ribeiro,uy URU,Manchester Utd,MF,24-021,26,20,1616,1,1,9,0,1.0,1.1,12,55,19,0.06,0.06,0.05,0.06,,,,,16.7,0.17,0.06,22.0,715,87.5,2488,89.2,93.3,74.0,9,52,9,3,55,30,1.67,3,0.17,70,43,60,35,27,3,24,25,1047,40,300,575,190,15,31,54.8,32.3,599,1155,12,12,1,29,24,650,19,35,31,0,7,111,17,18,48.6,1
Marc Cucurella,es ESP,Chelsea,DF,26-284,32,29,2628,4,1,10,1,2.6,1.9,30,104,108,0.14,0.03,0.09,0.06,,,,,40.9,0.31,0.18,16.5,1529,88.0,6756,93.9,90.0,57.4,18,108,12,3,104,46,1.58,5,0.17,58,38,50,25,40,13,27,23,2014,100,603,933,486,72,13,30.8,53.8,864,2105,30,17,2,26,6,1259,108,33,32,3,29,110,29,51,36.3,1
Mario Lemina,ga GAB,Wolves,"MF,DF",31-243,17,15,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,,,,,27.8,0.33,0.06,21.9,493,80.4,2966,85.0,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0,1
Matheus Nunes,pt POR,Manchester City,"DF,MF",26-248,23,16,1404,1,5,4,0,0.9,4.2,56,66,151,0.06,0.32,0.06,0.27,,,,,42.9,0.19,0.14,18.3,885,86.5,2479,91.4,88.7,66.2,21,43,25,7,66,39,2.5,6,0.38,28,18,31,18,14,3,11,12,1166,35,207,442,522,53,33,45.5,39.4,717,1991,56,26,22,27,11,842,151,28,14,6,37,57,13,15,46.4,1
Matty Cash,pl POL,Aston Villa,DF,27-268,23,20,1710,1,1,6,0,0.3,1.1,44,38,70,0.05,0.05,0.02,0.06,,,,,40.0,0.21,0.1,19.0,607,78.6,2861,89.7,79.8,49.4,10,36,8,4,38,22,1.16,2,0.11,46,26,33,10,17,6,11,21,963,70,350,382,242,37,32,46.9,43.8,479,1576,44,33,4,17,6,547,70,24,15,1,30,61,17,19,47.2,1
Mikel Merino,es ESP,Arsenal,"MF,FW",28-314,25,15,1401,6,2,2,0,4.4,1.9,9,61,86,0.39,0.13,0.28,0.12,,,,,37.5,0.77,0.19,10.5,412,77.9,1613,87.0,78.3,53.3,15,33,24,4,61,39,2.51,4,0.26,38,22,29,14,17,5,12,13,709,35,127,300,291,72,17,41.2,35.3,349,638,9,12,4,21,22,460,86,35,20,7,12,76,57,52,52.3,1
Neco Williams,wls WAL,Nott'ham Forest,DF,24-019,31,24,2234,1,2,6,0,2.2,1.5,57,76,82,0.04,0.08,0.09,0.06,,,,,18.2,0.24,0.03,19.7,695,75.6,4284,89.9,71.9,40.4,15,54,18,7,76,44,1.77,5,0.2,73,44,70,27,39,9,30,24,1301,140,478,461,380,36,43,41.9,41.9,528,1804,57,26,14,25,17,601,82,22,37,1,43,94,35,28,55.6,1
Nicolás Domínguez,ar ARG,Nott'ham Forest,"MF,FW",26-308,30,19,1669,0,1,8,0,1.4,1.3,12,66,26,0.0,0.05,0.08,0.07,,,,,38.9,0.38,0.0,19.0,709,87.0,2951,91.8,89.8,58.3,13,71,9,1,66,31,1.67,0,0.0,75,40,64,35,34,11,23,27,1049,69,269,542,247,25,8,37.5,37.5,395,783,12,11,2,18,9,572,26,29,15,1,5,102,21,19,52.5,1
