Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Ali Al Hamadi,iq IRQ,Ipswich Town,FW,23-062,11,0,134,0,0,3,0,0.4,0.1,4,3,14,0.0,0.0,0.24,0.05,,,,,0.0,0.0,0.0,15.7,25,83.3,29,87.0,71.4,,2,0,0,0,3,8,5.37,0,0.0,1,0,2,2,0,0,0,0,53,2,6,20,30,9,7,57.1,42.9,29,111,4,3,4,7,4,36,14,8,3,1,0,4,5,9,35.7,0
Alisson,br BRA,Liverpool,GK,32-212,24,24,2148,0,0,0,0,0.0,0.6,0,0,0,0.0,0.0,0.0,0.02,0.84,71.8,37.5,,,0.0,,,630,83.1,9088,98.9,98.5,47.8,1,10,0,0,0,6,0.25,1,0.04,1,0,1,1,0,0,0,0,801,577,786,15,0,0,1,100.0,0.0,509,1152,0,0,0,1,0,485,0,0,2,0,0,41,6,0,100.0,0
Alphonse Areola,fr FRA,West Ham,GK,32-064,23,22,1990,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.72,63.1,18.2,,,0.0,,,615,70.4,11166,99.3,95.2,43.4,0,9,0,0,0,3,0.14,0,0.0,2,2,3,1,0,0,0,0,927,740,918,10,0,0,0,,,530,1174,0,0,0,0,0,481,0,0,0,0,0,27,2,0,100.0,0
André Onana,cm CMR,Manchester Utd,GK,29-030,33,33,2970,0,0,0,0,0.0,0.2,0,1,0,0.0,0.0,0.0,0.01,1.3,69.0,27.3,25.0,,0.0,,,920,73.1,13211,99.1,99.0,36.3,1,24,0,0,1,4,0.12,0,0.0,1,1,3,2,0,0,0,0,1323,1005,1302,22,0,0,0,,,932,2615,0,0,0,1,0,810,0,0,2,0,0,33,6,0,100.0,0
Andrés García,es ESP,Aston Villa,"DF,MF",22-084,7,5,318,0,0,0,0,0.0,0.2,26,15,28,0.0,0.0,0.01,0.05,,,,,0.0,0.0,0.0,26.6,174,86.6,577,92.7,90.2,53.8,3,9,8,5,15,3,0.85,0,0.0,9,5,8,4,2,0,2,2,256,8,38,108,112,2,18,27.8,66.7,159,673,26,13,2,10,6,168,28,1,0,0,18,15,0,6,0.0,0
Andy Irving,sct SCO,West Ham,MF,24-354,10,1,166,0,0,2,0,0.1,0.2,0,9,4,0.0,0.0,0.06,0.13,,,,,50.0,1.08,0.0,26.2,109,87.9,439,95.3,83.7,100.0,1,14,1,1,9,5,2.68,0,0.0,7,4,5,4,5,1,4,1,150,7,37,89,24,0,1,100.0,0.0,73,137,0,1,0,1,3,104,4,6,1,0,2,10,1,1,50.0,0
Antonín Kinský,cz CZE,Tottenham,GK,22-050,4,4,360,0,0,0,0,0.0,0.1,1,1,0,0.0,0.0,0.0,0.02,1.75,56.3,25.0,,,0.0,,,116,80.0,1686,100.0,96.1,47.9,1,2,0,0,1,1,0.25,0,0.0,3,1,1,0,0,0,0,0,156,134,154,2,0,0,0,,,97,267,1,0,0,0,0,98,0,0,0,0,0,4,2,0,100.0,0
Archie Gray,eng ENG,Tottenham,"DF,MF",19-051,24,15,1391,0,0,0,0,0.0,0.1,5,32,15,0.0,0.0,0.0,0.01,,,,,100.0,0.06,0.0,24.6,912,88.6,4908,92.6,92.9,60.7,2,37,0,0,32,5,0.32,0,0.0,12,6,16,10,19,10,9,12,1138,134,546,520,82,2,10,50.0,40.0,798,1496,5,5,0,9,10,860,15,9,11,0,12,57,9,8,52.9,0
Arijanet Muric,xk KVX,Ipswich Town,GK,26-176,18,18,1620,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.83,70.0,5.6,0.0,,0.0,,,454,71.7,8247,100.0,97.3,40.6,0,14,0,0,1,1,0.06,0,0.0,0,0,2,2,0,0,0,0,689,559,672,18,0,0,0,,,405,1178,0,0,0,3,1,321,0,0,4,0,0,26,11,1,91.7,0
Armando Broja,al ALB,Everton,FW,23-234,10,4,334,0,0,1,0,0.1,0.2,12,2,26,0.0,0.0,0.03,0.05,,,,,0.0,0.0,0.0,17.3,53,72.6,101,77.8,83.3,66.7,4,3,0,0,2,7,1.89,0,0.0,3,1,0,0,3,0,3,1,127,4,14,47,72,18,16,50.0,43.8,64,281,12,8,3,16,13,94,26,6,4,3,1,9,18,21,46.2,0
Armel Bella Kotchap,de GER,Southampton,DF,23-142,4,2,331,0,0,0,0,0.3,0.0,0,5,0,0.0,0.0,0.09,0.0,,,,,0.0,0.0,0.0,9.1,202,90.2,956,98.5,96.7,55.2,0,6,0,0,5,2,0.54,0,0.0,7,5,6,3,2,2,0,5,263,33,147,115,3,1,1,0.0,100.0,186,326,0,0,0,1,0,192,0,3,2,0,0,19,6,5,54.5,0
Axel Disasi,fr FRA,Aston Villa,DF,27-052,7,5,490,0,0,2,0,0.1,0.4,10,16,5,0.0,0.0,0.02,0.07,,,,,0.0,0.0,0.0,19.5,243,86.8,1517,94.5,89.7,53.3,3,14,3,0,16,9,1.65,0,0.0,8,5,7,4,4,1,3,5,334,32,130,178,29,6,15,60.0,40.0,207,621,10,8,2,3,2,223,5,3,2,2,1,15,8,6,57.1,0
Axel Disasi,fr FRA,Chelsea,DF,27-052,6,4,364,1,0,1,0,0.3,0.1,6,16,2,0.25,0.0,0.07,0.02,,,,,50.0,0.25,0.5,12.3,266,90.8,1367,94.4,92.9,69.2,2,20,2,0,16,2,0.49,0,0.0,7,4,11,5,4,1,3,2,323,17,110,175,40,2,1,100.0,0.0,196,519,6,3,0,1,3,242,2,2,0,0,0,15,5,2,71.4,0
Axel Tuanzebe,cd COD,Ipswich Town,DF,27-169,18,17,1445,0,1,5,1,0.2,0.3,9,45,8,0.0,0.06,0.01,0.02,,,,,0.0,0.0,0.0,15.7,535,83.1,3171,91.0,81.8,56.1,4,49,2,0,45,11,0.68,2,0.12,29,17,24,8,18,9,9,21,789,89,343,347,105,6,10,40.0,60.0,338,724,9,6,1,11,1,407,8,12,11,0,6,43,15,16,48.4,0
Ayden Heaven,eng ENG,Manchester Utd,DF,18-222,2,1,95,0,0,0,0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,,,,,,0.0,,,40,81.6,185,82.4,88.9,33.3,0,2,0,0,2,2,1.89,0,0.0,3,3,2,0,2,2,0,1,67,21,42,23,3,1,2,100.0,0.0,42,122,1,1,0,2,1,40,1,2,3,0,0,4,1,2,33.3,0
Bart Verbruggen,nl NED,Brighton,GK,22-257,32,32,2880,0,1,5,0,0.0,0.0,0,2,0,0.0,0.03,0.0,0.0,1.69,63.3,18.8,0.0,,0.0,,,919,78.0,14682,99.2,98.2,47.2,1,17,1,0,2,5,0.16,1,0.03,0,0,3,3,1,0,1,0,1258,999,1245,13,0,0,2,100.0,0.0,853,1588,0,1,1,2,0,815,0,0,2,0,0,58,10,1,90.9,0
Ben Brereton,cl CHI,Southampton,FW,26-014,10,4,449,0,0,1,0,0.9,0.1,12,9,42,0.0,0.0,0.18,0.02,,,,,9.1,0.2,0.0,17.3,128,77.1,383,87.4,67.9,63.6,3,9,2,1,9,9,1.8,0,0.0,3,2,9,8,2,1,1,0,206,4,19,76,112,20,4,25.0,50.0,136,394,12,13,4,9,4,171,42,4,8,1,5,16,9,7,56.3,0
Ben Chilwell,eng ENG,Crystal Palace,DF,28-132,6,0,139,0,0,1,0,0.1,0.2,2,3,10,0.0,0.0,0.05,0.13,,,,,50.0,0.65,0.0,27.6,45,65.2,155,83.9,64.0,11.1,2,4,2,0,3,3,1.93,0,0.0,4,4,3,3,3,1,2,4,98,6,35,43,25,1,5,40.0,40.0,39,146,2,1,0,2,2,42,10,2,2,2,3,12,3,3,50.0,0
Ben Davies,wls WAL,Tottenham,DF,32-008,13,11,1036,0,0,3,0,0.3,0.2,13,49,6,0.0,0.0,0.02,0.02,,,,,20.0,0.09,0.0,17.0,745,89.4,5624,93.4,94.7,65.3,2,41,2,0,49,8,0.69,0,0.0,13,9,13,7,23,15,8,11,965,169,502,419,44,12,1,100.0,0.0,558,1633,13,9,0,4,0,653,6,12,5,0,4,34,41,35,53.9,0
Ben Godfrey,eng ENG,Ipswich Town,DF,27-107,3,2,159,0,0,1,0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,,,,,,0.0,,,47,82.5,255,90.9,88.9,,0,5,1,0,4,1,0.57,0,0.0,1,0,1,0,1,1,0,2,68,6,26,33,9,1,0,,,33,79,2,2,0,2,1,42,1,1,0,0,0,2,3,0,100.0,0
Ben Mee,eng ENG,Brentford,DF,35-223,7,2,183,0,0,2,0,0.0,0.0,3,11,2,0.0,0.0,0.0,0.0,,,,,,0.0,,,93,77.5,688,89.5,85.0,40.0,0,10,0,0,11,0,0.0,0,0.0,2,2,1,0,3,3,0,4,138,18,66,62,11,3,0,,,78,274,3,1,1,0,0,86,2,5,0,0,0,11,5,5,50.0,0
Ben White,eng ENG,Arsenal,DF,27-206,13,9,856,0,1,2,0,0.4,0.8,10,42,27,0.0,0.11,0.04,0.09,,,,,14.3,0.11,0.0,19.1,421,83.9,2340,92.4,84.9,47.6,7,37,8,1,42,15,1.58,1,0.11,12,8,24,14,9,7,2,12,585,44,167,263,159,19,3,0.0,66.7,279,559,10,10,3,8,4,359,27,8,4,1,10,24,11,3,78.6,0
Benoît Badiashile,fr FRA,Chelsea,DF,24-037,5,3,334,0,0,0,0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,,,,,,0.0,,,273,89.8,1473,93.3,93.8,65.6,0,37,1,0,17,0,0.0,0,0.0,9,6,5,1,2,2,0,6,336,31,138,186,13,0,1,0.0,100.0,177,340,3,5,0,1,0,247,2,6,2,0,0,18,8,2,80.0,0
Bernd Leno,de GER,Fulham,GK,33-059,34,34,3060,0,1,4,0,0.0,0.1,0,0,0,0.0,0.03,0.0,0.0,1.35,68.3,14.7,0.0,,0.0,,,1030,81.2,14925,99.5,98.9,46.7,2,14,2,0,0,5,0.15,2,0.06,2,2,2,0,1,0,1,0,1328,1066,1318,10,0,0,0,,,879,1981,0,0,0,0,0,781,0,0,3,0,0,47,9,0,100.0,0
Billy Gilmour,sct SCO,Brighton,MF,23-325,2,1,98,0,0,0,0,0.1,0.0,2,11,2,0.0,0.0,0.07,0.0,,,,,0.0,0.0,0.0,25.5,58,86.6,346,94.7,81.8,57.1,0,12,2,0,11,3,2.76,0,0.0,3,3,4,1,1,0,1,0,73,2,14,46,13,0,2,50.0,50.0,44,117,2,0,0,0,0,58,2,2,3,0,1,5,0,0,,0
Caleb Okoli,it ITA,Leicester City,DF,23-293,18,12,1124,1,0,4,0,0.6,0.0,3,32,2,0.08,0.0,0.05,0.0,,,,,50.0,0.16,0.25,13.5,558,86.4,3849,91.3,91.0,55.4,0,21,1,0,32,4,0.32,0,0.0,25,14,18,7,24,14,10,15,804,152,450,324,35,10,0,,,467,1106,3,6,0,10,2,483,2,16,9,0,1,44,23,21,52.3,0
Callum Wilson,eng ENG,Newcastle Utd,FW,33-064,14,1,268,0,0,1,0,0.3,0.1,5,3,11,0.0,0.0,0.11,0.02,,,,,0.0,0.0,0.0,15.0,27,69.2,77,76.5,80.0,,1,1,0,0,3,6,2.01,0,0.0,2,2,2,2,2,0,2,1,71,1,5,41,28,15,5,20.0,40.0,36,92,5,4,5,10,8,42,11,2,1,3,2,10,2,12,14.3,0
Cameron Burgess,au AUS,Ipswich Town,DF,29-193,16,14,1361,0,1,0,0,0.7,0.5,2,40,4,0.0,0.07,0.05,0.03,,,,,11.1,0.07,0.0,9.7,542,80.8,4749,90.8,86.5,50.9,6,42,4,0,40,12,0.79,2,0.13,14,9,9,2,18,13,5,13,849,204,510,296,44,21,0,,,391,935,2,4,0,2,0,492,4,4,4,1,0,37,38,19,66.7,0
Caoimhín Kelleher,ie IRL,Liverpool,GK,26-160,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.2,67.6,40.0,100.0,,0.0,,,289,75.7,3968,100.0,100.0,31.9,0,6,0,0,0,3,0.3,1,0.1,0,0,0,0,0,0,0,0,398,286,396,2,0,0,1,100.0,0.0,290,616,0,0,0,1,0,275,0,0,3,0,0,18,1,0,100.0,0
Carlos Forbs,pt POR,Wolves,"MF,FW",21-044,10,1,239,0,0,2,0,0.1,0.0,10,8,28,0.0,0.0,0.05,0.01,,,,,0.0,0.0,0.0,19.1,60,65.9,228,76.5,73.1,20.0,1,2,3,1,8,5,1.89,1,0.38,8,5,6,2,3,0,3,1,121,3,23,39,60,13,12,58.3,41.7,75,321,10,3,8,7,4,85,28,2,1,0,9,11,1,3,25.0,0
Charlie Taylor,eng ENG,Southampton,DF,31-226,7,2,266,0,0,1,0,0.0,0.1,3,8,6,0.0,0.0,0.0,0.03,,,,,,0.0,,,154,87.0,691,94.0,89.5,70.6,1,8,2,1,8,2,0.68,1,0.34,7,5,6,1,5,3,2,3,219,21,93,91,36,1,2,100.0,0.0,91,155,3,3,0,1,1,133,6,2,2,0,9,7,4,2,66.7,0
Cheick Doucouré,ml MLI,Crystal Palace,MF,25-114,13,4,452,0,0,1,0,0.4,0.0,2,19,7,0.0,0.0,0.08,0.0,,,,,0.0,0.0,0.0,20.6,174,85.3,823,89.4,89.7,80.0,1,17,3,0,19,9,1.79,3,0.6,16,8,11,6,4,0,4,11,263,11,56,165,45,4,5,40.0,40.0,133,280,2,7,1,4,7,160,7,7,7,0,1,31,5,5,50.0,0
Chiedozie Ogbene,ie IRL,Ipswich Town,FW,28-001,5,3,238,0,0,0,0,0.0,0.1,7,0,15,0.0,0.0,0.0,0.03,,,,,,0.0,,,32,74.4,27,83.3,80.0,100.0,2,0,0,0,0,3,1.13,0,0.0,7,3,4,2,1,0,1,1,70,3,11,19,40,6,7,14.3,42.9,41,139,7,2,2,4,2,43,15,2,7,1,4,6,1,6,14.3,0
Chris Richards,us USA,Crystal Palace,DF,25-035,20,18,1562,1,0,4,1,1.2,0.1,5,34,1,0.06,0.0,0.07,0.01,,,,,50.0,0.29,0.1,11.8,583,81.1,3673,89.2,90.3,44.2,2,20,0,0,34,7,0.4,2,0.12,42,27,38,15,35,13,22,10,935,111,513,371,56,15,6,16.7,83.3,433,850,5,5,0,5,5,525,1,11,4,1,1,48,33,35,48.5,0
Christian Walton,eng ENG,Ipswich Town,GK,29-174,6,6,540,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.67,57.6,16.7,0.0,,0.0,,,152,67.3,2976,100.0,97.2,36.8,1,1,0,0,0,2,0.33,0,0.0,0,0,1,1,0,0,0,0,242,224,241,1,0,0,0,,,122,305,0,0,0,0,0,117,0,0,1,0,0,5,2,0,100.0,0
Conor Bradley,nir NIR,Liverpool,DF,21-297,15,4,533,0,1,3,0,0.6,0.5,26,25,27,0.0,0.17,0.1,0.08,,,,,33.3,0.51,0.0,14.3,358,83.8,1376,91.6,88.2,35.5,5,20,3,1,25,16,2.71,2,0.34,11,8,16,8,4,0,4,3,511,17,142,238,140,33,16,37.5,56.3,282,1012,26,17,7,8,2,322,27,8,10,0,5,34,7,6,53.8,0
Conor Coady,eng ENG,Leicester City,DF,32-066,18,15,1354,0,0,2,0,0.1,0.1,2,28,0,0.0,0.0,0.01,0.0,,,,,100.0,0.07,0.0,9.2,764,90.6,4968,96.7,96.8,52.9,1,31,2,0,28,4,0.27,0,0.0,12,8,5,2,26,19,7,11,958,186,521,421,17,6,2,50.0,50.0,636,1403,2,2,1,4,2,703,0,7,2,1,0,46,13,16,44.8,0
Conor Townsend,eng ENG,Ipswich Town,DF,32-059,6,3,335,0,1,1,0,0.0,0.7,2,8,13,0.0,0.27,0.01,0.18,,,,,0.0,0.0,0.0,16.7,80,63.0,756,82.1,74.5,29.2,4,7,2,2,8,5,1.34,1,0.27,11,8,11,3,8,6,2,4,172,28,87,50,38,5,0,,,53,136,2,2,0,2,2,75,13,2,4,0,12,8,6,4,60.0,0
Craig Dawson,eng ENG,Wolves,DF,34-361,15,10,971,0,0,2,0,0.5,0.0,6,20,5,0.0,0.0,0.05,0.0,,,,,20.0,0.09,0.0,8.5,484,86.6,3180,92.5,93.0,60.0,2,22,1,0,20,7,0.65,2,0.19,15,3,15,3,16,11,5,9,671,130,396,249,28,14,5,20.0,40.0,390,938,6,1,0,2,0,443,5,6,5,2,0,35,21,11,65.6,0
Danilo,br BRA,Nott'ham Forest,"MF,FW",24-003,7,5,267,0,0,0,0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,,,,,,0.0,,,89,78.1,534,84.3,83.7,60.0,0,13,0,0,11,7,2.37,2,0.68,6,3,4,2,2,1,1,3,140,8,50,78,13,0,6,50.0,50.0,49,61,2,0,0,6,0,83,1,1,0,0,3,18,1,1,50.0,0
Danny Ward,wls WAL,Leicester City,GK,31-314,2,1,135,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,,,0.0,,,41,77.4,949,100.0,100.0,55.6,0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,55,40,55,0,0,0,1,0.0,100.0,44,107,0,0,0,0,0,35,0,0,0,0,0,1,0,0,,0
David Raya,es ESP,Arsenal,GK,29-229,34,34,3060,0,0,2,0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.85,75.5,35.3,0.0,,0.0,,,945,74.7,15282,99.3,98.4,38.1,0,39,1,0,12,4,0.12,1,0.03,0,0,2,2,0,0,0,2,1321,772,1240,81,0,0,1,100.0,0.0,821,2479,0,0,0,1,0,756,0,1,8,0,0,38,10,0,100.0,0
Dean Henderson,eng ENG,Crystal Palace,GK,28-051,34,34,3060,0,0,3,0,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,1.38,66.9,29.4,50.0,0.0,0.0,0.0,14.9,672,61.8,12196,99.4,99.4,31.3,2,20,1,0,0,3,0.09,0,0.0,2,1,6,4,0,0,0,0,1173,954,1169,3,1,1,0,,,674,1919,0,0,0,2,0,510,0,0,0,0,0,25,11,1,91.7,0
Diego Carlos,br BRA,Aston Villa,DF,32-048,10,8,830,0,0,1,0,0.6,0.0,3,34,0,0.0,0.0,0.07,0.0,,,,,25.0,0.11,0.0,6.7,534,88.6,4103,91.4,94.2,65.1,0,23,1,0,34,4,0.43,0,0.0,8,3,6,2,13,7,6,5,674,86,331,330,15,6,2,100.0,0.0,419,1162,3,3,0,1,2,481,0,11,1,1,0,36,11,10,52.4,0
Diego Gómez,py PAR,Brighton,MF,22-036,12,4,440,0,0,0,0,0.4,0.5,5,20,14,0.0,0.0,0.09,0.1,,,,,0.0,0.0,0.0,21.5,206,79.8,743,85.8,84.1,52.2,5,12,5,1,20,14,2.86,3,0.61,17,10,18,9,11,0,11,7,342,18,79,184,83,5,12,50.0,50.0,161,254,5,3,0,6,9,203,14,7,2,1,9,30,7,3,70.0,0
Ederson,br BRA,Manchester City,GK,31-258,22,22,1960,0,4,3,0,0.0,1.5,0,1,0,0.0,0.18,0.0,0.07,1.15,68.5,31.8,0.0,,0.0,,,693,88.1,11243,100.0,98.3,65.7,4,20,1,0,1,6,0.28,4,0.18,0,0,2,2,0,0,0,1,833,587,824,9,0,0,0,,,563,1671,0,0,0,1,0,529,0,1,0,0,0,37,4,1,80.0,0
Edmond-Paris Maghoma,eng ENG,Brentford,"MF,FW",23-359,8,0,119,0,0,0,0,0.1,0.1,4,13,4,0.0,0.0,0.09,0.08,,,,,0.0,0.0,0.0,23.8,76,90.5,343,95.0,93.5,85.7,1,2,0,0,13,4,3.03,1,0.76,2,1,3,2,2,2,0,1,101,2,18,58,27,4,4,75.0,25.0,68,221,4,3,1,2,0,75,4,2,4,0,3,7,1,3,25.0,0
Emi Buendía,ar ARG,Aston Villa,"MF,FW",28-128,12,0,98,0,0,1,0,0.7,0.0,3,7,6,0.0,0.0,0.6,0.02,,,,,0.0,0.0,0.0,19.1,49,81.7,166,91.7,85.7,20.0,1,4,1,0,7,3,2.76,0,0.0,6,6,5,5,5,1,4,0,82,0,17,35,31,3,2,0.0,100.0,53,119,3,5,0,4,3,64,6,4,6,0,0,8,0,2,0.0,0
Emil Krafth,se SWE,Newcastle Utd,DF,30-273,9,2,288,0,0,0,0,0.0,0.1,3,7,1,0.0,0.0,0.01,0.03,,,,,0.0,0.0,0.0,14.6,104,80.0,734,81.7,86.8,50.0,1,6,0,0,7,3,0.94,0,0.0,4,2,3,1,5,4,1,2,164,30,87,59,19,4,1,0.0,100.0,72,133,3,3,0,2,2,85,1,3,1,0,1,17,5,5,50.0,0
