Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expedted Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Jan Bednarek,pl POL,Southampton,DF,29-020,28,28,2351,2,0,7,0,0.7,0.5,4,58,2,0.08,0.0,0.02,0.02,,,,,40.0,0.08,0.4,16.0,1495,92.5,8590,95.3,94.5,75.9,5,71,1,0,58,16,0.61,0,0.0,35,18,30,15,43,32,11,53,1953,359,1028,892,40,15,3,100.0,0.0,996,1646,4,5,1,9,3,1249,2,31,12,0,1,102,68,36,65.4,2
Jan Paul van Hecke,nl NED,Brighton,DF,24-328,30,29,2598,1,1,8,1,1.3,1.5,53,209,5,0.03,0.03,0.04,0.05,,,,,31.3,0.17,0.06,14.1,1795,87.9,13506,93.0,93.0,65.6,13,202,16,4,209,48,1.66,3,0.1,39,25,37,17,32,19,13,23,2316,246,987,1196,153,30,10,40.0,40.0,1536,6643,53,41,0,12,7,1628,5,22,22,0,11,119,73,48,60.3,2
Jarrad Branthwaite,eng ENG,Everton,DF,22-309,27,25,2258,0,1,4,0,1.1,0.6,9,57,2,0.0,0.04,0.04,0.02,,,,,37.5,0.12,0.0,8.2,851,81.6,6676,89.7,90.3,55.0,2,75,2,0,57,12,0.48,2,0.08,35,20,26,7,29,21,8,23,1345,196,713,581,58,22,5,60.0,20.0,643,2143,9,13,2,8,3,774,2,10,15,1,3,80,50,36,58.1,2
Joachim Andersen,dk DEN,Fulham,DF,28-336,25,25,2223,0,0,5,1,0.9,0.3,13,103,2,0.0,0.0,0.04,0.01,,,,,25.0,0.16,0.0,15.7,1441,82.9,13021,91.3,93.6,55.8,3,169,6,3,103,30,1.22,2,0.08,24,17,20,7,31,25,6,30,2023,285,1061,885,89,19,6,66.7,0.0,1179,2869,13,12,1,5,3,1398,2,15,17,0,10,104,62,35,63.9,2
Konstantinos Mavropanos,gr GRE,West Ham,DF,27-142,30,20,1944,0,0,6,1,1.5,0.5,16,60,2,0.0,0.0,0.07,0.02,,,,,27.8,0.23,0.0,14.8,1010,85.9,6819,91.2,92.3,58.4,5,60,4,1,60,16,0.74,0,0.0,32,22,25,11,23,17,6,38,1428,221,743,631,62,24,17,52.9,29.4,792,2123,16,10,1,12,0,934,2,17,14,3,2,67,56,24,70.0,2
Levi Colwill,eng ENG,Chelsea,DF,22-065,31,31,2789,1,1,8,0,1.3,1.1,13,124,11,0.03,0.03,0.04,0.04,,,,,18.8,0.1,0.06,9.9,2167,89.6,13936,92.7,95.3,57.7,14,144,7,3,124,37,1.19,3,0.1,40,28,25,9,34,24,10,31,2669,330,1241,1310,128,35,10,60.0,40.0,1526,3857,13,11,1,13,8,1964,11,42,18,4,13,108,76,51,59.8,2
Lewis Dunk,eng ENG,Brighton,DF,33-162,24,22,1993,0,0,5,0,0.8,0.5,20,142,3,0.0,0.0,0.04,0.02,,,,,25.0,0.14,0.0,12.1,1724,90.9,10345,96.2,95.1,62.5,6,154,6,0,142,19,0.86,3,0.14,17,10,19,8,26,17,9,12,2062,245,966,994,112,21,1,0.0,100.0,1302,3247,20,18,0,8,3,1509,3,7,10,2,5,102,49,30,62.0,2
Lisandro Martínez,ar ARG,Manchester Utd,DF,27-104,20,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,,,,,35.3,0.31,0.12,15.9,1200,89.4,7055,94.2,93.0,55.2,9,91,18,2,117,26,1.34,2,0.1,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2,2
Manuel Akanji,ch SUI,Manchester City,DF,29-287,22,20,1711,0,0,3,0,0.7,0.4,38,135,6,0.0,0.0,0.04,0.02,,,,,10.0,0.05,0.0,16.3,1395,93.9,6253,95.9,95.5,73.9,9,150,11,2,135,34,1.79,2,0.11,15,10,12,5,11,8,3,7,1598,108,472,776,352,11,2,100.0,0.0,1044,3286,38,52,0,4,5,1264,6,16,9,0,11,86,24,29,45.3,2
Marc Guéhi,eng ENG,Crystal Palace,DF,24-293,32,32,2879,3,2,9,1,1.9,1.2,22,126,8,0.09,0.06,0.06,0.04,,,,,50.0,0.22,0.21,10.3,1377,83.3,10841,91.1,88.8,55.3,12,127,11,3,126,38,1.19,5,0.16,56,31,45,15,53,22,31,25,1994,292,987,881,137,31,14,78.6,14.3,1065,2804,22,17,1,16,16,1243,8,22,26,1,13,135,66,50,56.9,2
Matt Doherty,ie IRL,Wolves,DF,33-106,27,22,1901,2,1,6,0,1.0,1.5,29,75,39,0.09,0.05,0.05,0.07,,,,,30.0,0.14,0.2,11.4,974,82.6,6013,90.1,86.7,62.4,11,87,14,1,75,24,1.14,3,0.14,36,20,22,7,26,15,11,21,1394,115,542,690,179,25,20,55.0,30.0,730,2034,29,19,4,11,5,883,39,18,11,2,18,98,48,19,71.6,2
Matthijs de Ligt,nl NED,Manchester Utd,DF,25-263,28,24,2089,2,0,3,0,2.5,0.3,7,55,6,0.09,0.0,0.11,0.01,,,,,50.0,0.39,0.11,7.9,1225,90.1,5917,94.1,94.5,50.5,6,63,2,1,55,14,0.6,1,0.04,30,22,32,9,29,21,8,33,1584,181,813,722,56,29,4,50.0,50.0,1063,2219,7,3,0,5,3,1142,6,16,12,2,6,66,57,29,66.3,2
Max Kilman,eng ENG,West Ham,DF,27-344,34,34,2988,0,1,4,0,1.4,1.2,29,106,6,0.0,0.03,0.04,0.04,,,,,18.2,0.06,0.0,8.4,1511,86.9,9852,92.2,92.8,58.4,16,100,4,0,106,28,0.84,3,0.09,30,17,23,4,55,37,18,37,2113,428,1178,848,103,30,20,70.0,10.0,1119,2917,29,12,2,16,2,1404,6,17,12,2,3,135,101,48,67.8,2
Maxence Lacroix,fr FRA,Crystal Palace,DF,25-026,31,31,2756,1,1,5,0,2.8,0.8,8,59,7,0.03,0.03,0.09,0.02,,,,,20.0,0.16,0.04,11.8,1093,81.9,8899,85.3,90.9,55.3,6,66,2,1,59,26,0.85,4,0.13,67,40,47,15,41,16,25,50,1737,314,1060,612,72,36,13,61.5,23.1,931,1946,8,4,0,21,3,1024,7,31,18,1,6,121,54,44,55.1,2
Murillo,br BRA,Nott'ham Forest,DF,22-302,33,33,2928,1,0,5,0,1.4,1.1,20,102,5,0.03,0.0,0.04,0.03,,,,,21.7,0.15,0.04,22.7,1016,77.9,9395,90.2,87.4,48.5,12,116,12,1,102,37,1.14,2,0.06,52,36,45,19,66,43,23,30,1729,386,888,762,93,20,33,78.8,21.2,737,2199,20,24,1,18,10,875,5,25,4,0,12,129,42,19,68.9,2
Nathan Collins,ie IRL,Brentford,DF,24-002,34,34,3060,2,3,5,0,2.5,1.8,28,113,18,0.06,0.09,0.07,0.05,,,,,35.3,0.18,0.12,10.7,1535,85.7,9762,87.7,92.5,59.7,10,98,7,2,113,30,0.88,8,0.24,36,21,31,10,69,49,20,32,2202,355,1153,898,161,65,12,50.0,41.7,1147,3697,28,10,0,16,8,1329,18,24,25,6,7,148,110,59,65.1,2
Nikola Milenković,rs SRB,Nott'ham Forest,DF,27-202,33,33,2970,4,2,4,0,3.6,1.0,3,49,6,0.12,0.06,0.11,0.03,,,,,26.9,0.21,0.15,12.1,728,81.1,5382,87.1,87.2,60.8,8,48,2,0,49,18,0.55,3,0.09,43,26,27,6,39,23,16,24,1228,231,673,477,82,59,1,100.0,0.0,472,958,3,3,2,2,2,619,6,17,4,1,0,74,92,36,71.9,2
Rúben Dias,pt POR,Manchester City,DF,27-353,23,21,1911,0,0,4,0,1.4,0.3,34,120,6,0.0,0.0,0.07,0.01,,,,,29.4,0.24,0.0,18.4,1852,93.3,10291,96.9,96.2,66.4,5,178,5,0,120,22,1.04,1,0.05,15,9,9,3,17,14,3,18,2133,188,711,1175,251,22,3,66.7,33.3,1524,5097,34,53,1,6,1,1738,6,11,8,0,3,65,30,29,50.8,2
Sepp van den Berg,nl NED,Brentford,DF,23-133,27,25,2226,0,0,2,0,1.6,0.2,9,68,27,0.0,0.0,0.07,0.01,,,,,33.3,0.2,0.0,10.8,914,84.2,4997,87.4,88.7,62.4,4,56,3,1,68,20,0.81,2,0.08,35,22,25,9,48,34,14,19,1377,239,699,523,158,41,7,57.1,42.9,610,1564,9,9,1,14,7,775,27,19,5,1,7,81,83,65,56.1,2
Taylor Harwood-Bellis,eng ENG,Southampton,DF,23-092,31,29,2564,1,0,8,0,1.7,1.0,28,116,9,0.04,0.0,0.06,0.03,,,,,36.8,0.25,0.05,10.6,1742,88.0,11643,93.0,92.0,64.2,14,168,9,0,116,36,1.26,2,0.07,27,19,33,14,59,37,22,30,2268,306,1054,1051,172,38,3,100.0,0.0,1303,3584,28,27,0,15,5,1640,9,32,13,0,9,115,52,40,56.5,2
Toti Gomes,pt POR,Wolves,DF,26-106,27,26,2254,0,1,6,0,0.7,0.9,21,67,13,0.0,0.04,0.03,0.04,,,,,28.6,0.08,0.0,11.6,1230,85.2,7317,91.6,92.1,50.0,9,71,5,3,67,20,0.8,1,0.04,51,37,35,7,27,17,10,22,1713,198,810,830,92,15,26,65.4,26.9,993,2590,21,18,0,16,13,1163,13,22,14,4,12,95,47,24,66.2,2
Virgil van Dijk,nl NED,Liverpool,DF,33-298,34,34,3060,2,1,3,0,2.0,0.7,18,176,6,0.06,0.03,0.06,0.02,,,,,29.2,0.21,0.08,13.6,2446,91.6,17594,96.0,95.4,67.9,12,265,6,0,176,46,1.35,4,0.12,35,17,20,9,24,13,11,52,3010,400,1203,1664,151,44,5,60.0,40.0,1682,4398,18,20,3,9,5,2063,6,15,12,0,1,108,110,45,71.0,2
William Saliba,fr FRA,Arsenal,DF,24-039,32,32,2814,2,0,2,1,2.3,0.9,16,134,6,0.06,0.0,0.07,0.03,,,,,33.3,0.06,0.33,5.4,2273,94.2,11810,95.7,96.1,80.4,7,175,6,0,134,26,0.83,1,0.03,58,34,26,6,23,14,9,21,2657,173,1036,1495,141,18,18,66.7,27.8,1642,3937,16,17,1,17,7,2013,6,27,17,1,3,140,57,35,62.0,2
Wout Faes,be BEL,Leicester City,DF,27-029,30,26,2455,1,0,4,0,1.4,0.1,12,74,1,0.04,0.0,0.05,0.0,,,,,9.1,0.04,0.09,10.0,1175,87.1,7509,93.4,94.8,52.7,4,76,6,0,74,14,0.51,0,0.0,38,23,42,20,45,33,12,26,1653,270,809,785,67,26,6,83.3,16.7,953,2602,12,13,2,16,6,1085,1,21,9,1,5,84,41,34,54.7,2
